mlsId,price,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,soldDate,listingDate,listingPrice,lat,lon,addressDetails
R2890493,1738000.0,3.0,3.0,"1751 14Th Ave E, Vancouver, BC, Canada",1507.0,2.0,4859.0,1160.0,2021.0,MultiFamily,10/06/2024,2024-06-02,1749000.0,49.2578807,-123.0852346,"East 14th Avenue, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5T, Canada"
R2570731,5538000.0,5.0,4.0,"3522 W 36Th Ave, Vancouver, BC, Canada",4842.0,0.0,12330.0,1216.0,2013.0,SingleFamily,04/05/2021,2021-04-22,5890000.0,49.2390482,-123.1456417,"West 36th Avenue, Shaughnessy, Vancouver, Metro Vancouver Regional District, British Columbia, V6M, Canada"
R2578590,1820000.0,2.0,2.0,"1039 Expo Blvd, Vancouver, BC, Canada",1587.0,0.0,4046.0,1178.0,1998.0,Townhouse,15/05/2021,2021-05-09,1869900.0,49.2750546,-123.1179213,"1039, Expo Boulevard, Yaletown, Downtown, Vancouver, Metro Vancouver Regional District, British Columbia, V6Z, Canada"
R2576702,850000.0,3.0,2.0,"3426 Terra Vita Pl, Vancouver, BC, Canada",1401.0,0.0,2211.0,606.0,1997.0,Townhouse,16/05/2021,2021-05-03,849900.0,49.277028349999995,-123.03006831639024,"Terra Vita Place, Hastings-Sunrise, Vancouver, Metro Vancouver Regional District, British Columbia, V5K, Canada"
R2575789,1970000.0,3.0,2.0,"4928 Earles St, Vancouver, BC, Canada",2268.0,0.0,4926.0,903.0,1968.0,SingleFamily,16/05/2021,2021-04-30,2050000.0,49.24011565,-123.04601120610009,"4928, Earles Street, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
R2573823,1480000.0,3.0,2.0,"260 E 17th Ave, Vancouver, BC, Canada",1104.0,0.0,8203.0,1356.0,2021.0,MultiFamily,16/05/2021,2021-04-28,1498000.0,49.2554004,-123.0817199,"East 17th Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
R2579407,3079000.0,4.0,2.0,"1706 W 58th Ave, Vancouver, BC, Canada",2835.0,0.0,8151.0,1092.0,1940.0,SingleFamily,16/05/2021,2021-05-10,3098000.0,49.2185916,-123.1483728,"West 58th Avenue, Kerrisdale, Vancouver, Metro Vancouver Regional District, British Columbia, V6P, Canada"
R2576408,1998800.0,4.0,2.0,"50 E 12th Ave, Vancouver, BC, Canada",2504.0,0.0,5848.0,798.0,1909.0,SingleFamily,17/05/2021,2021-05-03,1998800.0,49.2600773,-123.10386523659045,"50, East 12th Avenue, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5T, Canada"
R2576647,2299900.0,4.0,4.0,"77 E 33Rd Ave, Vancouver, BC, Canada",1950.0,0.0,6424.0,1205.0,2011.0,SingleFamily,16/05/2021,2021-05-04,2349900.0,49.2407452,-123.103606,"77, East 33rd Avenue, Riley Park, Vancouver, Metro Vancouver Regional District, British Columbia, V5W, Canada"
R2578654,1615000.0,3.0,2.0,"2943 Laurel St, Vancouver, BC, Canada",1406.0,0.0,4014.0,1172.0,2004.0,Townhouse,20/05/2021,2021-05-09,1649000.0,49.2592807,-123.124827875,"2943, Laurel Street, Fairview, Vancouver, Metro Vancouver Regional District, British Columbia, V5Z, Canada"
R2550933,650000.0,2.0,1.0,"706 Millyard, Vancouver, BC, Canada",1414.0,0.0,2484.0,494.0,1978.0,Townhouse,22/05/2021,2021-03-14,699000.0,49.2667067,-123.1207016,"Millyard, Fairview, Vancouver, Metro Vancouver Regional District, British Columbia, V5Z, Canada"
R2577126,3083800.0,4.0,5.0,"2082 W 47th Ave, Vancouver, BC, Canada",2701.0,0.0,8864.0,1214.0,2003.0,SingleFamily,20/05/2021,2021-05-05,3280000.0,49.2293249,-123.1820901,"West 47th Avenue, Dunbar-Southlands, Vancouver, Metro Vancouver Regional District, British Columbia, V6N, Canada"
R2583620,773000.0,1.0,1.0,"280 W 1st Ave, Vancouver, BC, Canada",615.0,1.0,1840.0,1230.0,2012.0,Condo,22/05/2021,2021-05-19,757000.0,49.2713558,-123.1876194,"West 1st Avenue, West Point Grey, Vancouver, Metro Vancouver Regional District, British Columbia, V6R, Canada"
R2568119,940000.0,3.0,2.0,"5157 W 4Th Ave, Vancouver, BC, Canada",1403.0,0.0,2499.0,682.0,2015.0,Townhouse,21/05/2021,2021-04-18,958000.0,49.2682086,-123.1573595,"West 4th Avenue, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6K, Canada"
R2583011,2350000.0,5.0,2.0,"2092 W 57th Ave, Vancouver, BC, Canada",2725.0,3.0,7215.0,917.0,1941.0,SingleFamily,26/05/2021,2021-05-18,2499000.0,49.2193624,-123.1408293,"West 57th Avenue, Marpole, Vancouver, Metro Vancouver Regional District, British Columbia, V6P, Canada"
R2578837,749000.0,2.0,1.0,"1721 Island Ave, Vancouver, BC, Canada",1243.0,0.0,3065.0,602.0,1990.0,Townhouse,26/05/2021,2021-05-09,749000.0,49.2091067,-123.0679418,"Island Avenue, Victoria-Fraserview, Vancouver, Metro Vancouver Regional District, British Columbia, V5P, Canada"
R2582860,3935000.0,6.0,4.0,"4424 W 8th Ave, Vancouver, BC, Canada",3307.0,0.0,8511.0,1164.0,1912.0,SingleFamily,25/05/2021,2021-05-18,3850000.0,49.264522,-123.1392552,"West 8th Avenue, South Granville, Fairview, Vancouver, Metro Vancouver Regional District, British Columbia, V6J, Canada"
R2571951,760000.0,2.0,2.0,"609 Stamps Landing, Vancouver, BC, Canada",1485.0,0.0,3390.0,537.0,1976.0,Townhouse,25/05/2021,2021-04-25,798000.0,49.268688,-123.11871634775562,"609, Stamps Landing, Fairview, Vancouver, Metro Vancouver Regional District, British Columbia, V5Z, Canada"
R2579876,1515000.0,4.0,2.0,"5205 Ross St, Vancouver, BC, Canada",1862.0,0.0,5011.0,832.0,1945.0,SingleFamily,25/05/2021,2021-05-09,1550000.0,49.2337393,-123.0825573,"Ross Street, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5W, Canada"
R2572693,1149000.0,3.0,2.0,"3264 Clermont Mews, Vancouver, BC, Canada",1439.0,0.0,2899.0,826.0,2004.0,Townhouse,25/05/2021,2021-04-25,1189000.0,49.2184019,-123.0376682,"Clermont Mews, Champlain Heights, Killarney, Vancouver, Metro Vancouver Regional District, British Columbia, V5S, Canada"
R2570216,2150000.0,5.0,3.0,"5794St Margarets St, Vancouver, BC, Canada",3086.0,0.0,6006.0,774.0,1984.0,SingleFamily,26/05/2021,2021-04-21,2388888.0,,,
R2582693,2533000.0,9.0,7.0,"6468 Bruce St, Vancouver, BC, Canada",4027.0,0.0,8246.0,645.0,2012.0,SingleFamily,26/05/2021,2021-05-18,2598000.0,49.2429689,-123.0693921,"Bruce Street, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
R2586058,3600000.0,5.0,5.0,"2721 W 14th Ave, Vancouver, BC, Canada",2895.0,0.0,9006.0,1239.0,2015.0,SingleFamily,30/05/2021,2021-05-26,3588000.0,49.2601996,-123.209355,"West 14th Avenue, West Point Grey, Vancouver, Metro Vancouver Regional District, British Columbia, V6R, Canada"
R2582446,2499900.0,6.0,3.0,"1224 Lakewood Dr, Vancouver, BC, Canada",2785.0,0.0,7363.0,897.0,1912.0,SingleFamily,28/05/2021,2021-05-17,2499900.0,49.2752489,-123.061792,"Lakewood Drive, Grandview-Woodland, Vancouver, Metro Vancouver Regional District, British Columbia, V5L, Canada"
R2580780,2618000.0,4.0,2.0,"6368 Laburnum St, Vancouver, BC, Canada",2286.0,0.0,7238.0,1181.0,1958.0,SingleFamily,29/05/2021,2021-05-12,2699800.0,49.2119598,-123.1487966,"Laburnum Street, Kerrisdale, Vancouver, Metro Vancouver Regional District, British Columbia, V6P, Canada"
R2579180,5000000.0,4.0,4.0,"1323 W 26th Ave, Vancouver, BC, Canada",4079.0,0.0,14022.0,1345.0,1925.0,SingleFamily,30/05/2021,2021-05-09,5488000.0,49.2479397,-123.115043,"West 26th Avenue, Riley Park, Vancouver, Metro Vancouver Regional District, British Columbia, V5Y, Canada"
R2829021,2280000.0,9.0,4.0,"2636 W 41st Ave, Vancouver, BC, Canada",2600.0,3.0,9229.0,922.0,1930.0,SingleFamily,22/11/2023,2023-10-29,2398000.0,49.2347696,-123.185487,"West 41st Avenue, Dunbar-Southlands, Vancouver, Metro Vancouver Regional District, British Columbia, V6N, Canada"
R2544831,4000000.0,7.0,8.0,"4083 W 18th Ave, Vancouver, BC, Canada",3963.0,1.0,9146.0,1107.0,2020.0,SingleFamily,29/05/2021,2021-03-01,4390000.0,49.255279,-123.1238013,"West 18th Avenue, South Cambie, Vancouver, Metro Vancouver Regional District, British Columbia, V5Z, Canada"
R2583800,1508000.0,2.0,1.0,"850 E 38th Ave, Vancouver, BC, Canada",830.0,0.0,5151.0,1816.0,1958.0,SingleFamily,29/05/2021,2021-05-20,1508000.0,49.2362952,-123.0993821,"East 38th Avenue, Riley Park, Vancouver, Metro Vancouver Regional District, British Columbia, V5W, Canada"
R2564554,2495000.0,7.0,5.0,"2946 E 26th Ave, Vancouver, BC, Canada",3248.0,0.0,5920.0,796.0,2019.0,SingleFamily,29/05/2021,2021-04-11,2588000.0,49.2476308,-123.0644258,"East 26th Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
R2583407,1539000.0,6.0,4.0,"4799 W 2Nd Ave, Vancouver, BC, Canada",2829.0,0.0,4667.0,529.0,2005.0,SingleFamily,31/05/2021,2021-05-19,1499000.0,49.2713742,-123.210704,"West 2nd Avenue, West Point Grey, Vancouver, Metro Vancouver Regional District, British Columbia, V6R, Canada"
R2584492,1958000.0,4.0,2.0,"2803 Trinity St, Vancouver, BC, Canada",2730.0,0.0,5455.0,622.0,1925.0,SingleFamily,31/05/2021,2021-05-24,1699000.0,49.2897047,-123.02363,"Trinity Street, Hastings-Sunrise, Vancouver, Metro Vancouver Regional District, British Columbia, V5K, Canada"
R2585933,1599000.0,8.0,4.0,"4927 Chatham St, Vancouver, BC, Canada",2023.0,0.0,5321.0,740.0,2011.0,SingleFamily,31/05/2021,2021-05-26,1499000.0,49.2393087,-123.0405375,"Chatham Street, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
R2585442,1598000.0,4.0,2.0,"2465 E 23rd Ave, Vancouver, BC, Canada",1900.0,0.0,5245.0,777.0,1946.0,SingleFamily,31/05/2021,2021-05-25,1478000.0,49.2499145,-123.0779314,"East 23rd Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
R2549915,8800000.0,7.0,8.0,"1588 W 54th Ave, Vancouver, BC, Canada",8506.0,0.0,51708.0,1162.0,2013.0,SingleFamily,31/05/2021,2021-03-10,9888888.0,49.2216833,-123.154348,"West 54th Avenue, Kerrisdale, Vancouver, Metro Vancouver Regional District, British Columbia, V6P, Canada"
R2590394,925000.0,2.0,2.0,"2545 W Broadway, Vancouver, BC, Canada",863.0,0.0,2188.0,1041.0,1995.0,Townhouse,13/06/2021,2021-06-07,899000.0,49.26435935000001,-123.16361034617557,"2545, West Broadway, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6K, Canada"
R2584222,1850000.0,3.0,2.0,"2175 W 13th Ave, Vancouver, BC, Canada",1651.0,0.0,6992.0,1210.0,1910.0,SingleFamily,31/05/2021,2021-05-24,1998000.0,49.2607034,-123.185578,"West 13th Avenue, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6R, Canada"
R2584459,1325000.0,3.0,2.0,"4236 Inverness St, Vancouver, BC, Canada",1242.0,0.0,3788.0,965.0,2011.0,MultiFamily,31/05/2021,2021-05-24,1199000.0,49.227384,-123.0799974,"Inverness Street, Sunset, Vancouver, Metro Vancouver Regional District, British Columbia, V5W, Canada"
R2587822,1335000.0,4.0,3.0,"1885 E 13th Ave, Vancouver, BC, Canada",1500.0,0.0,4445.0,866.0,2005.0,MultiFamily,02/06/2021,2021-05-31,1299000.0,49.2587612,-123.066348,"1885, East 13th Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
R2582901,1475000.0,4.0,2.0,"5186 Somerville St, Vancouver, BC, Canada",1702.0,0.0,4854.0,910.0,1946.0,SingleFamily,02/06/2021,2021-05-16,1550000.0,49.2383125,-123.085769,"Somerville Street, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5W, Canada"
R2584858,1585000.0,4.0,2.0,"5942 Clarendon St, Vancouver, BC, Canada",2336.0,0.0,4921.0,658.0,1963.0,SingleFamily,02/06/2021,2021-05-24,1538000.0,49.2373261,-123.0554659,"Clarendon Street, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
R2585740,1385000.0,2.0,2.0,"2305 W 10th Ave, Vancouver, BC, Canada",1201.0,0.0,2788.0,1082.0,1996.0,Townhouse,02/06/2021,2021-05-26,1299900.0,49.2622428,-123.1128076,"West 10th Avenue, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5Y, Canada"
R2598629,1002000.0,2.0,1.0,"2565 W Broadway, Vancouver, BC, Canada",878.0,0.0,2388.0,1024.0,1995.0,Townhouse,12/07/2021,2021-07-04,899800.0,49.2635842,-123.139691,"West Broadway, South Granville, Fairview, Vancouver, Metro Vancouver Regional District, British Columbia, V6J, Canada"
R2586971,1280000.0,2.0,2.0,"272 Waterford Dr, Vancouver, BC, Canada",1797.0,0.0,3335.0,667.0,1988.0,Townhouse,02/06/2021,2021-05-30,1199000.0,49.2164986,-123.1105292,"Waterford Drive, Marpole, Vancouver, Metro Vancouver Regional District, British Columbia, V5X, Canada"
R2585134,2000001.0,7.0,3.0,"3750 W 16th Ave, Vancouver, BC, Canada",2596.0,0.0,6506.0,805.0,1927.0,SingleFamily,02/06/2021,2021-05-25,2090000.0,49.2576247,-123.170462,"West 16th Avenue, Arbutus-Ridge, Vancouver, Metro Vancouver Regional District, British Columbia, V6L, Canada"
R2585313,1455000.0,4.0,2.0,"3061 E 18th Ave, Vancouver, BC, Canada",2172.0,0.0,4901.0,690.0,1946.0,SingleFamily,05/06/2021,2021-05-25,1499000.0,49.2542041,-123.0239891,"East 18th Avenue, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5M, Canada"
R2574860,5150000.0,6.0,5.0,"2395 W 22nd Ave, Vancouver, BC, Canada",4139.0,0.0,16859.0,1350.0,2015.0,SingleFamily,05/06/2021,2021-05-02,5590000.0,49.2527936,-123.1676396,"West 22nd Avenue, Arbutus-Ridge, Vancouver, Metro Vancouver Regional District, British Columbia, V6L, Canada"
R2588017,3260000.0,6.0,3.0,"1963 W 1st Ave, Vancouver, BC, Canada",2619.0,0.0,6114.0,1297.0,1912.0,SingleFamily,05/06/2021,2021-05-31,3398000.0,49.27092535,-123.14930135,"1963, West 1st Avenue, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6J, Canada"
R2561461,1350000.0,7.0,2.0,"1716 E 41St Ave, Vancouver, BC, Canada",2108.0,0.0,4393.0,635.0,1951.0,SingleFamily,05/06/2021,2021-04-04,1339800.0,49.2328626,-123.0880687,"East 41st Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5W, Canada"
R2582404,2350000.0,4.0,4.0,"2150 W 3rd Ave, Vancouver, BC, Canada",1960.0,0.0,5970.0,1274.0,2014.0,MultiFamily,06/06/2021,2021-05-16,2498000.0,49.2702425,-123.2120285,"West 3rd Avenue, West Point Grey, Vancouver, Metro Vancouver Regional District, British Columbia, V6R, Canada"
R2586928,1980000.0,6.0,4.0,"859 E 62nd Ave, Vancouver, BC, Canada",2248.0,0.0,6114.0,889.0,2003.0,SingleFamily,05/06/2021,2021-05-30,1999000.0,49.2137108,-123.0702179,"East 62nd Avenue, Victoria-Fraserview, Vancouver, Metro Vancouver Regional District, British Columbia, V5P, Canada"
R2585864,2675000.0,2.0,2.0,"8 Smithe Mews, Vancouver, BC, Canada",1982.0,0.0,7004.0,1406.0,2009.0,Townhouse,07/06/2021,2021-05-26,2788000.0,49.2739836,-123.1121115693806,"Flagship, 8, Smithe Mews, Yaletown, Downtown, Vancouver, Metro Vancouver Regional District, British Columbia, V6B 0A5, Canada"
R2587796,1544000.0,3.0,2.0,"4001 Clark Dr, Vancouver, BC, Canada",1482.0,0.0,3125.0,943.0,9999.0,SingleFamily,07/06/2021,2021-05-31,1399000.0,49.2633292,-123.0775173,"Clark Drive, Grandview-Woodland, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
R2586375,2020000.0,3.0,3.0,"1439 W 64th Ave, Vancouver, BC, Canada",2188.0,0.0,6579.0,904.0,1990.0,SingleFamily,07/06/2021,2021-05-25,1980000.0,49.2129975,-123.1307827,"West 64th Avenue, Marpole, Vancouver, Metro Vancouver Regional District, British Columbia, V6P, Canada"
R2589729,905000.0,2.0,1.0,"1280 W 8th Ave, Vancouver, BC, Canada",1132.0,0.0,2024.0,776.0,1986.0,Townhouse,07/06/2021,2021-06-06,879000.0,49.2643171,-123.1330952,"1280, West 8th Avenue, South Granville, Fairview, Vancouver, Metro Vancouver Regional District, British Columbia, V6H, Canada"
R2633279,491500.0,1.0,1.0,"8430 Jellicoe St, Vancouver, BC, Canada",702.0,1.0,1233.0,712.0,1995.0,Condo,23/11/2021,2021-11-14,499900.0,49.2054377,-123.0477018,"Jellicoe Street, Killarney, Vancouver, Metro Vancouver Regional District, British Columbia, V5S, Canada"
R2587921,1921000.0,3.0,2.0,"822 E 22nd Ave, Vancouver, BC, Canada",2086.0,0.0,6052.0,919.0,1913.0,SingleFamily,07/06/2021,2021-05-31,1919000.0,49.2511142,-123.0961209,"East 22nd Avenue, Riley Park, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
R2587089,1760000.0,6.0,2.0,"5186St. Catherines St, Vancouver, BC, Canada",2193.0,0.0,4175.0,820.0,1929.0,SingleFamily,07/06/2021,2021-05-30,1799000.0,,,
R2571281,2410000.0,4.0,2.0,"2159 W 45th Ave, Vancouver, BC, Canada",2875.0,0.0,8748.0,866.0,1912.0,SingleFamily,09/06/2021,2021-04-25,2490000.0,49.229483,-123.1064678,"West 45th Avenue, Oakridge, Vancouver, Metro Vancouver Regional District, British Columbia, V5Y, Canada"
R2587159,2340000.0,3.0,3.0,"372 E 34th Ave, Vancouver, BC, Canada",1926.0,0.0,5690.0,1032.0,2007.0,SingleFamily,08/06/2021,2021-05-30,1988000.0,49.2394412,-123.09785472445866,"372, East 34th Avenue, Riley Park, Vancouver, Metro Vancouver Regional District, British Columbia, V5W, Canada"
R2584291,1650000.0,5.0,3.0,"3423 E 5th Ave, Vancouver, BC, Canada",2244.0,0.0,5862.0,712.0,2002.0,SingleFamily,09/06/2021,2021-05-24,1599000.0,49.2657197,-123.045214,"East 5th Avenue, Hastings-Sunrise, Vancouver, Metro Vancouver Regional District, British Columbia, V5M, Canada"
R2579687,1412000.0,4.0,3.0,"4616 Reid St, Vancouver, BC, Canada",1782.0,0.0,4713.0,802.0,1935.0,SingleFamily,09/06/2021,2021-05-11,1430000.0,49.242992,-123.0369912,"Reid Street, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
R2588461,3250000.0,3.0,2.0,"4641 W 12Th Ave, Vancouver, BC, Canada",1682.0,0.0,9403.0,1782.0,1923.0,SingleFamily,09/06/2021,2021-06-01,2998000.0,49.2608312,-123.1409705,"West 12th Avenue, South Granville, Fairview, Vancouver, Metro Vancouver Regional District, British Columbia, V6J, Canada"
R2583837,1710000.0,6.0,2.0,"468 43Rd Ave E, Vancouver, BC, Canada",2446.0,0.0,6272.0,694.0,1975.0,SingleFamily,11/06/2021,2021-05-20,1699000.0,49.2311763,-123.1012626,"East 43rd Avenue, Sunset, Vancouver, Metro Vancouver Regional District, British Columbia, V5W, Canada"
R2591127,2180000.0,6.0,4.0,"668 E 29th Ave, Vancouver, BC, Canada",2863.0,0.0,7546.0,803.0,1985.0,SingleFamily,10/06/2021,2021-06-08,2300000.0,49.2445077,-123.0246272,"East 29th Avenue, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
R2591630,7000000.0,4.0,2.0,"1650 Avondale Ave, Vancouver, BC, Canada",4268.0,0.0,31157.0,1639.0,1926.0,SingleFamily,10/06/2021,2021-06-09,6998000.0,49.2369957,-123.1421383,"Avondale Avenue, Shaughnessy, Vancouver, Metro Vancouver Regional District, British Columbia, V6M, Canada"
R2550204,1330000.0,5.0,2.0,"4016 Rupert St, Vancouver, BC, Canada",1970.0,0.0,4821.0,507.0,1912.0,SingleFamily,11/06/2021,2021-03-06,999000.0,49.2324746,-123.0431116,"Rupert Street, Killarney, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
R2580671,1860000.0,6.0,4.0,"3237 Matapan Cres, Vancouver, BC, Canada",2822.0,0.0,6557.0,669.0,2002.0,SingleFamily,11/06/2021,2021-05-12,1890000.0,49.2570854,-123.030176,"Matapan Crescent, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5M, Canada"
R2571012,5000000.0,6.0,4.0,"3918 W 12th Ave, Vancouver, BC, Canada",3700.0,0.0,15903.0,1427.0,1996.0,SingleFamily,10/06/2021,2021-04-20,5280000.0,49.2608312,-123.1409705,"West 12th Avenue, South Granville, Fairview, Vancouver, Metro Vancouver Regional District, British Columbia, V6J, Canada"
R2588846,2380000.0,3.0,1.0,"625 W 22nd Ave, Vancouver, BC, Canada",2105.0,0.0,7940.0,1186.0,9999.0,SingleFamily,10/06/2021,2021-06-02,2498000.0,49.2527936,-123.1676396,"West 22nd Avenue, Arbutus-Ridge, Vancouver, Metro Vancouver Regional District, British Columbia, V6L, Canada"
R2585820,1580000.0,4.0,2.0,"636 E 50th Ave, Vancouver, BC, Canada",1888.0,0.0,5605.0,846.0,1910.0,SingleFamily,11/06/2021,2021-05-26,1599000.0,49.223675,-123.0373899,"East 50th Avenue, Killarney, Vancouver, Metro Vancouver Regional District, British Columbia, V5S, Canada"
R2590887,1320000.0,3.0,2.0,"3192 Queens Ave, Vancouver, BC, Canada",2384.0,0.0,4798.0,534.0,1969.0,SingleFamily,13/06/2021,2021-06-07,1275000.0,49.2425513,-123.0390476,"Queens Avenue, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
R2589619,5200000.0,3.0,2.0,"3388 W 1St Ave, Vancouver, BC, Canada",3085.0,0.0,12993.0,1774.0,2009.0,SingleFamily,13/06/2021,2021-06-06,5475000.0,49.2709952,-123.17905275,"3388, West 1st Avenue, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6R, Canada"
R2577712,3800000.0,5.0,5.0,"6060 Chancellor Blvd, Vancouver, BC, Canada",3845.0,0.0,4634.0,1037.0,2009.0,MultiFamily,13/06/2021,2021-05-04,3990000.0,49.2662443,-123.2196463,"Chancellor Boulevard, West Point Grey, Electoral Area A, Metro Vancouver Regional District, British Columbia, V6T, Canada"
R2583725,999900.0,3.0,2.0,"2248 Grant St, Vancouver, BC, Canada",1044.0,1.0,1859.0,957.0,2021.0,MultiFamily,13/06/2021,2021-05-19,999900.0,49.2712718,-123.0657365,"Grant Street, Grandview-Woodland, Vancouver, Metro Vancouver Regional District, British Columbia, V5L, Canada"
R2583503,2200000.0,6.0,3.0,"3843 Marine Dr Sw, Vancouver, BC, Canada",3177.0,0.0,6954.0,692.0,1942.0,SingleFamily,13/06/2021,2021-05-18,2199988.0,49.2056362,-123.1279309,"Southwest Marine Drive, Marpole, Vancouver, Metro Vancouver Regional District, British Columbia, V6P, Canada"
