mlsId,price,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,soldDate,listingDate,listingPrice,lat,lon,addressDetails
R2891324,1620000.0,5.0,3.0,"16825 80 Avenue, Surrey, BC, Canada",3237.0,4.0,6076.0,523.0,1997.0,SingleFamily,23/06/2024,2024-06-05,1695000.0,49.149383150000006,-122.75492956103774,"16825, 80 Avenue, Fleetwood, Surrey, Metro Vancouver Regional District, British Columbia, V4N 4Y8, Canada"
R2884144,975000.0,2.0,2.0,"16433 64 Avenue, Surrey, BC, Canada",1476.0,2.0,2957.0,687.0,2010.0,Condo,23/06/2024,2024-05-16,1015000.0,49.1199814,-122.7670853,"16433, 64 Avenue, Surrey Centre, Cloverdale, Surrey, Metro Vancouver Regional District, British Columbia, V3S 3Y2, Canada"
R2893205,568000.0,2.0,2.0,"1685 152 A Street, Surrey, BC, Canada",975.0,1.0,2155.0,600.0,2002.0,Condo,23/06/2024,2024-06-10,585000.0,,,
R2875681,1460000.0,3.0,2.0,"3699 Nico Wynd Drive, Surrey, BC, Canada",2252.0,4.0,4766.0,678.0,1983.0,Townhouse,23/06/2024,2024-04-24,1529000.0,49.0693206,-122.8306609,"3699, Nico Wynd Drive, Elgin, South Surrey, Surrey, Metro Vancouver Regional District, British Columbia, V4P 2A7, Canada"
R2894122,1330000.0,3.0,3.0,"3618 150 Street, Surrey, BC, Canada",2166.0,4.0,4480.0,640.0,2018.0,Townhouse,23/06/2024,2024-06-09,1388000.0,49.1913176,-122.8063666,"150 Street, Johnston Heights, Guildford, Surrey, Metro Vancouver Regional District, British Columbia, V3R 7C1, Canada"
R2876063,962000.0,2.0,2.0,"14588 Mcdougall Drive, Surrey, BC, Canada",1562.0,2.0,2972.0,632.0,2021.0,Condo,22/06/2024,2024-04-28,988000.0,49.0667255,-122.8177438,"McDougall Drive, South Surrey, Surrey, Metro Vancouver Regional District, British Columbia, V4P 1B7, Canada"
R2890360,1175000.0,4.0,2.0,"14417 16 Avenue, Surrey, BC, Canada",2368.0,4.0,4670.0,519.0,1979.0,SingleFamily,22/06/2024,2024-06-03,1230000.0,49.0313575,-122.8227998,"14417, 16 Avenue - North Bluff Road, South Surrey, Surrey, Metro Vancouver Regional District, British Columbia, V4B 1B2, Canada"
R2878364,915000.0,4.0,3.0,"13898 64 Avenue, Surrey, BC, Canada",1678.0,0.0,3404.0,559.0,2021.0,Townhouse,22/06/2024,2024-04-30,939000.0,49.1183507,-122.83768496584766,"Panaroma Wesl Coast Living, 13898, 64 Avenue, Panorama Ridge, Newton, Surrey, Metro Vancouver Regional District, British Columbia, V3W 1L6, Canada"
R2897501,819900.0,3.0,2.0,"19455 65 Avenue, Surrey, BC, Canada",1432.0,2.0,2988.0,572.0,2006.0,Townhouse,22/06/2024,2024-06-19,819900.0,49.1206925,-122.6991834,"65 Avenue, Clayton Heights, Cloverdale, Surrey, Metro Vancouver Regional District, British Columbia, V4N 6K2, Canada"
R2894561,995000.0,2.0,2.0,"7848 170 Street, Surrey, BC, Canada",1600.0,4.0,4265.0,618.0,2012.0,Townhouse,22/06/2024,2024-06-16,989900.0,49.1440224,-122.7515782,"7848, 170 Street, Fleetwood, Surrey, Metro Vancouver Regional District, British Columbia, V4N 0C6, Canada"
R2897119,1460000.0,5.0,2.0,"5733 184 Street, Surrey, BC, Canada",2289.0,8.0,5613.0,655.0,1983.0,SingleFamily,22/06/2024,2024-06-18,1499999.0,49.1063687,-122.7130502,"5733, 184 Street, Cloverdale, Surrey, Metro Vancouver Regional District, British Columbia, V3S 4M9, Canada"
R2880342,770000.0,3.0,2.0,"16222 23 A Avenue, Surrey, BC, Canada",1218.0,2.0,2806.0,656.0,2012.0,Townhouse,22/06/2024,2024-05-05,799900.0,,,
R2892020,978000.0,4.0,3.0,"16337 15 Avenue, Surrey, BC, Canada",1663.0,2.0,3352.0,600.0,2018.0,Townhouse,22/06/2024,2024-06-04,998888.0,49.0292656,-122.7701929,"15 Avenue, South Surrey, Surrey, Metro Vancouver Regional District, British Columbia, V4A 1S7, Canada"
R2896441,1300000.0,3.0,2.0,"1332 129 Street, Surrey, BC, Canada",1878.0,3.0,5271.0,718.0,1976.0,SingleFamily,21/06/2024,2024-06-18,1350000.0,49.0264893,-122.8651181,"1332, 129 Street, Ocean Park, South Surrey, Surrey, Metro Vancouver Regional District, British Columbia, V4A 1N4, Canada"
R2896156,1400000.0,3.0,2.0,"3500 144 Street, Surrey, BC, Canada",2352.0,2.0,4369.0,595.0,2000.0,Townhouse,21/06/2024,2024-06-18,1399900.0,49.0668104,-122.8214854,"3500, 144 Street, Elgin, South Surrey, Surrey, Metro Vancouver Regional District, British Columbia, V4P 1B7, Canada"
R2862928,571500.0,2.0,2.0,"12633 72 Avenue, Surrey, BC, Canada",1062.0,1.0,1893.0,541.0,1994.0,Condo,21/06/2024,2024-03-24,575000.0,49.1341067,-122.8720771,"12633, 72 Avenue, Strawberry Hill, Newton, Surrey, Metro Vancouver Regional District, British Columbia, V3W 0M3, Canada"
R2891847,1240100.0,3.0,1.0,"17480 61 B Avenue, Surrey, BC, Canada",1196.0,4.0,4419.0,1045.0,1973.0,SingleFamily,21/06/2024,2024-06-06,1250000.0,,,
R2887360,445000.0,1.0,1.0,"13750 100 Avenue, Surrey, BC, Canada",462.0,1.0,1884.0,969.0,2017.0,Condo,21/06/2024,2024-05-26,448000.0,49.18393505,-122.84158557739579,"Park Avenue East, 13750, 100 Avenue, City Centre, Surrey, Metro Vancouver Regional District, British Columbia, V3T 0L5, Canada"
R2886140,1320000.0,3.0,2.0,"8632 148 A Street, Surrey, BC, Canada",1813.0,2.0,4652.0,744.0,1989.0,SingleFamily,21/06/2024,2024-05-26,1349900.0,,,
R2889054,595000.0,2.0,2.0,"13353 108 Avenue, Surrey, BC, Canada",1199.0,2.0,2548.0,533.0,1994.0,Condo,21/06/2024,2024-05-28,639666.0,49.19940165,-122.85229334183137,"Cornerstone 2, 13353, 108 Avenue, City Centre, Surrey, Metro Vancouver Regional District, British Columbia, V3T 0G4, Canada"
R2893527,570000.0,2.0,2.0,"12739 72 Avenue, Surrey, BC, Canada",1049.0,2.0,2148.0,571.0,1996.0,Condo,21/06/2024,2024-06-10,599000.0,49.134771,-122.8689663,"12739, 72 Avenue, Strawberry Hill, Newton, Surrey, Metro Vancouver Regional District, British Columbia, V3W 1H8, Canada"
R2877938,700000.0,2.0,2.0,"15385 101 A Avenue, Surrey, BC, Canada",1188.0,1.0,2646.0,620.0,2006.0,Condo,21/06/2024,2024-04-23,737000.0,,,
R2875538,570000.0,2.0,1.0,"14438 72 Avenue, Surrey, BC, Canada",686.0,1.0,1706.0,852.0,2022.0,Condo,21/06/2024,2024-04-28,585000.0,49.1338522,-122.8622814,"72 Avenue, Newton, Surrey, Metro Vancouver Regional District, British Columbia, V3W 8N1, Canada"
R2894024,1429000.0,6.0,3.0,"6022 Morgan Drive, Surrey, BC, Canada",2433.0,6.0,5323.0,595.0,1991.0,SingleFamily,21/06/2024,2024-06-11,1449900.0,49.111855,-122.7160037,"6022, Morgan Drive, Cloverdale, Surrey, Metro Vancouver Regional District, British Columbia, V3S 4N4, Canada"
R2892340,1564000.0,8.0,4.0,"8870 127 Street, Surrey, BC, Canada",3092.0,0.0,5666.0,516.0,1979.0,SingleFamily,21/06/2024,2024-06-10,1598000.0,49.1639245,-122.870953,"8870, 127 Street, Whalley, Surrey, Metro Vancouver Regional District, British Columbia, V3V 0B9, Canada"
R2880747,635000.0,2.0,1.0,"14153 104 Avenue, Surrey, BC, Canada",1089.0,1.0,2226.0,587.0,1974.0,Townhouse,21/06/2024,2024-05-07,639900.0,49.1931017,-122.82982677864894,"14153, 104 Avenue, Whalley, Surrey, Metro Vancouver Regional District, British Columbia, V3T 4L5, Canada"
R2884638,2370000.0,4.0,3.0,"16275 28 Avenue, Surrey, BC, Canada",4509.0,8.0,7029.0,596.0,1977.0,SingleFamily,20/06/2024,2024-05-20,2688000.0,49.0530377,-122.7713423,"16275, 28 Avenue, Grandview, South Surrey, Surrey, Metro Vancouver Regional District, British Columbia, V3S 0B7, Canada"
R2888083,474000.0,1.0,1.0,"13228 Old Yale Road, Surrey, BC, Canada",626.0,1.0,1925.0,782.0,2014.0,Condo,20/06/2024,2024-05-25,489800.0,49.2016605,-122.8874345,"Old Yale Road, Brownsville, Whalley, Surrey, Metro Vancouver Regional District, British Columbia, V3V 4G9, Canada"
R2888344,1465000.0,4.0,3.0,"12838 26 Avenue, Surrey, BC, Canada",2596.0,3.0,4954.0,558.0,2009.0,SingleFamily,20/06/2024,2024-05-28,1450000.0,49.0497263,-122.8730651,"26 Avenue, Crescent Heights, South Surrey, Surrey, Metro Vancouver Regional District, British Columbia, V4A 2Z8, Canada"
R2896551,1475000.0,5.0,3.0,"14993 95 A Avenue, Surrey, BC, Canada",2292.0,6.0,5133.0,654.0,1988.0,SingleFamily,20/06/2024,2024-06-18,1499888.0,,,
R2896368,1460000.0,4.0,2.0,"9832 130 Street, Surrey, BC, Canada",1750.0,5.0,5760.0,840.0,1969.0,SingleFamily,20/06/2024,2024-06-18,1470000.0,49.181462,-122.8620469,"9832, 130 Street, Whalley, Surrey, Metro Vancouver Regional District, British Columbia, V3T 3M5, Canada"
R2873249,709000.0,3.0,2.0,"6688 120 Street, Surrey, BC, Canada",1039.0,2.0,2321.0,709.0,2011.0,Condo,20/06/2024,2024-04-21,737000.0,49.1116794,-122.8903848,"120 Street-Scott Road, Newton, North Delta, Surrey, Metro Vancouver Regional District, British Columbia, V4E 2B0, Canada"
R2888361,1643000.0,6.0,6.0,"16732 15a Avenue, Surrey, BC, Canada",2976.0,3.0,4368.0,579.0,2023.0,SingleFamily,20/06/2024,2024-05-28,1725000.0,49.0299754,-122.7590927,"16732, 15A Avenue, South Surrey, Surrey, Metro Vancouver Regional District, British Columbia, V3Z 9M4, Canada"
R2891998,633000.0,2.0,2.0,"9981 Whalley Boulevard, Surrey, BC, Canada",845.0,1.0,2281.0,755.0,2011.0,Condo,19/06/2024,2024-06-04,638800.0,49.18352035,-122.84356881411813,"Two Park Place, 9981, Whalley Boulevard, City Centre, Surrey, Metro Vancouver Regional District, British Columbia, V3T 0H2, Canada"
R2892804,1465000.0,7.0,4.0,"14720 107 Avenue, Surrey, BC, Canada",2564.0,0.0,5552.0,623.0,1960.0,SingleFamily,19/06/2024,2024-06-09,1599900.0,49.1967688,-122.8146509,"14720, 107 Avenue, Guildford, Surrey, Metro Vancouver Regional District, British Columbia, V3R 1V7, Canada"
R2882712,439500.0,1.0,1.0,"13359 Old Yale Road, Surrey, BC, Canada",453.0,1.0,1814.0,992.0,2023.0,Condo,19/06/2024,2024-05-12,449800.0,49.18721845,-122.85383057920586,"The Holland Tower 1, 13359, Old Yale Road, City Centre, Surrey, Metro Vancouver Regional District, British Columbia, V3T 5A2, Canada"
R2892862,1380000.0,3.0,2.0,"2168 150 A Street, Surrey, BC, Canada",1986.0,2.0,3752.0,703.0,1997.0,Townhouse,19/06/2024,2024-06-09,1398000.0,,,
R2889414,1190000.0,4.0,2.0,"14318 78 Avenue, Surrey, BC, Canada",2233.0,6.0,5296.0,514.0,1988.0,SingleFamily,19/06/2024,2024-06-02,1149000.0,49.1440463,-122.8265251,"14318, 78 Avenue, Newton, Surrey, Metro Vancouver Regional District, British Columbia, V3W 5T4, Canada"
R2894983,1395000.0,3.0,2.0,"5659 184 A Street, Surrey, BC, Canada",2113.0,6.0,5111.0,662.0,1989.0,SingleFamily,19/06/2024,2024-06-17,1399000.0,,,
R2878340,680000.0,2.0,2.0,"14550 Winter Crescent, Surrey, BC, Canada",859.0,1.0,2318.0,809.0,2019.0,Condo,19/06/2024,2024-05-01,695000.0,49.0675351,-122.8205329,"Winter Crescent, Elgin, South Surrey, Surrey, Metro Vancouver Regional District, British Columbia, V4P 1B7, Canada"
R2894510,1068000.0,4.0,3.0,"12040 68 Avenue, Surrey, BC, Canada",2357.0,2.0,3371.0,462.0,2005.0,Townhouse,19/06/2024,2024-06-12,1089000.0,49.12647395,-122.88898407485364,"12040, 68 Avenue, Strawberry Hill, Newton, North Delta, Surrey, Metro Vancouver Regional District, British Columbia, V4E 2A0, Canada"
R2874579,1536000.0,5.0,3.0,"13148 Huntley Avenue, Surrey, BC, Canada",2238.0,4.0,5634.0,692.0,1973.0,SingleFamily,19/06/2024,2024-04-22,1549000.0,49.1722234,-122.8583153,"13148, Huntley Avenue, Whalley, Surrey, Metro Vancouver Regional District, British Columbia, V3V 0C2, Canada"
R2890924,1535000.0,3.0,3.0,"6898 177 Street, Surrey, BC, Canada",2937.0,4.0,5238.0,519.0,2011.0,SingleFamily,18/06/2024,2024-06-03,1524990.0,49.1725044,-122.7324566,"177 Street, Guildford, Surrey, Metro Vancouver Regional District, British Columbia, V4N 6J1, Canada"
R2890795,672000.0,2.0,1.0,"8775 161 Street, Surrey, BC, Canada",1022.0,3.0,2563.0,683.0,2002.0,Townhouse,18/06/2024,2024-06-04,698800.0,49.1622079,-122.7774155,"8775, 161 Street, Fleetwood, Surrey, Metro Vancouver Regional District, British Columbia, V4N 5G6, Canada"
R2885288,620000.0,2.0,1.0,"13933 105 Boulevard, Surrey, BC, Canada",827.0,1.0,2528.0,772.0,2022.0,Condo,18/06/2024,2024-05-20,639000.0,49.1936593,-122.8286886,"105 Boulevard, Whalley, Surrey, Metro Vancouver Regional District, British Columbia, V3T 4S5, Canada"
R2891334,1485000.0,5.0,3.0,"18936 71 A Avenue, Surrey, BC, Canada",3094.0,4.0,5064.0,484.0,2004.0,SingleFamily,18/06/2024,2024-06-05,1499900.0,,,
R2892564,688800.0,1.0,1.0,"1501 Foster Street, Surrey, BC, Canada",687.0,0.0,2842.0,1048.0,2021.0,Condo,18/06/2024,2024-06-09,720000.0,,,
R2892738,1461000.0,5.0,2.0,"18041 63 Avenue, Surrey, BC, Canada",2796.0,6.0,4957.0,536.0,1986.0,SingleFamily,18/06/2024,2024-06-09,1499999.0,49.1168796,-122.7225062,"18041, 63 Avenue, Cloverdale, Surrey, Metro Vancouver Regional District, British Columbia, V3S 4G1, Canada"
R2891192,1752500.0,7.0,6.0,"6280 128 Street, Surrey, BC, Canada",3928.0,7.0,6730.0,455.0,2015.0,SingleFamily,18/06/2024,2024-06-04,1788000.0,49.1302194,-122.867886,"128 Street, Newton, Surrey, Metro Vancouver Regional District, British Columbia, V3W 1H8, Canada"
R2878266,807000.0,3.0,2.0,"7156 144 Street, Surrey, BC, Canada",1406.0,2.0,3071.0,590.0,2010.0,Townhouse,18/06/2024,2024-05-01,829900.0,49.1330334,-122.8230071,"Zaan Townhomes, 7156, 144 Street, Newton, Surrey, Metro Vancouver Regional District, British Columbia, V3S 8Y8, Canada"
R2891070,650000.0,2.0,2.0,"16380 64Th Ave Avenue, Surrey, BC, Canada",905.0,2.0,2359.0,718.0,2016.0,Condo,18/06/2024,2024-06-04,650000.0,,,
R2893182,1350000.0,3.0,2.0,"6083 136 Street, Surrey, BC, Canada",1972.0,4.0,5241.0,704.0,1989.0,SingleFamily,18/06/2024,2024-06-09,1388888.0,49.1134644,-122.8457154,"6083, 136 Street, Panorama Ridge, Newton, Surrey, Metro Vancouver Regional District, British Columbia, V3X 1G1, Canada"
R2896651,1800000.0,6.0,3.0,"16728 20 A Avenue, Surrey, BC, Canada",2885.0,5.0,4126.0,622.0,2024.0,SingleFamily,18/06/2024,2024-06-17,1795000.0,,,
R2896394,960000.0,3.0,3.0,"15037 58 Avenue, Surrey, BC, Canada",2404.0,2.0,3093.0,400.0,2002.0,Townhouse,18/06/2024,2024-06-17,963800.0,49.107379,-122.8057557,"15037, 58 Avenue, Sullivan, Newton, Surrey, Metro Vancouver Regional District, British Columbia, V3S 9A5, Canada"
R2884559,780000.0,3.0,2.0,"15030 58 Avenue, Surrey, BC, Canada",1367.0,2.0,2980.0,577.0,1999.0,Townhouse,18/06/2024,2024-05-20,789900.0,49.1069722,-122.8060961,"15030, 58 Avenue, Sullivan, Newton, Surrey, Metro Vancouver Regional District, British Columbia, V3S 9A5, Canada"
R2891063,428000.0,1.0,1.0,"8110 120 A Street, Surrey, BC, Canada",720.0,1.0,1994.0,624.0,1997.0,Condo,17/06/2024,2024-06-04,449888.0,,,
R2885990,510000.0,1.0,1.0,"13750 100 Avenue, Surrey, BC, Canada",538.0,1.0,1970.0,994.0,2017.0,Condo,17/06/2024,2024-05-20,535000.0,49.18393505,-122.84158557739579,"Park Avenue East, 13750, 100 Avenue, City Centre, Surrey, Metro Vancouver Regional District, British Columbia, V3T 0L5, Canada"
R2878598,930057.0,3.0,2.0,"7518 138 Street, Surrey, BC, Canada",2017.0,2.0,3347.0,470.0,2006.0,Townhouse,17/06/2024,2024-05-06,949900.0,49.1392811,-122.839723,"7518, 138 Street, Newton, Surrey, Metro Vancouver Regional District, British Columbia, V3W 2P2, Canada"
R2892367,930000.0,4.0,3.0,"7090 180 Street, Surrey, BC, Canada",1951.0,2.0,3261.0,460.0,2012.0,Townhouse,17/06/2024,2024-06-09,899000.0,49.1327813,-122.7236781,"180 Street, Cloverdale, Surrey, Metro Vancouver Regional District, British Columbia, V3S 9H5, Canada"
R2891358,2035000.0,11.0,7.0,"14148 68 Avenue, Surrey, BC, Canada",5705.0,0.0,7877.0,403.0,2020.0,SingleFamily,17/06/2024,2024-06-05,2299999.0,49.1259323,-122.7168247,"68 Avenue, Cloverdale, Surrey, Metro Vancouver Regional District, British Columbia, V3S 9H5, Canada"
R2891813,2029000.0,6.0,4.0,"7915 144 A Street, Surrey, BC, Canada",4460.0,10.0,6264.0,515.0,1992.0,SingleFamily,17/06/2024,2024-06-05,2299000.0,,,
R2885802,730000.0,2.0,2.0,"15336 17 A Avenue, Surrey, BC, Canada",976.0,1.0,2551.0,768.0,2012.0,Condo,17/06/2024,2024-05-22,749900.0,,,
R2890674,426500.0,1.0,1.0,"13325 102 A Avenue, Surrey, BC, Canada",631.0,1.0,1796.0,711.0,2013.0,Condo,17/06/2024,2024-06-02,449000.0,,,
R2893985,1755000.0,8.0,6.0,"12684 70 A Avenue, Surrey, BC, Canada",4195.0,11.0,6647.0,450.0,1992.0,SingleFamily,17/06/2024,2024-06-11,1889000.0,,,
R2881409,835000.0,4.0,3.0,"16228 16 Avenue, Surrey, BC, Canada",1670.0,2.0,3302.0,508.0,2012.0,Townhouse,17/06/2024,2024-05-08,848888.0,49.030801499999995,-122.77217374444444,"16228, 16 Avenue, South Surrey, Surrey, Metro Vancouver Regional District, British Columbia, V4A 1S7, Canada"
R2882325,730000.0,3.0,2.0,"15353 100 Avenue, Surrey, BC, Canada",1254.0,2.0,2562.0,557.0,2005.0,Townhouse,17/06/2024,2024-05-14,699000.0,49.1844468,-122.7967496,"15353, 100 Avenue, Johnston Heights, Guildford, Surrey, Metro Vancouver Regional District, British Columbia, V3R 8X2, Canada"
R2890760,600000.0,2.0,2.0,"7156 121 Street, Surrey, BC, Canada",1480.0,1.0,2077.0,412.0,1988.0,Townhouse,17/06/2024,2024-06-04,610000.0,49.1329757,-122.8873154,"7156, 121 Street, Strawberry Hill, Newton, Surrey, Metro Vancouver Regional District, British Columbia, V3W 2M1, Canada"
R2888729,1650000.0,3.0,2.0,"6225 152 A Street, Surrey, BC, Canada",1943.0,10.0,5368.0,874.0,1980.0,SingleFamily,17/06/2024,2024-05-29,1699999.0,,,
R2894356,735000.0,2.0,1.0,"7233 189 Street, Surrey, BC, Canada",1199.0,2.0,2464.0,583.0,2009.0,Townhouse,17/06/2024,2024-06-12,699900.0,49.1340649,-122.6990104,"7233, 189 Street, Clayton Heights, Cloverdale, Surrey, Metro Vancouver Regional District, British Columbia, V4N 5M8, Canada"
R2892629,470000.0,1.0,1.0,"13383 108 Avenue, Surrey, BC, Canada",825.0,1.0,1876.0,483.0,1994.0,Condo,17/06/2024,2024-06-09,399000.0,49.1992214,-122.85142158754903,"Cornerstone 1, 13383, 108 Avenue, City Centre, Surrey, Metro Vancouver Regional District, British Columbia, V3T 0G4, Canada"
R2891137,1475000.0,6.0,4.0,"19498 72 Avenue, Surrey, BC, Canada",3075.0,4.0,5755.0,486.0,2010.0,SingleFamily,17/06/2024,2024-06-06,1495000.0,49.1338522,-122.8622814,"72 Avenue, Newton, Surrey, Metro Vancouver Regional District, British Columbia, V3W 8N1, Canada"
R2872594,995000.0,4.0,3.0,"17557 100 Avenue, Surrey, BC, Canada",1918.0,2.0,3454.0,521.0,2021.0,Townhouse,17/06/2024,2024-04-16,999999.0,49.1842417,-122.8018045,"100 Avenue, Johnston Heights, Guildford, Surrey, Metro Vancouver Regional District, British Columbia, V3R 8X8, Canada"
R2880540,375000.0,1.0,1.0,"13883 Laurel Drive, Surrey, BC, Canada",422.0,1.0,1559.0,888.0,2013.0,Condo,17/06/2024,2024-05-05,374900.0,49.1781006,-122.8365173,"Laurel Drive, City Centre, Surrey, Metro Vancouver Regional District, British Columbia, V3T 0G8, Canada"
R2895296,700000.0,3.0,2.0,"9310 King George Boulevard, Surrey, BC, Canada",1831.0,2.0,2754.0,382.0,1994.0,Townhouse,17/06/2024,2024-06-16,700000.0,49.1718585,-122.84485063808323,"9310, King George Boulevard, Whalley, City Centre, Surrey, Metro Vancouver Regional District, British Columbia, V3V 5V4, Canada"
R2888060,820000.0,3.0,2.0,"13864 Hyland Road, Surrey, BC, Canada",1408.0,2.0,2759.0,600.0,2013.0,Townhouse,17/06/2024,2024-05-28,845000.0,49.1255617,-122.831425,"Hyland Road, Newton, Surrey, Metro Vancouver Regional District, British Columbia, V3W 0E1, Canada"
R2887557,580000.0,2.0,2.0,"1685 152 A Street, Surrey, BC, Canada",1017.0,1.0,2200.0,589.0,2002.0,Condo,16/06/2024,2024-05-28,599999.0,,,
R2892913,465000.0,1.0,1.0,"13685 102 Avenue, Surrey, BC, Canada",463.0,1.0,1882.0,863.0,2022.0,Condo,16/06/2024,2024-06-09,399999.0,49.1880402,-122.8486247,"102 Avenue, City Centre, Surrey, Metro Vancouver Regional District, British Columbia, V3T 5X3, Canada"
R2892939,1988000.0,6.0,3.0,"3520 154 Street, Surrey, BC, Canada",3787.0,4.0,5996.0,475.0,2002.0,SingleFamily,16/06/2024,2024-06-09,1799000.0,49.065792,-122.7949659,"3520, 154 Street, Morgan Creek, South Surrey, Surrey, Metro Vancouver Regional District, British Columbia, V3Z 1H4, Canada"
R2894267,1350000.0,3.0,2.0,"14952 95 A Avenue, Surrey, BC, Canada",1520.0,4.0,4904.0,854.0,1981.0,SingleFamily,16/06/2024,2024-06-11,1299000.0,,,
