mlsId,price,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,soldDate,listingDate,listingPrice,lat,lon,addressDetails
R2859568,535000.0,2.0,1.0,"11967 80 Ave, Delta, BC, Canada",577.0,1.0,1663.0,970.0,2017.0,Condo,18/06/2024,2024-03-11,559995.0,49.1484573,-122.9244508,"80 Avenue, Sunstone, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 1R4, Canada"
R2894886,237000.0,2.0,1.0,"4515 River Rd W, Delta, BC, Canada",761.0,1.0,500.0,314.0,1986.0,SingleFamily,17/06/2024,2024-06-12,239000.0,49.0880315,-123.0985205,"4515, River Road West, Riverside, Delta, Metro Vancouver Regional District, British Columbia, V4K 5E2, Canada"
R2881454,620000.0,2.0,2.0,"9015 120St, Delta, BC, Canada",873.0,1.0,1975.0,732.0,2019.0,Condo,16/06/2024,2024-05-08,639900.0,,,
R2871927,1690000.0,4.0,2.0,"262 52St, Delta, BC, Canada",2788.0,6.0,5334.0,645.0,1976.0,SingleFamily,16/06/2024,2024-04-15,1799000.0,,,
R2893606,599000.0,2.0,2.0,"6866 Nicholson Rd, Delta, BC, Canada",1375.0,1.0,1663.0,435.0,1991.0,Condo,16/06/2024,2024-06-10,599000.0,49.1276518,-122.8916605,"6866, Nicholson Road, Sunshine Hills, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4E 2A0, Canada"
R2885616,685000.0,2.0,1.0,"4875 53St, Delta, BC, Canada",924.0,1.0,1717.0,745.0,1987.0,Condo,16/06/2024,2024-05-20,689000.0,,,
R2894520,1376100.0,4.0,2.0,"8219 111b St, Delta, BC, Canada",2450.0,8.0,4237.0,530.0,9999.0,SingleFamily,16/06/2024,2024-06-10,1299000.0,49.152609999999996,-122.913864,"8219, 111B Street, Social Heart, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 2L0, Canada"
R2886263,2363500.0,7.0,6.0,"10917 Mcadam Rd, Delta, BC, Canada",4640.0,0.0,6566.0,536.0,2022.0,SingleFamily,16/06/2024,2024-05-22,2489999.0,49.1624775,-122.92106747704082,"10917, McAdam Road, Sunbury, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 4K2, Canada"
R2875760,1990000.0,3.0,2.0,"470 Sandbar Pl, Delta, BC, Canada",1870.0,6.0,5452.0,1081.0,1988.0,SingleFamily,13/06/2024,2024-04-25,2022000.0,49.0111511,-123.0401267,"470, Sandbar Place, Boundary Bay, Tsawwassen, Delta, Metro Vancouver Regional District, British Columbia, V4L 1K5, Canada"
R2894691,1980000.0,3.0,2.0,"6505 3 Ave, Delta, BC, Canada",2258.0,6.0,5111.0,876.0,1993.0,Townhouse,13/06/2024,2024-06-12,1980000.0,49.008631,-123.0434129,"6505, 3 Avenue, Tsawwassen, Delta, Metro Vancouver Regional District, British Columbia, V4L 0B1, Canada"
R2892630,725000.0,3.0,2.0,"9015 120St, Delta, BC, Canada",1297.0,1.0,2419.0,538.0,2019.0,Condo,12/06/2024,2024-06-09,699000.0,,,
R2873419,1340000.0,5.0,2.0,"11415 91a Ave, Delta, BC, Canada",2229.0,3.0,4384.0,627.0,1966.0,SingleFamily,12/06/2024,2024-04-21,1399000.0,49.1699556,-122.9068997,"11415, 91A Avenue, Annieville, Kennedy, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 3N9, Canada"
R2877209,1650000.0,4.0,2.0,"66 Diefenbaker Wynd, Delta, BC, Canada",2579.0,4.0,4842.0,646.0,1979.0,SingleFamily,11/06/2024,2024-04-29,1668000.0,49.0034208,-123.0725194,"66, Diefenbaker Wynd, Pebble Hill, Tsawwassen, Delta, Metro Vancouver Regional District, British Columbia, V4L 1Z2, Canada"
R2883479,585000.0,2.0,2.0,"5599 14b Ave, Delta, BC, Canada",866.0,1.0,1942.0,692.0,2011.0,Condo,11/06/2024,2024-05-14,599900.0,49.030005700000004,-123.06914132523812,"Solei Terrace, 5599, 14B Avenue, The Highlands, Tsawwassen, Delta, Metro Vancouver Regional District, British Columbia, V4L 2P7, Canada"
R2893088,2098000.0,5.0,3.0,"11464 Lyon Rd, Delta, BC, Canada",3046.0,6.0,5419.0,688.0,1977.0,SingleFamily,11/06/2024,2024-06-09,2098000.0,49.128508,-122.9059426082251,"11464, Lyon Road, Sunshine Hills, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4E 3G3, Canada"
R2888837,1345000.0,4.0,1.0,"10620 Westside Dr, Delta, BC, Canada",2340.0,5.0,4112.0,597.0,1973.0,SingleFamily,10/06/2024,2024-05-27,1399000.0,49.148063,-122.92857435824743,"10620, Westside Drive, Sunstone, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 1R4, Canada"
R2891476,1272500.0,3.0,1.0,"5789 51 Ave, Delta, BC, Canada",1546.0,3.0,4390.0,775.0,1972.0,SingleFamily,10/06/2024,2024-06-05,1199000.0,49.0958905,-123.0628832,"5789, 51 Avenue, Ladner, Delta, Metro Vancouver Regional District, British Columbia, V4K 2C9, Canada"
R2890648,1418000.0,4.0,2.0,"5819 48a Ave, Delta, BC, Canada",2002.0,2.0,4492.0,718.0,1968.0,SingleFamily,10/06/2024,2024-06-03,1438000.0,49.0909397,-123.0620438,"5819, 48A Avenue, Ladner, Delta, Metro Vancouver Regional District, British Columbia, V4K 3C9, Canada"
R2889607,575000.0,3.0,1.0,"11901 89a Ave, Delta, BC, Canada",1209.0,1.0,1895.0,496.0,1971.0,Townhouse,10/06/2024,2024-06-02,599800.0,49.1654022,-122.8948841,"89A Avenue, Kennedy, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 3C9, Canada"
R2889864,1400000.0,3.0,3.0,"6597 Faber Cres, Delta, BC, Canada",2662.0,6.0,5433.0,563.0,1971.0,SingleFamily,09/06/2024,2024-06-02,1499999.0,49.1225395,-122.91744349999999,"6597, Faber Crescent, Sunshine Hills, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4E 1C1, Canada"
R2876638,585000.0,2.0,2.0,"4768 53St, Delta, BC, Canada",947.0,1.0,1916.0,628.0,1995.0,Condo,09/06/2024,2024-04-28,595000.0,,,
R2888686,1245000.0,3.0,2.0,"8794 Shepherd Way, Delta, BC, Canada",1719.0,5.0,4142.0,726.0,1958.0,SingleFamily,09/06/2024,2024-05-28,1248000.0,49.163131,-122.916957,"8794, Shepherd Way, Social Heart, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 4P6, Canada"
R2891384,1567000.0,4.0,2.0,"6595 Lyon Rd, Delta, BC, Canada",2585.0,4.0,4462.0,606.0,1978.0,SingleFamily,09/06/2024,2024-06-05,1567000.0,49.1227265,-122.920313,"6595, Lyon Road, Sunshine Hills, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4E 1C1, Canada"
R2869158,1488000.0,4.0,3.0,"1310 53a St, Delta, BC, Canada",2294.0,6.0,4256.0,653.0,1966.0,SingleFamily,09/06/2024,2024-04-09,1499000.0,49.0265263,-123.0750293,"1310, 53A Street, The Highlands, Tsawwassen, Delta, Metro Vancouver Regional District, British Columbia, V4M 3X8, Canada"
R2877147,1215000.0,2.0,1.0,"5171 57St, Delta, BC, Canada",1170.0,6.0,4100.0,1058.0,1972.0,SingleFamily,08/06/2024,2024-04-27,1239000.0,,,
R2882266,1445000.0,7.0,3.0,"11373 88a Ave, Delta, BC, Canada",2348.0,2.0,4455.0,638.0,1971.0,SingleFamily,08/06/2024,2024-05-12,1499999.0,49.164393,-122.9076472,"11373, 88A Avenue, Annieville, Kennedy, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 4P8, Canada"
R2890654,2498000.0,4.0,2.0,"3541 41b St, Delta, BC, Canada",3752.0,12.0,7767.0,665.0,1969.0,SingleFamily,07/06/2024,2024-06-03,2498000.0,49.0675752,-123.1097723,"3541, 41B Street, Riverside, Delta, Metro Vancouver Regional District, British Columbia, V4K 1R9, Canada"
R2871531,1489000.0,3.0,2.0,"5448 5b Ave, Delta, BC, Canada",2560.0,5.0,4863.0,577.0,1974.0,SingleFamily,06/06/2024,2024-04-15,1479000.0,49.012756,-123.0729411,"5448, 5B Avenue, Pebble Hill, Tsawwassen, Delta, Metro Vancouver Regional District, British Columbia, V4M 3X8, Canada"
R2891592,1500000.0,2.0,2.0,"6505 3 Ave, Delta, BC, Canada",1957.0,4.0,4286.0,766.0,1993.0,Townhouse,06/06/2024,2024-06-04,1499900.0,49.008631,-123.0434129,"6505, 3 Avenue, Tsawwassen, Delta, Metro Vancouver Regional District, British Columbia, V4L 0B1, Canada"
R2884031,1352500.0,4.0,2.0,"9474 118St, Delta, BC, Canada",2050.0,5.0,4540.0,629.0,1971.0,SingleFamily,06/06/2024,2024-05-21,1290000.0,,,
R2882679,470000.0,1.0,1.0,"7445 120St, Delta, BC, Canada",655.0,1.0,1410.0,723.0,2010.0,Condo,06/06/2024,2024-05-12,473888.0,,,
R2888353,640000.0,2.0,1.0,"1440 Garden Pl, Delta, BC, Canada",1058.0,1.0,1852.0,613.0,1982.0,Condo,06/06/2024,2024-05-29,649000.0,49.0290553,-123.070178,"1440, Garden Place, The Highlands, Tsawwassen, Delta, Metro Vancouver Regional District, British Columbia, V4L 2P7, Canada"
R2874015,1535000.0,4.0,3.0,"4916 58St, Delta, BC, Canada",3020.0,5.0,4477.0,514.0,1969.0,SingleFamily,05/06/2024,2024-04-22,1555000.0,,,
R2865143,1460000.0,4.0,2.0,"258 66St, Delta, BC, Canada",1626.0,5.0,4801.0,913.0,1967.0,SingleFamily,05/06/2024,2024-04-01,1485000.0,,,
R2890592,725000.0,2.0,2.0,"4885 53St, Delta, BC, Canada",1136.0,1.0,1922.0,624.0,1987.0,Condo,04/06/2024,2024-06-03,709000.0,,,
R2865829,1015000.0,2.0,2.0,"5535 Admiral Way, Delta, BC, Canada",1200.0,2.0,2908.0,874.0,2021.0,Condo,04/06/2024,2024-03-31,1049900.0,49.1132779,-123.07038619380441,"Pilot House, 5535, Admiral Way, Hampton Cove, Ladner, Delta, Metro Vancouver Regional District, British Columbia, V4K 0C9, Canada"
R2889122,935000.0,3.0,2.0,"6300 Cottonwood St, Delta, BC, Canada",1866.0,2.0,3336.0,509.0,1988.0,Townhouse,04/06/2024,2024-05-30,949900.0,49.1169923,-122.8911634,"6300, Cottonwood Street, Sunshine Hills, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4E 2B0, Canada"
R2872915,1443000.0,3.0,2.0,"5900 Ferry Rd, Delta, BC, Canada",2247.0,2.0,4216.0,644.0,1998.0,Townhouse,04/06/2024,2024-04-17,1449000.0,49.1096626,-123.0780577,"5900, Ferry Road, Ladner, Delta, Metro Vancouver Regional District, British Columbia, V4K 3M9, Canada"
R2870856,4800000.0,4.0,2.0,"5800 28 Ave, Delta, BC, Canada",3418.0,5.0,4490.0,1462.0,2004.0,SingleFamily,03/06/2024,2024-04-14,4999900.0,49.0536062,-123.0588269,"5800, 28 Avenue, Delta, Metro Vancouver Regional District, British Columbia, V4L 2N6, Canada"
R2887865,1475000.0,5.0,2.0,"9247 Hardy Rd, Delta, BC, Canada",2158.0,6.0,4509.0,718.0,1964.0,SingleFamily,03/06/2024,2024-05-27,1549900.0,49.1713022,-122.9129296,"9247, Hardy Road, Annieville, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 2S2, Canada"
R2886219,1370000.0,4.0,2.0,"10500 Delsom Cres, Delta, BC, Canada",2174.0,4.0,3987.0,597.0,2014.0,Townhouse,03/06/2024,2024-05-20,1299000.0,49.1532935,-122.930371,"10500, Delsom Crescent, Eclipse At Sunstone, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 2L2, Canada"
R2887374,1830000.0,6.0,3.0,"4826 48 Ave, Delta, BC, Canada",3155.0,3.0,4445.0,538.0,1920.0,SingleFamily,02/06/2024,2024-05-26,1699000.0,49.08996515,-123.0897433512143,"Ellis Residence, 4826 A/B, 48 Avenue, Ladner, Delta, Metro Vancouver Regional District, British Columbia, V4K 1V4, Canada"
R2885662,1730000.0,6.0,3.0,"11272 Sussex Pl, Delta, BC, Canada",3181.0,6.0,5064.0,556.0,1976.0,SingleFamily,02/06/2024,2024-05-21,1769000.0,49.1283465,-122.91072121524753,"11272, Sussex Place, Sunshine Hills, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 4V8, Canada"
R2888346,1525000.0,2.0,2.0,"1631 Birch Springs Lane, Delta, BC, Canada",1517.0,4.0,4457.0,955.0,2012.0,SingleFamily,02/06/2024,2024-05-28,1450000.0,49.0316711,-123.0846285,"1631, Birch Springs Lane, Tsawwassen Springs, Tsawwassen, Delta, Metro Vancouver Regional District, British Columbia, V4M 0A6, Canada"
R2887159,2275000.0,6.0,6.0,"11220 Mason Pl, Delta, BC, Canada",3652.0,10.0,7389.0,602.0,1972.0,SingleFamily,02/06/2024,2024-05-26,2199000.0,49.120208,-122.9115385,"11220, Mason Place, Sunshine Hills, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4E 1C1, Canada"
R2886805,925000.0,3.0,2.0,"4743 54a St, Delta, BC, Canada",1590.0,2.0,3162.0,583.0,1998.0,Townhouse,02/06/2024,2024-05-26,928000.0,49.0893974,-123.0738245,"4743, 54A Street, Ladner, Delta, Metro Vancouver Regional District, British Columbia, V4K 1W6, Canada"
R2887418,675000.0,1.0,1.0,"4821 53St, Delta, BC, Canada",1000.0,1.0,1943.0,699.0,1991.0,Condo,01/06/2024,2024-05-27,699000.0,,,
R2874296,1348000.0,3.0,2.0,"10500 Delsom Cres, Delta, BC, Canada",2154.0,3.0,3984.0,626.0,2014.0,Townhouse,30/05/2024,2024-04-22,1350000.0,49.1532935,-122.930371,"10500, Delsom Crescent, Eclipse At Sunstone, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 2L2, Canada"
R2883321,1315000.0,4.0,3.0,"4933 44b Ave, Delta, BC, Canada",2368.0,0.0,4295.0,548.0,1988.0,SingleFamily,30/05/2024,2024-05-13,1299800.0,49.0845537,-123.0867909,"4933, 44B Avenue, Ladner, Delta, Metro Vancouver Regional District, British Columbia, V4K 1V0, Canada"
R2872289,1850000.0,4.0,2.0,"7758 Boynton Pl, Delta, BC, Canada",3014.0,6.0,4819.0,630.0,1984.0,SingleFamily,30/05/2024,2024-04-17,1899900.0,49.143951,-122.91751878646934,"7758, Boynton Place, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 4V8, Canada"
R2864608,2170000.0,8.0,6.0,"10586 River Rd, Delta, BC, Canada",4568.0,6.0,6051.0,492.0,2022.0,SingleFamily,29/05/2024,2024-04-01,2249000.0,49.1351992,-123.0346936,"River Road, Delta, Metro Vancouver Regional District, British Columbia, V4G 1K7, Canada"
R2888573,1569000.0,4.0,2.0,"1034 Walalee Dr, Delta, BC, Canada",2850.0,3.0,4938.0,550.0,1965.0,SingleFamily,29/05/2024,2024-05-28,1569000.0,49.0217241,-123.0912758,"1034, Walalee Drive, The Village, Tsawwassen, Delta, Metro Vancouver Regional District, British Columbia, V4M 2P3, Canada"
R2885977,1450000.0,4.0,2.0,"10748 Burbank Dr, Delta, BC, Canada",1996.0,1.0,4586.0,751.0,1973.0,SingleFamily,28/05/2024,2024-05-21,1499000.0,49.150217,-122.92507152777777,"10748, Burbank Drive, Sunstone, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 1R4, Canada"
R2880831,1482000.0,4.0,2.0,"10654 Hermosa Dr, Delta, BC, Canada",2477.0,4.0,4729.0,617.0,1975.0,SingleFamily,28/05/2024,2024-05-07,1529800.0,49.151174499999996,-122.92758590332244,"10654, Hermosa Drive, Sunstone, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 1R4, Canada"
R2884046,616000.0,2.0,1.0,"4955 57St, Delta, BC, Canada",960.0,1.0,2007.0,645.0,1969.0,Townhouse,28/05/2024,2024-05-15,619800.0,,,
R2873995,1445000.0,6.0,3.0,"10473 Dunlop Rd, Delta, BC, Canada",2433.0,4.0,4423.0,657.0,1973.0,SingleFamily,28/05/2024,2024-04-22,1600000.0,49.1561815,-122.9327885,"10473, Dunlop Road, Sunbury, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 2L2, Canada"
R2886144,1018000.0,3.0,3.0,"11965 84a Ave, Delta, BC, Canada",2637.0,3.0,2858.0,378.0,1991.0,Townhouse,28/05/2024,2024-05-21,998000.0,49.1570515,-122.8915969,"11965, 84A Avenue, Kennedy, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 6R5, Canada"
R2885964,1975000.0,6.0,4.0,"6587 Hillside Cres, Delta, BC, Canada",3554.0,8.0,5987.0,528.0,1970.0,SingleFamily,27/05/2024,2024-05-22,1879000.0,49.122305,-122.90949003297546,"6587, Hillside Crescent, Sunshine Hills, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4E 1V4, Canada"
R2885351,1500000.0,3.0,2.0,"7744 Wansford Dr, Delta, BC, Canada",1889.0,6.0,4272.0,793.0,1979.0,SingleFamily,27/05/2024,2024-05-26,1499000.0,49.1434625,-122.91341839741784,"7744, Wansford Drive, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 4V8, Canada"
R2885474,824900.0,2.0,2.0,"1702 56St, Delta, BC, Canada",1250.0,2.0,2547.0,671.0,1997.0,Townhouse,27/05/2024,2024-05-20,839900.0,,,
R2885383,683500.0,2.0,2.0,"11501 84 Ave, Delta, BC, Canada",996.0,2.0,1770.0,701.0,2020.0,Condo,27/05/2024,2024-05-20,699000.0,49.1581439,-122.9266972,"84 Avenue, Sunstone, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 2L2, Canada"
R2874910,2700000.0,5.0,5.0,"1537 Braid Rd, Delta, BC, Canada",3148.0,4.0,4724.0,873.0,2024.0,SingleFamily,26/05/2024,2024-04-23,2749888.0,49.0308589,-123.0599412,"1537, Braid Road, Beach Grove, Tsawwassen, Delta, Metro Vancouver Regional District, British Columbia, V4L 1V1, Canada"
R2879703,1316000.0,4.0,3.0,"9303 114a St, Delta, BC, Canada",1961.0,4.0,4360.0,688.0,1960.0,SingleFamily,26/05/2024,2024-05-05,1349900.0,49.1722164,-122.9061814,"9303, 114A Street, Annieville, Kennedy, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 3N9, Canada"
R2884851,850000.0,2.0,2.0,"1140 55St, Delta, BC, Canada",1518.0,1.0,2283.0,559.0,1990.0,Condo,26/05/2024,2024-05-20,849000.0,,,
R2885639,1525000.0,3.0,2.0,"96 Diefenbaker Wynd, Delta, BC, Canada",1592.0,4.0,4427.0,970.0,1979.0,SingleFamily,26/05/2024,2024-05-21,1545000.0,49.0042439,-123.0727664,"96, Diefenbaker Wynd, Pebble Hill, Tsawwassen, Delta, Metro Vancouver Regional District, British Columbia, V4L 1Z2, Canada"
R2880407,830000.0,1.0,1.0,"5055 Springs Blvd, Delta, BC, Canada",1053.0,1.0,2706.0,835.0,2014.0,Condo,26/05/2024,2024-05-05,879900.0,49.032576649999996,-123.08425568039883,"5055, Springs Boulevard, Tsawwassen, Delta, Metro Vancouver Regional District, British Columbia, V4M 0A6, Canada"
R2872518,1220000.0,3.0,1.0,"7463 Barrymore Dr, Delta, BC, Canada",2464.0,2.0,3707.0,506.0,1973.0,SingleFamily,26/05/2024,2024-04-21,1249000.0,49.1383995,-122.9193065,"7463, Barrymore Drive, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 1R4, Canada"
R2884481,905000.0,3.0,2.0,"11910 90 Ave, Delta, BC, Canada",1794.0,2.0,3069.0,523.0,1996.0,Townhouse,25/05/2024,2024-05-16,939880.0,49.1666894,-122.8926954,"11910, 90 Avenue, Annieville, Kennedy, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 0E3, Canada"
R2867884,2170000.0,8.0,6.0,"10590 River Rd, Delta, BC, Canada",4568.0,6.0,6032.0,492.0,2022.0,SingleFamily,24/05/2024,2024-04-08,2249000.0,49.1637461,-122.9296217,"10590, River Road, Sunbury, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 2R1, Canada"
R2882004,1452000.0,3.0,2.0,"4883 42b Ave, Delta, BC, Canada",2653.0,8.0,4371.0,565.0,1969.0,SingleFamily,23/05/2024,2024-05-12,1499900.0,49.0809111,-123.0876948,"4883, 42B Avenue, Ladner, Delta, Metro Vancouver Regional District, British Columbia, V4K 2W5, Canada"
R2877478,765000.0,2.0,2.0,"1166 54 A St, Delta, BC, Canada",1054.0,1.0,2592.0,754.0,2016.0,Condo,23/05/2024,2024-04-30,794900.0,,,
R2882101,1210000.0,4.0,3.0,"7267 116St, Delta, BC, Canada",2020.0,6.0,3571.0,608.0,2012.0,MultiFamily,23/05/2024,2024-05-12,1230000.0,,,
R2875799,825000.0,2.0,2.0,"4743 River Rd W, Delta, BC, Canada",1407.0,1.0,2210.0,674.0,1990.0,Condo,23/05/2024,2024-04-25,949000.0,49.0896264,-123.0924837,"4743, River Road West, Ladner, Delta, Metro Vancouver Regional District, British Columbia, V4K 5E2, Canada"
R2883338,1292500.0,3.0,1.0,"5623 Grove Ave, Delta, BC, Canada",1217.0,4.0,4365.0,1075.0,1964.0,SingleFamily,23/05/2024,2024-05-14,1309000.0,49.0952339,-123.0673666,"5623, Grove Avenue, Ladner, Delta, Metro Vancouver Regional District, British Columbia, V4K 2C9, Canada"
R2885060,1388000.0,4.0,3.0,"6601 Wade Rd, Delta, BC, Canada",2107.0,4.0,4624.0,658.0,1980.0,SingleFamily,23/05/2024,2024-05-20,1388000.0,49.123204,-122.89632683550869,"6601, Wade Road, Sunshine Hills, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4E 3G3, Canada"
R2877585,525000.0,1.0,1.0,"7445 120St, Delta, BC, Canada",852.0,2.0,1517.0,645.0,2010.0,Condo,22/05/2024,2024-04-30,549999.0,,,
R2877591,1400000.0,4.0,2.0,"7323 York Cres, Delta, BC, Canada",2120.0,8.0,4584.0,674.0,1971.0,SingleFamily,22/05/2024,2024-04-29,1429000.0,49.135666,-122.9151868,"7323, York Crescent, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 4V8, Canada"
R2885378,1430000.0,3.0,1.0,"11545 81a Ave, Delta, BC, Canada",2282.0,0.0,4813.0,630.0,1970.0,SingleFamily,22/05/2024,2024-05-21,1439000.0,49.1515445,-122.90297899185393,"11545, 81A Avenue, Social Heart, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4C 0C8, Canada"
R2879614,1300000.0,3.0,1.0,"8184 117St, Delta, BC, Canada",1262.0,3.0,4462.0,1108.0,1953.0,SingleFamily,22/05/2024,2024-05-05,1399000.0,,,
R2878003,1560000.0,5.0,4.0,"11769 64b Ave, Delta, BC, Canada",2625.0,6.0,5091.0,628.0,1976.0,SingleFamily,22/05/2024,2024-05-01,1649900.0,49.121162,-122.89707307567699,"11769, 64B Avenue, Sunshine Hills, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4E 3G3, Canada"
