,address,beds,bath,area,maintenance,parking,taxes,built,mlsNumber,levels,garage,lotSize,pricePerSqFt,soldDate,soldPrice,listingDate,listingPrice,type
39,"18 - 5378 198 Street, Langley, BC",4,2,1412 sqft,,2,$1,2024,R2871311,Residential,Yes,,$647,19/06/2024,"$914,900",17/04/2024,"$914,900",Townhouse
40,"101 - 8558 202 B Street, Langley, BC",2,1,917 sqft,,2,"$3,099",2021,R2885578,Residential,Yes,,$673,19/06/2024,"$598,000",20/05/2024,"$618,000",Apartment/Condominium
41,"23398 34a Avenue, Langley, BC",5,4,5187 sqft,,4,"$6,100",2023,R2856123,Residential,Yes,,$616,18/06/2024,"$3,095,000",03/03/2024,"$3,199,000",Single Family Residence
42,"50 - 20460 66 Avenue, Langley, BC",2,2,1250 sqft,,3,"$3,346",2006,R2886736,Residential,Yes,,$590,18/06/2024,"$715,000",23/05/2024,"$738,000",Townhouse
43,"401 - 8526 202 B Street, Langley, BC",3,2,1184 sqft,,2,"$3,738",2021,R2894180,Residential,Yes,,$707,18/06/2024,"$850,000",11/06/2024,"$838,000",Apartment/Condominium
44,"4553 217 A Street, Langley, BC",3,2,1784 sqft,,6,"$5,860",1991,R2894251,Residential,Yes,,$828,18/06/2024,"$1,490,000",12/06/2024,"$1,478,000",Single Family Residence
45,"308 - 20077 84 Avenue, Langley, BC",2,2,939 sqft,,1,"$1,500",2024,R2893923,Residential,Yes,,$708,18/06/2024,"$650,000",10/06/2024,"$665,000",Apartment/Condominium
46,"9 - 9590 216 Street, Langley, BC",4,3,2158 sqft,,3,"$4,422",2012,R2894002,Residential,Yes,,$523,18/06/2024,"$1,129,000",11/06/2024,"$1,129,000",Townhouse
47,"3858 196a Street, Langley, BC",3,3,2512 sqft,,1,$7,2024,R2869085,Residential,Yes,,$756,18/06/2024,"$1,995,000",10/04/2024,"$1,899,900",Single Family Residence
48,"C423 - 8150 207 Street, Langley, BC",2,1,743 sqft,,1,"$2,882",2021,R2876740,Residential,Yes,,$794,18/06/2024,"$572,500",29/04/2024,"$589,990",Apartment/Condominium
49,"B403 - 20211 66 Avenue, Langley, BC",1,1,589 sqft,,1,"$2,501",2012,R2887812,Residential,Yes,,$831,18/06/2024,"$475,000",29/05/2024,"$489,900",Apartment/Condominium
50,"3580 272 Street, Langley, BC",6,2,2360 sqft,,3,"$4,326",1974,R2884357,Residential,Yes,,$889,17/06/2024,"$1,950,000",15/05/2024,"$2,100,000",Single Family Residence
51,"19656 50 Avenue, Langley, BC",7,4,3322 sqft,,8,"$6,221",1966,R2892366,Residential,No,,$450,17/06/2024,"$1,500,000",09/06/2024,"$1,495,000",Single Family Residence
52,"77 - 9208 208 Street, Langley, BC",3,2,1608 sqft,,2,"$4,508",1993,R2894977,Residential,Yes,,$590,17/06/2024,"$960,000",16/06/2024,"$949,900",Townhouse
53,"A306 - 20838 78 B Avenue, Langley, BC",1,1,546 sqft,,1,"$2,581",2021,R2885317,Residential,Yes,,$913,17/06/2024,"$480,000",20/05/2024,"$499,000",Apartment/Condominium
54,"606 - 8327 201 Street, Langley, BC",2,2,770 sqft,,2,"$2,983",2021,R2894342,Residential,Yes,,$792,17/06/2024,"$625,000",11/06/2024,"$609,900",Apartment/Condominium
55,"316 - 19835 64 Avenue, Langley, BC",2,2,1162 sqft,,2,"$2,905",1993,R2884717,Residential,Yes,,$472,17/06/2024,"$539,956",17/05/2024,"$548,898",Apartment/Condominium
56,"54 - 21867 50 Avenue, Langley, BC",3,2,1322 sqft,,3,"$3,488",2012,R2864818,Residential,Yes,,$624,17/06/2024,"$795,000",02/04/2024,"$825,000",Townhouse
57,"80 - 8250 209 B Street, Langley, BC",2,2,1286 sqft,,2,"$3,459",2011,R2891917,Residential,No,,$544,17/06/2024,"$750,000",09/06/2024,"$699,900",Townhouse
58,"208 - 5504 Brydon Crescent, Langley, BC",1,1,477 sqft,,1,,2024,R2874141,Residential,Yes,,$859,17/06/2024,"$409,900",22/04/2024,"$409,900",Apartment/Condominium
59,"4993 209 Street, Langley, BC",4,2,2532 sqft,,4,"$3,547",1976,R2893082,Residential,Yes,,$552,17/06/2024,"$1,375,000",11/06/2024,"$1,399,900",Single Family Residence
60,"21869 61 Avenue, Langley, BC",4,3,3415 sqft,,6,"$6,194",1997,R2894833,Residential,Yes,,$761,16/06/2024,"$2,550,000",13/06/2024,"$2,599,800",Single Family Residence
61,"306 - 8067 207 Th Street, Langley, BC",2,2,1131 sqft,,2,"$3,544",2015,R2885579,Residential,Yes,,$653,16/06/2024,"$720,000",20/05/2024,"$739,000",Apartment/Condominium
62,"8 - 7298 199a Street, Langley, BC",3,3,1810 sqft,,0,"$4,029",2010,R2890321,Residential,Yes,,$497,16/06/2024,"$910,000",02/06/2024,"$899,999",Townhouse
63,"116 - 20448 Park Avenue, Langley, BC",1,1,862 sqft,,1,"$1,990",1995,R2882531,Residential,Yes,,$579,16/06/2024,"$485,000",14/05/2024,"$499,900",Apartment/Condominium
64,"304 - 5454 198 Street, Langley, BC",2,2,854 sqft,,2,"$1,777",2007,R2889682,Residential,Yes,,$667,16/06/2024,"$555,000",03/06/2024,"$569,900",Apartment/Condominium
65,"103 - 7179 201 Street, Langley, BC",3,1,1329 sqft,,3,"$3,420",2004,R2894344,Residential,Yes,,$564,16/06/2024,"$750,000",11/06/2024,"$750,000",Townhouse
66,"8851 214 B Street, Langley, BC",3,3,1971 sqft,,4,"$5,553",1989,R2886836,Residential,Yes,,$629,15/06/2024,"$1,200,000",23/05/2024,"$1,240,000",Single Family Residence
67,"8 - 8370 202 B Street, Langley, BC",4,3,2258 sqft,,4,"$4,552",2020,R2888281,Residential,Yes,,$531,15/06/2024,"$1,172,500",28/05/2024,"$1,199,000",Townhouse
68,"4 - 8438 207a Street, Langley, BC",2,2,1169 sqft,,2,"$3,719",2015,R2892210,Residential,Yes,,$591,15/06/2024,"$735,000",06/06/2024,"$692,000",Townhouse
69,"21054 80a Avenue, Langley, BC",5,3,3068 sqft,,4,"$6,225",2011,R2894001,Residential,Yes,,$521,15/06/2024,"$1,599,000",11/06/2024,"$1,599,000",Single Family Residence
70,"20986 Newlands Drive, Langley, BC",5,2,3531 sqft,,5,"$6,472",1972,R2890881,Residential,Yes,,$495,15/06/2024,"$1,810,000",04/06/2024,"$1,750,000",Single Family Residence
71,"311 - 20826 72 Avenue, Langley, BC",2,2,1082 sqft,,2,"$3,256",2019,R2875415,Residential,Yes,,$600,14/06/2024,"$635,000",24/04/2024,"$649,800",Apartment/Condominium
72,"302 - 5430 201 Street, Langley, BC",2,2,1112 sqft,,1,"$1,968",2006,R2894601,Residential,Yes,,$557,14/06/2024,"$620,000",11/06/2024,"$620,000",Apartment/Condominium
73,"4 - 22127 48 A Avenue, Langley, BC",4,2,1777 sqft,,2,"$4,400",2020,R2893691,Residential,Yes,,$590,13/06/2024,"$1,040,000",11/06/2024,"$1,050,000",Townhouse
74,"23856 58 A Avenue, Langley, BC",5,3,3359 sqft,,6,"$6,085",1981,R2883893,Residential,Yes,,$520,13/06/2024,"$1,712,500",15/05/2024,"$1,749,888",Single Family Residence
75,"89 - 19913 70 Avenue, Langley, BC",4,3,1916 sqft,,2,"$4,226",2018,R2890204,Residential,Yes,,$574,12/06/2024,"$1,075,000",04/06/2024,"$1,100,000",Townhouse
76,"409 - 5499 203 Street, Langley, BC",1,1,862 sqft,,1,"$1,372",1996,R2889465,Residential,Yes,,$490,12/06/2024,"$399,000",06/06/2024,"$423,000",Apartment/Condominium
77,"103 - 27111 0 Avenue, Langley, BC",2,1,1000 sqft,,3,"$1,088",1983,R2876923,Residential,No,,$298,12/06/2024,"$293,000",28/04/2024,"$298,500",Manufactured Home
78,"202 - 20240 54 A Avenue, Langley, BC",2,2,1001 sqft,,1,"$2,296",1994,R2892337,Residential,Yes,,$499,12/06/2024,"$475,000",08/06/2024,"$499,900",Apartment/Condominium
79,"154 - 8737 212 Street, Langley, BC",3,2,1597 sqft,,2,"$3,738",1990,R2891299,Residential,Yes,,$525,12/06/2024,"$902,000",05/06/2024,"$839,000",Townhouse
80,"16 - 4426 232 Street, Langley, BC",2,1,812 sqft,,2,$368,1970,R2870040,Residential,No,,$344,12/06/2024,"$259,000",14/04/2024,"$279,900",Manufactured Home
81,"44 - 20760 Duncan Way, Langley, BC",3,2,1378 sqft,,2,"$2,128",2004,R2890430,Residential,Yes,,$558,12/06/2024,"$743,000",03/06/2024,"$769,800",Townhouse
82,"191 - 8288 207 A Street, Langley, BC",2,2,1102 sqft,,2,"$3,182",2013,R2882136,Residential,Yes,,$680,11/06/2024,"$720,000",12/05/2024,"$749,900",Apartment/Condominium
83,"208 - 19945 Brydon Crescent, Langley, BC",2,2,871 sqft,,1,"$1,767",2023,R2886246,Residential,Yes,,$688,11/06/2024,"$597,000",21/05/2024,"$599,900",Apartment/Condominium
84,"103 - 20897 57 Avenue, Langley, BC",2,2,1228 sqft,,1,"$2,542",1994,R2884514,Residential,Yes,,$479,11/06/2024,"$586,300",16/05/2024,"$588,800",Apartment/Condominium
85,"211 - 5363 206 Th Street, Langley, BC",2,2,1176 sqft,,1,"$2,031",1989,R2878586,Residential,Yes,,$365,11/06/2024,"$425,000",02/05/2024,"$429,900",Apartment/Condominium
86,"217 - 20200 56 Avenue, Langley, BC",3,2,976 sqft,,1,,1997,R2881817,Residential,Yes,,$599,11/06/2024,"$578,000",13/05/2024,"$585,000",Apartment/Condominium
87,"1 - 9590 216 Street, Langley, BC",4,3,2361 sqft,,3,"$4,701",2012,R2889112,Residential,Yes,,$529,11/06/2024,"$1,230,000",29/05/2024,"$1,249,000",Townhouse
88,"5124 219 A Street, Langley, BC",2,2,1769 sqft,,4,"$5,515",1989,R2888318,Residential,Yes,,$734,11/06/2024,"$1,250,000",30/05/2024,"$1,299,000",Single Family Residence
89,"18 - 21928 48 Avenue, Langley, BC",3,2,1613 sqft,,2,"$3,607",1992,R2892438,Residential,Yes,,$526,11/06/2024,"$850,000",09/06/2024,"$849,900",Townhouse
90,"9542 218 Street, Langley, BC",4,3,3033 sqft,,4,"$5,651",2006,R2875130,Residential,Yes,,$507,11/06/2024,"$1,505,000",23/04/2024,"$1,539,000",Single Family Residence
91,"87 - 20738 84 Avenue, Langley, BC",3,3,1720 sqft,,2,"$4,010",2012,R2893368,Residential,Yes,,$514,11/06/2024,"$885,000",10/06/2024,"$885,000",Townhouse
92,"B412 - 20834 80 Avenue, Langley, BC",1,1,665 sqft,,1,,2023,R2891756,Residential,Yes,,$789,11/06/2024,"$508,000",05/06/2024,"$525,000",Apartment/Condominium
93,"B214 - 8150 207 Street, Langley, BC",2,2,958 sqft,,1,"$3,170",2022,R2887575,Residential,Yes,,$708,10/06/2024,"$672,500",26/05/2024,"$678,800",Apartment/Condominium
94,"23018 Bedford Trail, Langley, BC",4,3,2899 sqft,,2,"$7,609",2010,R2874593,Residential,Yes,,$782,10/06/2024,"$2,150,000",22/04/2024,"$2,268,600",Single Family Residence
95,,,,,,,,,,,,,,,,,,
96,"B508 - 20487 65 Avenue, Langley, BC",3,2,1145 sqft,,2,"$3,423",2022,R2877150,Residential,Yes,,$655,10/06/2024,"$730,000",28/04/2024,"$750,000",Apartment/Condominium
97,"B304 - 8447 202 Street, Langley, BC",2,2,903 sqft,,1,"$2,983",2023,R2888880,Residential,Yes,,$741,10/06/2024,"$660,000",03/06/2024,"$669,900",Apartment/Condominium
98,"416 - 5485 Brydon Crescent, Langley, BC",3,2,988 sqft,,2,"$2,198",2021,R2890509,Residential,Yes,,$678,10/06/2024,"$660,000",02/06/2024,"$669,900",Apartment/Condominium
99,"2430 270 B Street, Langley, BC",5,4,3870 sqft,,10,"$6,893",2007,R2889142,Residential,Yes,,$413,10/06/2024,"$1,645,000",30/05/2024,"$1,599,900",Single Family Residence
100,"26997 24 A Avenue, Langley, BC",5,3,2730 sqft,,6,"$5,729",1994,R2870391,Residential,Yes,,$503,10/06/2024,"$1,365,000",14/04/2024,"$1,375,000",Single Family Residence
101,"D211 - 8150 207 Street, Langley, BC",2,2,855 sqft,,1,"$3,033",2021,R2885221,Residential,Yes,,$746,10/06/2024,"$615,000",19/05/2024,"$638,000",Apartment/Condominium
102,"23025 Jenny Lewis Avenue, Langley, BC",4,3,2749 sqft,,3,"$6,429",2009,R2868555,Residential,Yes,,$654,10/06/2024,"$1,765,000",08/04/2024,"$1,799,800",Single Family Residence
103,"27164 27 B Avenue, Langley, BC",5,3,2741 sqft,,6,"$5,830",1994,R2885649,Residential,Yes,,$474,10/06/2024,"$1,230,000",15/05/2024,"$1,300,000",Single Family Residence
104,"26 - 24330 Fraser Highway, Langley, BC",2,1,1038 sqft,,4,$700,1992,R2883731,Residential,No,,$289,10/06/2024,"$288,000",15/05/2024,"$299,999",Manufactured Home
105,"20971 Yeomans Crescent, Langley, BC",8,4,4260 sqft,,8,"$7,516",1996,R2874293,Residential,Yes,,$586,10/06/2024,"$2,375,000",22/04/2024,"$2,498,800",Single Family Residence
106,"48 - 8068 207 Street, Langley, BC",4,3,1770 sqft,,2,"$4,004",2014,R2889565,Residential,Yes,,$505,09/06/2024,"$890,000",02/06/2024,"$895,000",Townhouse
107,"301 - 20245 53 Avenue, Langley, BC",1,1,739 sqft,,1,"$2,075",1996,R2888808,Residential,Yes,,$608,09/06/2024,"$443,000",03/06/2024,"$449,900",Apartment/Condominium
108,"1 - 20966 77 A Avenue, Langley, BC",3,2,1610 sqft,,2,"$4,326",2013,R2890667,Residential,Yes,,$558,09/06/2024,"$965,000",04/06/2024,"$899,900",Townhouse
109,"22189 86a Avenue, Langley, BC",6,4,6670 sqft,,6,"$13,858",2011,R2889127,Residential,Yes,,$629,09/06/2024,"$3,900,000",29/05/2024,"$4,200,000",Single Family Residence
110,"9610 206 Street, Langley, BC",3,2,1891 sqft,,8,"$6,778",1991,R2890964,Residential,Yes,,$792,09/06/2024,"$1,490,000",04/06/2024,"$1,498,888",Single Family Residence
111,"27118 35 B Avenue, Langley, BC",6,3,2735 sqft,,3,"$5,826",2017,R2884142,Residential,Yes,,$493,09/06/2024,"$1,335,000",15/05/2024,"$1,349,999",Single Family Residence
112,"40 - 5550 Langley Bypass, Langley, BC",2,2,1472 sqft,,2,"$2,777",1989,R2890909,Residential,Yes,,$576,09/06/2024,"$860,000",04/06/2024,"$849,000",Townhouse
113,"3 - 21150 76 A Avenue, Langley, BC",3,2,1603 sqft,,2,"$4,218",2017,R2887714,Residential,Yes,,$561,09/06/2024,"$900,000",29/05/2024,"$900,000",Townhouse
114,"313 - 5677 208 Street, Langley, BC",2,2,1255 sqft,,1,"$2,557",1993,R2879166,Residential,Yes,,$517,09/06/2024,"$649,800",05/05/2024,"$649,800",Apartment/Condominium
115,"3071 268 Street, Langley, BC",3,1,1100 sqft,,2,"$3,155",1976,R2891389,Residential,No,,$509,09/06/2024,"$570,000",04/06/2024,"$559,900",Townhouse
116,"8885 Bartlett Street, Langley, BC",9,6,6238 sqft,,10,"$12,076",2018,R2875039,Residential,Yes,,$528,09/06/2024,"$3,100,000",23/04/2024,"$3,299,900",Single Family Residence
117,"465 - 27358 32 Avenue, Langley, BC",3,3,1281 sqft,,2,"$3,970",2021,R2891495,Residential,Yes,,$507,09/06/2024,"$639,500",05/06/2024,"$649,900",Apartment/Condominium
118,"322 - 8117 200a Street, Langley, BC",1,1,619 sqft,,1,,2024,R2872903,Residential,Yes,,$823,08/06/2024,"$497,000",18/04/2024,"$509,900",Apartment/Condominium
119,"406 - 20238 Fraser Highway, Langley, BC",1,1,877 sqft,,1,"$1,711",2007,R2891130,Residential,Yes,,$524,08/06/2024,"$475,000",04/06/2024,"$460,000",Apartment/Condominium
120,"21027 93 B Avenue, Langley, BC",4,2,2832 sqft,,4,"$6,466",1995,R2890967,Residential,Yes,,$556,08/06/2024,"$1,630,000",05/06/2024,"$1,574,900",Single Family Residence
121,,,,,,,,,,,,,,,,,,
122,"109 - 8328 207 A Street, Langley, BC",1,1,530 sqft,,2,"$2,453",2012,R2890407,Residential,Yes,,$828,08/06/2024,"$425,000",02/06/2024,"$439,000",Apartment/Condominium
123,"A502 - 20716 Willoughby Town Centre Drive, Langley, BC",2,2,1028 sqft,,2,"$3,485",2019,R2889851,Residential,Yes,,$802,08/06/2024,"$786,000",02/06/2024,"$825,000",Apartment/Condominium
124,"403 - 20673 78 Avenue, Langley, BC",2,2,791 sqft,,2,"$3,084",2020,R2873118,Residential,Yes,,$797,08/06/2024,"$627,000",23/04/2024,"$631,000",Apartment/Condominium
125,"8079 211 Street, Langley, BC",7,4,4108 sqft,,2,"$6,751",2011,R2890678,Residential,Yes,,$419,08/06/2024,"$1,715,000",02/06/2024,"$1,724,900",Single Family Residence
126,"46 - 20150 81 Avenue, Langley, BC",3,2,1385 sqft,,2,"$3,984",2021,R2887748,Residential,Yes,,$678,08/06/2024,"$928,000",28/05/2024,"$939,900",Townhouse
127,"B225 - 8230 208 B Street, Langley, BC",2,2,910 sqft,,2,,2026,R2888129,Residential,Yes,,$835,08/06/2024,"$769,990",27/05/2024,"$759,990",Apartment/Condominium
128,"27 - 9208 208 Street, Langley, BC",3,2,1636 sqft,,2,"$2,023",1994,R2884529,Residential,Yes,,$565,07/06/2024,"$922,500",20/05/2024,"$924,900",Townhouse
129,"19750 47 Avenue, Langley, BC",3,2,2151 sqft,,5,"$5,020",1972,R2883240,Residential,Yes,,$603,07/06/2024,"$1,250,000",14/05/2024,"$1,299,000",Single Family Residence
130,"39 - 5191 204 Street, Langley, BC",3,1,1205 sqft,,1,"$1,812",1975,R2888488,Residential,No,,$439,07/06/2024,"$520,000",29/05/2024,"$529,900",Townhouse
131,"409 - 23215 Billy Brown Road, Langley, BC",2,2,895 sqft,,2,"$3,686",2009,R2879797,Residential,Yes,,$916,07/06/2024,"$795,000",07/05/2024,"$819,900",Apartment/Condominium
132,"306 - 20077 84 Avenue, Langley, BC",1,1,670 sqft,,1,,2024,R2879658,Residential,Yes,,$832,07/06/2024,"$535,000",05/05/2024,"$558,000",Apartment/Condominium
133,"20543 70a Avenue, Langley, BC",7,6,4886 sqft,,4,"$5,052",2023,R2891100,Residential,Yes,,$439,07/06/2024,"$1,990,476",03/06/2024,"$2,149,000",Single Family Residence
134,"A104 - 8230 208 B Street, Langley, BC",2,2,845 sqft,,1,,2026,R2888103,Residential,Yes,,$840,07/06/2024,"$719,990",27/05/2024,"$709,990",Apartment/Condominium
135,"301 - 5475 201 Street, Langley, BC",2,2,990 sqft,,1,"$2,326",1998,R2891013,Residential,Yes,,$545,07/06/2024,"$525,000",04/06/2024,"$539,900",Apartment/Condominium
136,"22192 44 A Avenue, Langley, BC",6,4,4274 sqft,,6,,2024,R2859116,Residential,Yes,,$646,07/06/2024,"$2,619,047",12/03/2024,"$2,765,000",Single Family Residence
137,"7 - 20301 53 Avenue, Langley, BC",3,1,1291 sqft,,2,"$2,779",1977,R2875334,Residential,No,,$569,07/06/2024,"$730,000",24/04/2024,"$734,999",Townhouse
138,"18 - 20680 76 B Avenue, Langley, BC",4,3,2485 sqft,,2,,2024,R2888063,Residential,Yes,,$563,07/06/2024,"$1,399,900",27/05/2024,"$1,399,900",Single Family Residence
139,,,,,,,,,,,,,,,,,,
140,"76 - 7138 210 Street, Langley, BC",3,3,2989 sqft,,4,"$5,230",2017,R2874398,Residential,Yes,,$451,06/06/2024,"$1,335,000",22/04/2024,"$1,349,900",Townhouse
141,"7142 204 A Street, Langley, BC",7,6,3685 sqft,,4,"$2,477",2024,R2881131,Residential,Yes,,$596,06/06/2024,"$2,130,000",08/05/2024,"$2,198,888",Single Family Residence
142,"9046 Wright Street, Langley, BC",4,2,2272 sqft,,0,"$5,511",1973,R2856429,Residential,Yes,,$770,06/06/2024,"$1,675,000",28/02/2024,"$1,750,000",Single Family Residence
143,"20269 42 Avenue, Langley, BC",4,3,2005 sqft,,10,"$4,788",1972,R2879030,Residential,Yes,,$735,06/06/2024,"$1,435,000",05/05/2024,"$1,474,900",Single Family Residence
