mlsId,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,listingDate,listingPrice
R2905590,6,0,"10731 Blundell Rd, Richmond, BC, Canada",2768.0,6,6662.0,1044.0,1972,SingleFamily,14/07/2024,2890000.0
R2905975,1,1,"5900 Dover Cres, Richmond, BC, Canada",625.0,1,1391.0,799.0,1996,Condo,14/07/2024,499900.0
R2905409,3,2,"7840 Garden City Rd, Richmond, BC, Canada",1478.0,2,3263.0,743.0,2010,Townhouse,11/07/2024,1099000.0
R2905639,5,4,"8731 Saunders Rd, Richmond, BC, Canada",3410.0,4,6452.0,694.0,1993,SingleFamily,11/07/2024,2368000.0
R2905885,5,2,"22600 Rathburn Dr, Richmond, BC, Canada",2201.0,3,4220.0,726.0,1994,SingleFamily,11/07/2024,1599000.0
R2905265,5,5,"9900 Greenlees Rd, Richmond, BC, Canada",3531.0,7,8103.0,931.0,2003,SingleFamily,11/07/2024,3288000.0
R2905180,4,2,"9811 Gilbert Cres, Richmond, BC, Canada",1924.0,1,4141.0,742.0,1978,SingleFamily,11/07/2024,1429000.0
R2905394,3,2,"9680 Williams Rd, Richmond, BC, Canada",1306.0,2,3859.0,987.0,2022,Townhouse,11/07/2024,1290000.0
R2904718,2,2,"7535 Alderbridge Way, Richmond, BC, Canada",871.0,1,1944.0,861.0,2007,Condo,10/07/2024,750000.0
R2905325,3,2,"12351 No 2Rd, Richmond, BC, Canada",1455.0,3,3292.0,890.0,2013,Townhouse,11/07/2024,1295000.0
R2904450,1,1,"7600 Francis Rd, Richmond, BC, Canada",769.0,1,1534.0,687.0,1989,Condo,09/07/2024,529000.0
R2904260,3,2,"9099 Cook Rd, Richmond, BC, Canada",1087.0,2,3207.0,1011.0,2015,Condo,09/07/2024,1099000.0
R2905661,3,2,"4160 Garry St, Richmond, BC, Canada",1615.0,2,4147.0,928.0,2016,Townhouse,09/07/2024,1499000.0
R2904322,2,2,"9399 Tomicki Ave, Richmond, BC, Canada",838.0,1,1938.0,894.0,2011,Condo,09/07/2024,750000.0
R2904784,1,1,"6655 Buswell St, Richmond, BC, Canada",569.0,1,1.0,1279.0,2024,Condo,09/07/2024,728000.0
R2904355,2,2,"6733 Buswell St, Richmond, BC, Canada",1093.0,1,2477.0,988.0,2012,Condo,09/07/2024,1080000.0
R2904541,4,2,"4271 Dallyn Rd, Richmond, BC, Canada",2069.0,3,4746.0,917.0,1960,SingleFamily,09/07/2024,1898888.0
R2903558,2,1,"8133 Cook Rd, Richmond, BC, Canada",547.0,1,2001.0,1223.0,2022,Condo,08/07/2024,669000.0
R2903941,5,5,"8151 Lucerne Rd, Richmond, BC, Canada",3605.0,6,8475.0,912.0,2012,SingleFamily,08/07/2024,3288000.0
R2903822,4,3,"5651 Steveston Highway, Richmond, BC, Canada",1807.0,2,4680.0,1017.0,2022,Townhouse,08/07/2024,1838000.0
R2903571,3,2,"9551 Alexandra Rd, Richmond, BC, Canada",1124.0,1,2785.0,918.0,2019,Condo,08/07/2024,1032800.0
R2904100,2,2,"6900 Pearson Way, Richmond, BC, Canada",920.0,1,2523.0,1009.0,2020,Condo,08/07/2024,928800.0
R2904436,3,2,"10080 Kilby Dr, Richmond, BC, Canada",1324.0,2,3083.0,874.0,1993,Townhouse,08/07/2024,1158000.0
R2904544,2,2,"7688 Alderbridge Way, Richmond, BC, Canada",957.0,2,2541.0,924.0,2017,Condo,08/07/2024,885000.0
R2903547,4,2,"11520 Pintail Dr, Richmond, BC, Canada",1951.0,3,4850.0,870.0,1976,SingleFamily,08/07/2024,1698000.0
R2903810,3,2,"5880 Dover Cres, Richmond, BC, Canada",1288.0,2,3245.0,1106.0,1995,Condo,07/07/2024,1425000.0
R2903600,3,2,"8171 No. 2Rd, Richmond, BC, Canada",1321.0,2,3044.0,680.0,2006,Townhouse,07/07/2024,899000.0
R2903881,2,2,"8333 Anderson Rd, Richmond, BC, Canada",841.0,1,2151.0,950.0,2012,Condo,07/07/2024,799000.0
R2903169,1,1,"5900 Dover Cres, Richmond, BC, Canada",690.0,1,1678.0,800.0,1995,Condo,07/07/2024,552000.0
R2903155,1,1,"3300 Ketcheson Rd, Richmond, BC, Canada",571.0,1,1732.0,1101.0,2020,Condo,07/07/2024,629000.0
R2903317,3,2,"10177 River Dr, Richmond, BC, Canada",1234.0,2,2631.0,800.0,2018,Condo,07/07/2024,988000.0
R2903225,2,2,"8160 Mcmyn Way, Richmond, BC, Canada",984.0,1,3001.0,1085.0,2021,Condo,07/07/2024,1067900.0
R2903339,4,2,"10600 Athabasca Dr, Richmond, BC, Canada",2778.0,0,4229.0,680.0,1985,SingleFamily,07/07/2024,1890000.0
R2904089,2,2,"8160 Mcmyn Way, Richmond, BC, Canada",1073.0,0,3193.0,1060.0,2021,Condo,07/07/2024,1137900.0
R2903046,4,2,"5666 Williams Rd, Richmond, BC, Canada",1777.0,2,4951.0,1007.0,2020,MultiFamily,07/07/2024,1790000.0
R2902857,2,2,"10033 River Dr, Richmond, BC, Canada",766.0,1,1580.0,868.0,2014,Condo,07/07/2024,664999.0
R2903306,2,2,"7831 Westminster Highway, Richmond, BC, Canada",888.0,1,1889.0,844.0,2003,Condo,07/07/2024,749900.0
R2903461,3,2,"9680 Alexandra Rd, Richmond, BC, Canada",1335.0,2,3490.0,973.0,2017,Townhouse,07/07/2024,1299999.0
R2902965,2,2,"8333 Sweet Ave, Richmond, BC, Canada",960.0,2,2855.0,1008.0,2017,Condo,07/07/2024,968000.0
R2902956,4,3,"3491 Scratchley Cres, Richmond, BC, Canada",2414.0,4,5157.0,745.0,2016,SingleFamily,07/07/2024,1799000.0
R2903974,2,1,"9311 Alexandra Rd, Richmond, BC, Canada",730.0,2,2024.0,958.0,2015,Condo,07/07/2024,699999.0
R2903455,10,9,"7151 No. 5Rd, Richmond, BC, Canada",6461.0,20,9173.0,587.0,1987,SingleFamily,07/07/2024,3799000.0
R2903578,1,1,"11240 Daniels Rd, Richmond, BC, Canada",798.0,1,1195.0,650.0,1978,Condo,07/07/2024,519000.0
R2903433,3,1,"5191 Moncton St, Richmond, BC, Canada",1041.0,4,6291.0,4802.0,1954,SingleFamily,07/07/2024,4999900.0
R2903720,1,1,"6611 Eckersley Rd, Richmond, BC, Canada",580.0,0,1480.0,860.0,2010,Condo,07/07/2024,499000.0
R2903923,3,3,"8155 Capstan Way, Richmond, BC, Canada",1082.0,0,3565.0,1231.0,2022,Condo,07/07/2024,1332900.0
R2904102,2,2,"8033 Saba Rd, Richmond, BC, Canada",875.0,1,2125.0,913.0,2010,Condo,07/07/2024,799000.0
R2903131,2,2,"5199 Brighouse Way, Richmond, BC, Canada",1201.0,1,3251.0,989.0,2013,Condo,07/07/2024,1188000.0
R2902308,5,5,"5466 Maple Rd, Richmond, BC, Canada",3430.0,2,5995.0,1048.0,2023,SingleFamily,03/07/2024,3598000.0
R2902370,2,2,"3333 Brown Rd, Richmond, BC, Canada",851.0,1,2401.0,997.0,2018,Condo,03/07/2024,849000.0
R2902183,4,2,"8660 No. 3Rd, Richmond, BC, Canada",1447.0,2,3522.0,867.0,2006,Townhouse,03/07/2024,1255000.0
R2902005,2,2,"7555 Alderbridge Way, Richmond, BC, Canada",822.0,1,1967.0,863.0,2007,Condo,03/07/2024,710000.0
R2902153,2,1,"7100 Gilbert Rd, Richmond, BC, Canada",988.0,1,1615.0,646.0,1982,Condo,03/07/2024,639000.0
R2902331,3,3,"8155 Capstan Way, Richmond, BC, Canada",1193.0,2,2778.0,1134.0,2022,Condo,03/07/2024,1353900.0
R2901927,1,1,"7700St. Albans Rd, Richmond, BC, Canada",668.0,1,1222.0,703.0,1992,Condo,03/07/2024,469680.0
R2901978,5,4,"5511 Cantrell Rd, Richmond, BC, Canada",3041.0,4,6400.0,798.0,1995,SingleFamily,03/07/2024,2428000.0
R2901694,3,2,"10660 Alexis Crt, Richmond, BC, Canada",1494.0,4,3730.0,883.0,1984,SingleFamily,02/07/2024,1320000.0
R2901664,3,2,"5251 Calderwood Cres, Richmond, BC, Canada",1748.0,4,5606.0,937.0,1959,SingleFamily,02/07/2024,1638000.0
R2901797,1,1,"8155 Capstan Way, Richmond, BC, Canada",601.0,1,2162.0,1163.0,2022,Condo,02/07/2024,699000.0
R2902023,2,2,"5177 Brighouse Way, Richmond, BC, Canada",1631.0,2,3941.0,950.0,2013,Condo,03/07/2024,1550000.0
R2901350,3,2,"8380 General Currie Rd, Richmond, BC, Canada",1349.0,2,3824.0,948.0,2017,Townhouse,02/07/2024,1280000.0
R2901627,5,4,"6660 Livingstone Pl, Richmond, BC, Canada",2747.0,4,6531.0,728.0,1994,SingleFamily,02/07/2024,1999999.0
R2901620,1,1,"8600 Ackroyd Rd, Richmond, BC, Canada",727.0,1,1137.0,617.0,1982,Condo,02/07/2024,449000.0
R2901721,2,2,"5233 Gilbert Rd, Richmond, BC, Canada",904.0,1,2369.0,1026.0,2017,Condo,01/07/2024,928000.0
R2901454,4,2,"3088 Airey Dr, Richmond, BC, Canada",1462.0,2,3024.0,820.0,1999,Townhouse,01/07/2024,1199000.0
R2902683,1,1,"7260 Lindsay Rd, Richmond, BC, Canada",634.0,1,192233.0,354.0,1974,Condo,02/07/2024,225000.0
R2901755,3,2,"6333 Katsura St, Richmond, BC, Canada",1146.0,1,2558.0,749.0,2008,Condo,01/07/2024,859000.0
R2901547,2,2,"9366 Tomicki Ave, Richmond, BC, Canada",955.0,1,2454.0,836.0,2016,Condo,01/07/2024,799000.0
R2902241,2,2,"8811 Lansdowne Rd, Richmond, BC, Canada",1357.0,1,2253.0,662.0,1991,Condo,01/07/2024,899000.0
R2901089,5,4,"10773 Lassam Rd, Richmond, BC, Canada",3030.0,5,6266.0,841.0,2006,SingleFamily,01/07/2024,2550000.0
R2900708,3,2,"4311 Tiffin Cres, Richmond, BC, Canada",1949.0,2,5037.0,968.0,1979,SingleFamily,01/07/2024,1888000.0
R2901005,3,2,"5311 Cedarbridge Way, Richmond, BC, Canada",1195.0,2,2701.0,768.0,2016,Condo,01/07/2024,918000.0
R2900784,1,1,"7988 Ackroyd Rd, Richmond, BC, Canada",509.0,1,1464.0,1041.0,2013,Condo,01/07/2024,529900.0
R2901776,1,1,"7362 Elmbridge Way, Richmond, BC, Canada",588.0,1,1585.0,848.0,2008,Condo,01/07/2024,499000.0
R2900871,5,5,"4120 Westminster Highway, Richmond, BC, Canada",4364.0,6,9386.0,959.0,2017,SingleFamily,01/07/2024,4187000.0
R2901732,5,4,"5068 Woodwards Rd, Richmond, BC, Canada",2625.0,2,5654.0,719.0,1997,SingleFamily,01/07/2024,1888888.0
R2901622,2,2,"3333 Corvette Way, Richmond, BC, Canada",851.0,1,2084.0,821.0,2010,Condo,29/06/2024,699000.0
R2901203,2,2,"6951 Elmbridge Way, Richmond, BC, Canada",805.0,1,2040.0,1018.0,2014,Condo,29/06/2024,820000.0
R2900313,3,2,"5740 Garrison Rd, Richmond, BC, Canada",1768.0,2,3047.0,643.0,1985,Townhouse,29/06/2024,1138000.0
R2900599,3,1,"13331 Blundell Rd, Richmond, BC, Canada",1200.0,0,4830.0,1582.0,9999,SingleFamily,30/06/2024,1899000.0
R2901091,2,3,"5531 Cornwall Dr, Richmond, BC, Canada",1883.0,2,3554.0,742.0,1992,Townhouse,30/06/2024,1399000.0
R2902089,3,2,"10999 Steveston Highway, Richmond, BC, Canada",1288.0,2,2916.0,784.0,2011,Townhouse,30/06/2024,1010000.0
R2900456,5,5,"9111 Ash St, Richmond, BC, Canada",2978.0,6,7763.0,986.0,2017,SingleFamily,30/06/2024,2939000.0
R2899804,4,2,"11671 Mellis Dr, Richmond, BC, Canada",2540.0,4,4557.0,688.0,1969,SingleFamily,26/06/2024,1749900.0
R2899742,3,2,"5117 Garden City Rd, Richmond, BC, Canada",1189.0,1,2584.0,671.0,2004,Condo,26/06/2024,799000.0
R2900100,2,2,"8833 Hazelbridge Way, Richmond, BC, Canada",1130.0,2,3364.0,972.0,2016,Condo,26/06/2024,1099000.0
R2899683,2,1,"8591 Westminster Highway, Richmond, BC, Canada",948.0,1,1458.0,579.0,1982,Condo,26/06/2024,549800.0
R2900166,1,2,"5511 Hollybridge Way, Richmond, BC, Canada",1462.0,2,5674.0,887.0,2014,Condo,26/06/2024,1298000.0
R2900580,3,2,"5526 Cornwall Dr, Richmond, BC, Canada",3085.0,0,7081.0,871.0,1992,SingleFamily,26/06/2024,2690000.0
R2899881,5,3,"22671 Mclean Ave, Richmond, BC, Canada",2371.0,4,4293.0,669.0,1992,SingleFamily,26/06/2024,1588000.0
R2898726,2,2,"8628 Hazelbridge Way, Richmond, BC, Canada",965.0,1,2733.0,993.0,2018,Condo,24/06/2024,959000.0
R2899344,1,1,"9151 No. 5Rd, Richmond, BC, Canada",877.0,1,1214.0,489.0,1976,Condo,25/06/2024,429000.0
R2900971,3,3,"6833 Buswell St, Richmond, BC, Canada",1556.0,1,4543.0,1153.0,2022,Condo,25/06/2024,1794800.0
R2899257,2,1,"7831 Westminster Highway, Richmond, BC, Canada",742.0,1,1624.0,888.0,2003,Condo,25/06/2024,659000.0
R2899356,5,3,"7860 Penny Lane, Richmond, BC, Canada",3699.0,2,6829.0,594.0,1978,SingleFamily,25/06/2024,2198000.0
R2899472,3,2,"9111 Maskall Dr, Richmond, BC, Canada",2824.0,4,6191.0,672.0,1982,SingleFamily,25/06/2024,1899000.0
R2899300,4,4,"6688 Pearson Way, Richmond, BC, Canada",2820.0,5,12318.0,1769.0,2021,Condo,25/06/2024,4988888.0
R2899597,1,1,"6633 Pearson Way, Richmond, BC, Canada",661.0,0,2325.0,1269.0,2018,Condo,25/06/2024,839000.0
R2898226,3,2,"3555 Westminster Highway, Richmond, BC, Canada",2209.0,2,5111.0,782.0,1995,Townhouse,23/06/2024,1729000.0
R2898446,3,2,"6622 Pearson Way, Richmond, BC, Canada",1360.0,2,4203.0,1160.0,2021,Condo,23/06/2024,1578000.0
R2898137,3,2,"8291 General Currie Rd, Richmond, BC, Canada",1866.0,2,3111.0,642.0,1990,Townhouse,23/06/2024,1199000.0
R2898613,2,2,"4033 May Dr, Richmond, BC, Canada",923.0,2,2381.0,902.0,2020,Condo,23/06/2024,833000.0
R2898128,3,1,"9411 Glendower Dr, Richmond, BC, Canada",1322.0,0,2065.0,671.0,1969,Townhouse,23/06/2024,888000.0
R2899097,4,2,"5591 Jaskow Dr, Richmond, BC, Canada",2578.0,4,5530.0,771.0,1985,SingleFamily,23/06/2024,1988000.0
R2898356,3,2,"8677 Capstan Way, Richmond, BC, Canada",1133.0,1,2922.0,997.0,2016,Condo,23/06/2024,1130000.0
R2898201,4,5,"6140 Mara Cres, Richmond, BC, Canada",3050.0,4,7282.0,904.0,2012,SingleFamily,23/06/2024,2760000.0
R2897750,3,2,"8071 Garden City Rd, Richmond, BC, Canada",1711.0,2,3408.0,781.0,1994,Townhouse,20/06/2024,1338000.0
R2897966,5,5,"6400 Nicolle Pl, Richmond, BC, Canada",3801.0,4,8245.0,889.0,2017,SingleFamily,20/06/2024,3380000.0
R2897997,3,2,"12351 No. 2Rd, Richmond, BC, Canada",1426.0,2,3309.0,981.0,2013,Townhouse,20/06/2024,1399000.0
R2897731,5,2,"8351 Gilbert Rd, Richmond, BC, Canada",2545.0,6,4427.0,781.0,1987,SingleFamily,20/06/2024,1988000.0
R2897937,2,1,"8860 No. 1Rd, Richmond, BC, Canada",966.0,1,1488.0,620.0,1973,Condo,20/06/2024,599000.0
R2897541,1,1,"7580 Minoru Blvd, Richmond, BC, Canada",759.0,1,1252.0,682.0,1986,Condo,18/06/2024,518000.0
R2896786,2,2,"9299 Tomicki Ave, Richmond, BC, Canada",921.0,1,2078.0,758.0,2009,Condo,18/06/2024,699000.0
R2896881,1,1,"8380 Jones Rd, Richmond, BC, Canada",832.0,1,1519.0,682.0,1994,Condo,18/06/2024,568000.0
R2897177,4,2,"8940 Fairdell Pl, Richmond, BC, Canada",1772.0,6,5092.0,1128.0,1964,SingleFamily,18/06/2024,1999900.0
R2897100,2,2,"5177 Brighouse Way, Richmond, BC, Canada",1424.0,2,3582.0,841.0,2013,Townhouse,18/06/2024,1199000.0
R2897192,2,2,"6833 Buswell St, Richmond, BC, Canada",959.0,1,2910.0,1136.0,2022,Condo,18/06/2024,1089800.0
R2897316,2,2,"5488 Arcadia Rd, Richmond, BC, Canada",1096.0,1,1729.0,634.0,1990,Condo,18/06/2024,695000.0
R2897094,1,1,"6328 No. 3Rd, Richmond, BC, Canada",425.0,1,1586.0,1317.0,2022,Condo,18/06/2024,560000.0
R2897363,2,2,"6631 Minoru Blvd, Richmond, BC, Canada",1193.0,1,1641.0,512.0,1974,Condo,17/06/2024,612000.0
R2896223,2,2,"7888 Ackroyd Rd, Richmond, BC, Canada",1284.0,2,3484.0,933.0,2015,Condo,17/06/2024,1198000.0
R2896605,4,2,"12311 No. 2Rd, Richmond, BC, Canada",1708.0,2,4069.0,878.0,2006,Townhouse,17/06/2024,1500000.0
R2896059,2,2,"9288 Odlin Rd, Richmond, BC, Canada",926.0,2,2081.0,816.0,2009,Condo,17/06/2024,755999.0
R2896922,2,3,"5199 Brighouse Way, Richmond, BC, Canada",1423.0,2,3664.0,1018.0,2013,Condo,17/06/2024,1450000.0
R2896436,5,5,"9800 Saunders Rd, Richmond, BC, Canada",3757.0,7,8283.0,979.0,2015,SingleFamily,17/06/2024,3680000.0
R2896414,2,2,"8133 Cook Rd, Richmond, BC, Canada",837.0,1,2654.0,1248.0,2022,Condo,17/06/2024,1045000.0
R2896047,5,5,"8160 Gilbert Rd, Richmond, BC, Canada",3947.0,0,10209.0,860.0,2015,SingleFamily,16/06/2024,3398000.0
R2896379,5,4,"10031 Leonard Rd, Richmond, BC, Canada",3888.0,8,6784.0,686.0,2002,SingleFamily,16/06/2024,2668000.0
R2895698,3,2,"7011 Williams Rd, Richmond, BC, Canada",1242.0,2,3012.0,950.0,2016,Townhouse,16/06/2024,1179999.0
R2895253,2,2,"7760 Granville Ave, Richmond, BC, Canada",1206.0,1,2278.0,736.0,1998,Condo,16/06/2024,888800.0
R2895793,2,2,"5028 Kwantlen St, Richmond, BC, Canada",834.0,1,2037.0,839.0,2006,Condo,16/06/2024,699900.0
R2896522,2,2,"10020 Dunoon Dr, Richmond, BC, Canada",877.0,1,2072.0,875.0,2013,Condo,16/06/2024,767375.0
R2895404,3,1,"9331 Ryan Cres, Richmond, BC, Canada",1522.0,4,4564.0,1115.0,1971,SingleFamily,16/06/2024,1697900.0
R2895805,2,1,"5508 Hollybridge Way, Richmond, BC, Canada",682.0,1,2026.0,1121.0,2020,Condo,16/06/2024,765000.0
R2895757,5,4,"6993 Donald Rd, Richmond, BC, Canada",3319.0,0,6252.0,750.0,1992,SingleFamily,14/06/2024,2490000.0
R2895571,2,1,"6622 Pearson Way, Richmond, BC, Canada",1430.0,2,4680.0,1138.0,2021,Condo,15/06/2024,1628000.0
R2895126,3,3,"6611 Pearson Way, Richmond, BC, Canada",2090.0,2,7852.0,1625.0,2018,Condo,13/06/2024,3398000.0
R2895071,4,2,"10280 Amethyst Ave, Richmond, BC, Canada",1968.0,4,4871.0,989.0,1970,SingleFamily,13/06/2024,1948000.0
R2895787,3,2,"7311 Minoru Blvd, Richmond, BC, Canada",1803.0,2,3120.0,625.0,1988,Townhouse,13/06/2024,1128000.0
R2895184,2,2,"7600 Francis Rd, Richmond, BC, Canada",1089.0,2,1665.0,631.0,1987,Condo,13/06/2024,688000.0
R2895021,6,4,"3100 River Rd, Richmond, BC, Canada",3553.0,6,8472.0,843.0,1992,SingleFamily,13/06/2024,2998000.0
R2894583,2,2,"6011 No. 1Rd, Richmond, BC, Canada",891.0,1,2224.0,942.0,2014,Condo,12/06/2024,839900.0
R2894713,2,1,"12339 Steveston Highway, Richmond, BC, Canada",747.0,1,1682.0,876.0,2014,Condo,12/06/2024,655000.0
R2894041,5,2,"6311 Swift Ave, Richmond, BC, Canada",2041.0,2,4146.0,872.0,1975,SingleFamily,11/06/2024,1780000.0
R2895115,1,1,"5311 Cedarbridge Way, Richmond, BC, Canada",609.0,1,1589.0,977.0,2016,Condo,12/06/2024,595000.0
R2894338,2,1,"7117 Elmbridge Way, Richmond, BC, Canada",930.0,1,3146.0,997.0,2013,Condo,11/06/2024,928000.0
R2894021,7,6,"10479 Dennis Cres, Richmond, BC, Canada",4939.0,6,10784.0,931.0,2020,SingleFamily,11/06/2024,4600000.0
R2894008,4,3,"8000 Bowcock Rd, Richmond, BC, Canada",1650.0,2,4083.0,944.0,2013,Townhouse,11/06/2024,1559000.0
R2894069,1,1,"7688 Alderbridge Way, Richmond, BC, Canada",581.0,1,1621.0,1080.0,2017,Condo,11/06/2024,628000.0
R2893269,2,2,"8480 Blundell Rd, Richmond, BC, Canada",1203.0,2,2403.0,829.0,1989,Townhouse,10/06/2024,998000.0
R2895930,3,2,"9199 Tomicki Ave, Richmond, BC, Canada",1199.0,1,2453.0,824.0,2009,Condo,10/06/2024,988000.0
R2893965,6,5,"7680 Eperson Rd, Richmond, BC, Canada",4266.0,7,7556.0,679.0,1998,SingleFamily,10/06/2024,2899000.0
R2893326,6,4,"10199 Lawson Dr, Richmond, BC, Canada",3430.0,4,5233.0,725.0,1980,SingleFamily,10/06/2024,2488000.0
R2893252,4,4,"4231 Tucker Ave, Richmond, BC, Canada",4548.0,0,8641.0,722.0,1996,SingleFamily,10/06/2024,3288000.0
R2893732,3,3,"8824 Cook Cres, Richmond, BC, Canada",2502.0,3,5432.0,1079.0,1965,SingleFamily,10/06/2024,2700000.0
R2894530,4,3,"9800 Odlin Rd, Richmond, BC, Canada",1748.0,3,3883.0,856.0,2009,Townhouse,10/06/2024,1498000.0
R2893306,2,2,"5508 Hollybridge Way, Richmond, BC, Canada",986.0,1,2739.0,1052.0,2020,Condo,09/06/2024,1038000.0
R2893115,1,1,"7733 Firbridge Way, Richmond, BC, Canada",660.0,1,1973.0,1095.0,2015,Condo,09/06/2024,723000.0
R2892957,7,7,"8580 Francis Rd, Richmond, BC, Canada",4319.0,9,7748.0,710.0,2012,SingleFamily,09/06/2024,3068000.0
R2892968,4,3,"11591 Seaport Ave, Richmond, BC, Canada",1886.0,0,4838.0,1002.0,1973,SingleFamily,09/06/2024,1890000.0
R2893452,1,1,"8800 Hazelbridge Way, Richmond, BC, Canada",614.0,1,1921.0,1123.0,2019,Condo,09/06/2024,689990.0
R2892748,5,2,"7720 Malahat Ave, Richmond, BC, Canada",2728.0,4,5931.0,916.0,1974,SingleFamily,09/06/2024,2499000.0
R2892938,1,1,"10780 No. 5Rd, Richmond, BC, Canada",677.0,1,1781.0,986.0,2018,Condo,09/06/2024,668000.0
R2891405,2,2,"7008 River Pky, Richmond, BC, Canada",915.0,1,2293.0,927.0,2017,Condo,05/06/2024,849000.0
R2891986,6,2,"8091 No. 3Rd, Richmond, BC, Canada",2693.0,3,6429.0,924.0,1965,SingleFamily,05/06/2024,2490000.0
R2891983,6,2,"8071 No. 3Rd, Richmond, BC, Canada",4110.0,3,6650.0,654.0,1969,SingleFamily,05/06/2024,2690000.0
R2891783,4,2,"9580 Pinewell Cres, Richmond, BC, Canada",2097.0,3,7502.0,1568.0,1961,SingleFamily,05/06/2024,3290000.0
R2891449,2,2,"12633 No. 2Rd, Richmond, BC, Canada",835.0,1,1706.0,885.0,1997,Condo,05/06/2024,739000.0
R2892197,7,9,"8360 Brownell Rd, Richmond, BC, Canada",3735.0,8,7742.0,878.0,2016,SingleFamily,06/06/2024,3280000.0
R2891345,4,4,"3431 Barmond Ave, Richmond, BC, Canada",3626.0,4,8820.0,1102.0,2022,SingleFamily,05/06/2024,3998000.0
R2892050,2,2,"6077 London Rd, Richmond, BC, Canada",1228.0,2,2679.0,712.0,2009,Condo,03/06/2024,875000.0
R2891259,5,5,"9291 Glenallan Dr, Richmond, BC, Canada",3342.0,3,6519.0,981.0,2023,SingleFamily,03/06/2024,3280000.0
R2890495,4,2,"5611 Arcadia Rd, Richmond, BC, Canada",1495.0,2,3092.0,668.0,1989,Townhouse,03/06/2024,998800.0
R2890337,6,5,"9180 Glenallan Dr, Richmond, BC, Canada",3299.0,4,4504.0,984.0,2024,SingleFamily,03/06/2024,3249000.0
R2890062,5,4,"9760 Bates Rd, Richmond, BC, Canada",3501.0,3,8193.0,911.0,2015,SingleFamily,02/06/2024,3190000.0
R2890757,5,6,"9511 Kirkmond Cres, Richmond, BC, Canada",3406.0,4,7459.0,816.0,2012,SingleFamily,03/06/2024,2780000.0
R2890272,2,2,"8120 Jones Rd, Richmond, BC, Canada",770.0,1,1764.0,870.0,2004,Condo,03/06/2024,669900.0
R2889997,2,2,"8433 Bennett Rd, Richmond, BC, Canada",1253.0,2,2506.0,778.0,2001,Townhouse,02/06/2024,975000.0
R2890556,2,2,"6533 Buswell St, Richmond, BC, Canada",942.0,0,2675.0,995.0,2018,Condo,02/06/2024,938000.0
R2890699,3,1,"8351 No. 5Rd, Richmond, BC, Canada",1056.0,10,7877.0,3295.0,1944,SingleFamily,02/06/2024,3480000.0
R2890677,2,2,"8160 Mcmyn Way, Richmond, BC, Canada",983.0,1,3027.0,1066.0,2021,Condo,02/06/2024,1048000.0
R2889783,4,4,"10388 No. 2Rd, Richmond, BC, Canada",2020.0,4,4604.0,870.0,2017,Townhouse,02/06/2024,1759000.0
R2889916,6,6,"6080 Dover Rd, Richmond, BC, Canada",5131.0,6,7355.0,1167.0,2024,SingleFamily,02/06/2024,5988000.0
R2890426,2,2,"8699 Hazelbridge Way, Richmond, BC, Canada",932.0,1,2966.0,1115.0,2021,Condo,02/06/2024,1039900.0
