mlsId,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,listingDate,listingPrice
R2903101,4,2,"6158 49 Ave, Delta, BC, Canada",2880.0,4,5250.0,624.0,1991,SingleFamily,05/07/2024,1799000.0
R2902549,2,1,"11967 80 Ave, Delta, BC, Canada",576.0,1,1575.0,954.0,2017,Condo,04/07/2024,549999.0
R2902775,4,3,"3807 72St, Delta, BC, Canada",1800.0,0,3695.0,1049.0,9999,SingleFamily,04/07/2024,1888888.0
R2903071,4,2,"971 51a St, Delta, BC, Canada",3218.0,8,6010.0,591.0,1967,SingleFamily,07/07/2024,1905000.0
R2901458,3,2,"5550 Admiral Way, Delta, BC, Canada",1521.0,2,3173.0,623.0,2016,Townhouse,02/07/2024,949000.0
R2902283,2,1,"9015 120St, Delta, BC, Canada",869.0,1,1900.0,666.0,2019,Condo,01/07/2024,579000.0
R2901744,2,2,"11967 80 Ave, Delta, BC, Canada",821.0,1,2142.0,822.0,2017,Condo,02/07/2024,675000.0
R2902745,4,2,"10834 84 Ave, Delta, BC, Canada",2303.0,4,4420.0,705.0,1971,SingleFamily,02/07/2024,1625000.0
R2902531,4,3,"345 Rosehill Wynd, Delta, BC, Canada",3658.0,4,6514.0,508.0,1989,SingleFamily,01/07/2024,1860000.0
R2900401,2,3,"5635 10 Ave, Delta, BC, Canada",2564.0,0,4889.0,541.0,1960,SingleFamily,02/07/2024,1388888.0
R2900952,1,1,"4686 51St, Delta, BC, Canada",914.0,1,2370.0,760.0,2021,Condo,01/07/2024,695000.0
R2902273,2,2,"9015 120St, Delta, BC, Canada",1383.0,2,2482.0,577.0,2019,Townhouse,01/07/2024,799000.0
R2900135,3,2,"4787 57St, Delta, BC, Canada",1405.0,2,2761.0,597.0,1998,Townhouse,27/06/2024,839900.0
R2900091,3,2,"4352 49St, Delta, BC, Canada",1826.0,5,4329.0,766.0,1969,SingleFamily,27/06/2024,1399000.0
R2900355,3,2,"5499 Chestnut Cres, Delta, BC, Canada",1733.0,3,4345.0,772.0,1969,SingleFamily,30/06/2024,1338000.0
R2899485,5,3,"10381 Main St, Delta, BC, Canada",1545.0,6,4400.0,906.0,1980,SingleFamily,30/06/2024,1399999.0
R2901652,5,2,"11498 79 Ave, Delta, BC, Canada",2058.0,4,4539.0,631.0,1973,SingleFamily,30/06/2024,1299000.0
R2900189,7,5,"4a & 4b 4915 Central Ave, Delta, BC, Canada",2628.0,3,4813.0,608.0,2018,SingleFamily,28/06/2024,1599000.0
R2900366,2,1,"656 Gilchrist Dr, Delta, BC, Canada",1326.0,1,4588.0,941.0,1970,SingleFamily,30/06/2024,1249000.0
R2898628,2,2,"6105 River Rd, Delta, BC, Canada",1658.0,4,2904.0,783.0,2005,Townhouse,23/06/2024,1299000.0
R2898656,3,2,"4748 54a St, Delta, BC, Canada",1575.0,2,3128.0,631.0,1996,Townhouse,23/06/2024,995000.0
R2897507,5,2,"11908 Chalmers Pl, Delta, BC, Canada",2285.0,6,4620.0,642.0,1968,SingleFamily,23/06/2024,1469000.0
R2898100,6,4,"10955 Monroe Dr, Delta, BC, Canada",2951.0,4,4243.0,541.0,1973,SingleFamily,23/06/2024,1599000.0
R2898253,1,1,"6960 Nicholson Rd, Delta, BC, Canada",605.0,1,1693.0,909.0,2022,Condo,23/06/2024,550000.0
R2898526,4,2,"11751 Cascade Dr, Delta, BC, Canada",2210.0,6,4666.0,723.0,1982,SingleFamily,23/06/2024,1599000.0
R2898890,5,3,"11560 71 Ave, Delta, BC, Canada",2600.0,8,4540.0,576.0,1988,SingleFamily,24/06/2024,1499888.0
R2899101,4,3,"11532 85 Ave, Delta, BC, Canada",2164.0,6,4567.0,660.0,1971,SingleFamily,24/06/2024,1429879.0
R2897474,4,2,"8290 Sheaves Rd, Delta, BC, Canada",1959.0,5,3438.0,663.0,1972,SingleFamily,19/06/2024,1300000.0
R2897464,3,2,"11530 84 Ave, Delta, BC, Canada",1600.0,2,2737.0,561.0,2000,Townhouse,19/06/2024,899000.0
R2897747,1,1,"5011 Springs Blvd, Delta, BC, Canada",567.0,1,1860.0,984.0,2018,Condo,19/06/2024,558000.0
R2897209,5,4,"6601 Hyland Pl, Delta, BC, Canada",2846.0,0,5967.0,768.0,1982,SingleFamily,19/06/2024,2188000.0
R2898014,7,3,"7158 114 A St, Delta, BC, Canada",2284.0,5,4652.0,656.0,1972,SingleFamily,19/06/2024,1499880.0
R2898906,7,7,"11323 82a Ave, Delta, BC, Canada",5506.0,8,7499.0,517.0,2013,SingleFamily,19/06/2024,2848888.0
R2897396,2,2,"5011 Springs Blvd, Delta, BC, Canada",1645.0,2,4261.0,880.0,2018,Condo,19/06/2024,1449000.0
R2897849,3,1,"8370 Sheaves Rd, Delta, BC, Canada",1404.0,1,3152.0,774.0,1980,SingleFamily,19/06/2024,1088000.0
R2896068,1,1,"9015 120St, Delta, BC, Canada",640.0,1,1537.0,781.0,2019,Condo,17/06/2024,499900.0
R2896290,2,1,"4628 53St, Delta, BC, Canada",1164.0,3,4651.0,1545.0,1951,SingleFamily,17/06/2024,1799000.0
R2896464,5,4,"66 66a St, Delta, BC, Canada",3721.0,6,7938.0,967.0,2009,SingleFamily,17/06/2024,3599900.0
R2896939,5,2,"10238 Sheaves Crt, Delta, BC, Canada",1998.0,4,3827.0,575.0,1988,SingleFamily,17/06/2024,1150000.0
R2896078,6,2,"7851 116St, Delta, BC, Canada",2138.0,4,4455.0,643.0,1973,SingleFamily,17/06/2024,1374900.0
R2896216,2,2,"1166 54 A St, Delta, BC, Canada",1074.0,2,2725.0,805.0,2016,Condo,17/06/2024,865000.0
R2895631,2,1,"5421 10 Ave, Delta, BC, Canada",1363.0,1,2449.0,586.0,1976,Townhouse,16/06/2024,799999.0
R2894570,4,2,"1641 53a St, Delta, BC, Canada",2113.0,6,4631.0,851.0,1993,SingleFamily,12/06/2024,1798800.0
R2894093,2,2,"11967 80 Ave, Delta, BC, Canada",787.0,1,2205.0,824.0,2017,Condo,11/06/2024,649000.0
R2896443,7,5,"8162 116St, Delta, BC, Canada",3866.0,0,5717.0,542.0,2012,SingleFamily,12/06/2024,2099000.0
R2894483,3,2,"1645 Golf Club Dr, Delta, BC, Canada",2112.0,4,4467.0,710.0,1993,SingleFamily,12/06/2024,1499888.0
R2895254,4,3,"5033 Mariner Pl, Delta, BC, Canada",2490.0,4,4635.0,638.0,1987,SingleFamily,12/06/2024,1588800.0
R2895357,4,4,"5441 7b Ave, Delta, BC, Canada",2677.0,5,5325.0,910.0,1966,SingleFamily,11/06/2024,2438000.0
R2894444,4,3,"11098 Prospect Dr, Delta, BC, Canada",2007.0,3,4455.0,721.0,1980,SingleFamily,12/06/2024,1449000.0
R2894535,5,5,"5744 16a Ave, Delta, BC, Canada",3473.0,6,3884.0,748.0,2024,SingleFamily,11/06/2024,2599000.0
R2892685,2,2,"5556 14 Ave, Delta, BC, Canada",881.0,1,1847.0,702.0,1994,Condo,09/06/2024,619000.0
R2892478,2,2,"4955 River Rd, Delta, BC, Canada",1271.0,1,2406.0,565.0,1990,Condo,09/06/2024,718800.0
R2893521,6,2,"4431 50a St, Delta, BC, Canada",2926.0,4,4499.0,566.0,1987,SingleFamily,09/06/2024,1659000.0
R2892777,4,2,"4426 52a St, Delta, BC, Canada",2460.0,6,4747.0,589.0,1972,SingleFamily,09/06/2024,1449000.0
R2893279,4,3,"5136 1a Ave, Delta, BC, Canada",3252.0,5,6664.0,765.0,1972,SingleFamily,09/06/2024,2489000.0
R2892550,3,2,"1248 Hunter Rd, Delta, BC, Canada",1750.0,2,3702.0,628.0,1996,Condo,09/06/2024,1100000.0
R2893547,3,2,"8385 Delsom Way, Delta, BC, Canada",1385.0,3,3057.0,677.0,2009,Townhouse,09/06/2024,939000.0
R2892540,7,5,"8177 114St, Delta, BC, Canada",3069.0,6,4087.0,618.0,2023,SingleFamily,09/06/2024,1899000.0
R2890085,4,1,"11499 79 Ave, Delta, BC, Canada",1996.0,5,4536.0,700.0,1972,SingleFamily,02/06/2024,1398000.0
R2889918,6,3,"11775 Chateau Wynd, Delta, BC, Canada",3171.0,4,4790.0,535.0,1981,SingleFamily,03/06/2024,1698000.0
R2890039,5,2,"8824 Russell Dr, Delta, BC, Canada",1904.0,0,4158.0,762.0,1958,SingleFamily,31/05/2024,1450999.0
R2890843,3,2,"4897 47 A Ave, Delta, BC, Canada",1563.0,2,3235.0,582.0,2016,Townhouse,03/06/2024,910000.0
R2889592,5,3,"1616 Braid Rd, Delta, BC, Canada",2428.0,4,4602.0,1066.0,2024,SingleFamily,02/06/2024,2588888.0
R2890826,2,2,"1350 View Cres, Delta, BC, Canada",1784.0,2,2474.0,532.0,1981,Condo,03/06/2024,949900.0
R2889151,6,3,"11142 90 Ave, Delta, BC, Canada",2513.0,4,4134.0,576.0,1988,SingleFamily,02/06/2024,1450000.0
R2889694,5,3,"7571 Minster Dr E, Delta, BC, Canada",2340.0,5,4140.0,646.0,1973,SingleFamily,03/06/2024,1513000.0
R2887983,3,2,"8873 112St, Delta, BC, Canada",1456.0,0,4433.0,960.0,2009,SingleFamily,26/05/2024,1399000.0
R2887230,1,1,"5055 Springs Blvd, Delta, BC, Canada",1048.0,1,2745.0,771.0,2014,Condo,26/05/2024,809000.0
R2886995,4,2,"9097 112St, Delta, BC, Canada",2376.0,5,4049.0,588.0,1971,SingleFamily,24/05/2024,1398000.0
R2887254,4,3,"10489 Delsom Cres, Delta, BC, Canada",2079.0,4,3648.0,601.0,2012,Townhouse,26/05/2024,1249900.0
R2887039,4,2,"708 Juniper Pl, Delta, BC, Canada",2482.0,6,5550.0,674.0,1980,SingleFamily,25/05/2024,1675000.0
R2887280,3,2,"1100 56St, Delta, BC, Canada",1405.0,1,2573.0,640.0,1993,Condo,26/05/2024,900000.0
R2887616,2,2,"4808 Linden Dr, Delta, BC, Canada",1047.0,1,2244.0,692.0,2011,Townhouse,26/05/2024,725000.0
R2887239,4,3,"4992 44a Ave, Delta, BC, Canada",2159.0,0,4174.0,833.0,2024,SingleFamily,26/05/2024,1799900.0
R2883992,1,1,"7511 120St, Delta, BC, Canada",730.0,1,1691.0,752.0,2012,Condo,15/05/2024,549000.0
R2884713,5,3,"5694 Greenland Dr, Delta, BC, Canada",2801.0,6,5287.0,606.0,1983,SingleFamily,19/05/2024,1699000.0
R2884232,3,2,"1463 55St, Delta, BC, Canada",1853.0,6,5076.0,808.0,1967,SingleFamily,16/05/2024,1498000.0
R2886918,2,2,"9401 Ebor Rd, Delta, BC, Canada",2561.0,4,7038.0,995.0,1968,SingleFamily,19/05/2024,2550000.0
R2886883,4,2,"11120 River Rd, Delta, BC, Canada",1811.0,0,6028.0,1355.0,9999,SingleFamily,19/05/2024,2455000.0
R2884645,6,6,"11382 80 Ave, Delta, BC, Canada",2918.0,8,4932.0,582.0,2020,SingleFamily,19/05/2024,1699900.0
R2884245,6,5,"5035 Walker Ave, Delta, BC, Canada",5390.0,6,7685.0,549.0,2019,SingleFamily,16/05/2024,2960000.0
R2882000,3,2,"1623 Duncan Dr, Delta, BC, Canada",2496.0,2,6733.0,997.0,2018,SingleFamily,12/05/2024,2489000.0
R2881302,3,2,"5355 Commodore Dr, Delta, BC, Canada",2077.0,4,4993.0,746.0,1994,SingleFamily,08/05/2024,1550000.0
R2882374,6,3,"5483 15b Ave, Delta, BC, Canada",5043.0,2,6934.0,574.0,2020,SingleFamily,12/05/2024,2899000.0
R2881120,3,2,"5278St Andrews Pl, Delta, BC, Canada",2461.0,4,4766.0,710.0,1993,SingleFamily,08/05/2024,1749000.0
R2882233,3,1,"2975 53St, Delta, BC, Canada",2538.0,10,8870.0,2196.0,1961,SingleFamily,09/05/2024,5575000.0
R2882953,2,1,"9525 Gunderson Rd, Delta, BC, Canada",1806.0,0,14651.0,2657.0,1940,SingleFamily,12/05/2024,4800000.0
R2881924,3,1,"5115 7b Ave, Delta, BC, Canada",1948.0,6,5253.0,846.0,1970,SingleFamily,12/05/2024,1649000.0
R2877716,3,2,"4227 River Rd W, Delta, BC, Canada",5233.0,10,6955.0,802.0,2012,SingleFamily,30/04/2024,4200000.0
R2878358,5,2,"9293 Forest Pl, Delta, BC, Canada",2442.0,5,4774.0,552.0,1969,SingleFamily,01/05/2024,1349000.0
R2877584,3,2,"5273 8a Ave, Delta, BC, Canada",1523.0,2,4598.0,1049.0,1965,SingleFamily,30/04/2024,1598000.0
R2877510,2,2,"1140 55St, Delta, BC, Canada",1630.0,1,2678.0,551.0,1991,Condo,30/04/2024,899000.0
R2877355,7,4,"10228 Sheaves Way, Delta, BC, Canada",3973.0,0,5902.0,500.0,1994,SingleFamily,30/04/2024,1989000.0
R2879467,4,3,"5156 8a Ave, Delta, BC, Canada",3205.0,4,5355.0,623.0,1970,SingleFamily,02/05/2024,1999000.0
R2878064,4,3,"5701 16 Ave, Delta, BC, Canada",2816.0,2,7013.0,812.0,2021,SingleFamily,30/04/2024,2288000.0
R2879356,3,3,"10489 Delsom Cres, Delta, BC, Canada",2316.0,4,3993.0,582.0,2012,Townhouse,01/05/2024,1350000.0
R2874199,5,3,"5680 Goldenrod Cres, Delta, BC, Canada",3860.0,4,5932.0,515.0,1978,SingleFamily,21/04/2024,1988000.0
R2874771,2,2,"1100 56St, Delta, BC, Canada",1350.0,1,2450.0,643.0,1993,Condo,20/04/2024,869000.0
R2874036,4,2,"9056 Collings Way, Delta, BC, Canada",1952.0,6,4168.0,665.0,1978,SingleFamily,21/04/2024,1299000.0
R2874067,5,3,"11351 72 Ave, Delta, BC, Canada",2000.0,4,3635.0,941.0,1972,SingleFamily,22/04/2024,1882000.0
R2873148,6,4,"7937 114a St, Delta, BC, Canada",2955.0,4,4434.0,531.0,1981,SingleFamily,21/04/2024,1569879.0
R2868790,2,2,"3473 River Rd W, Delta, BC, Canada",1560.0,2,2440.0,540.0,1990,SingleFamily,08/04/2024,843000.0
R2869276,6,2,"5735 Crescent Dr, Delta, BC, Canada",2132.0,6,4765.0,984.0,1968,MultiFamily,08/04/2024,2099000.0
R2867368,3,1,"11873 95a Ave, Delta, BC, Canada",1480.0,0,4413.0,675.0,1971,SingleFamily,08/04/2024,999000.0
R2867716,3,2,"10735 84 Ave, Delta, BC, Canada",1430.0,3,2822.0,635.0,2015,Townhouse,09/04/2024,909000.0
R2868542,3,2,"5550 Admiral Way, Delta, BC, Canada",1455.0,2,3186.0,686.0,2017,Townhouse,08/04/2024,999000.0
R2868247,6,5,"5093 2 Ave, Delta, BC, Canada",4798.0,6,7057.0,604.0,2022,SingleFamily,09/04/2024,2899000.0
R2869529,4,2,"4984 10a Ave, Delta, BC, Canada",2640.0,4,5185.0,606.0,1967,SingleFamily,09/04/2024,1599900.0
R2869881,6,4,"11665 74a Ave, Delta, BC, Canada",3222.0,6,6222.0,744.0,2010,SingleFamily,09/04/2024,2398000.0
R2862104,1,1,"8635 120St, Delta, BC, Canada",710.0,1,971.0,590.0,1972,Condo,21/03/2024,419000.0
R2860858,8,4,"11923 92 Ave, Delta, BC, Canada",3845.0,6,6076.0,537.0,2013,SingleFamily,17/03/2024,2064800.0
R2861638,1,1,"6950 Nicholson Rd, Delta, BC, Canada",606.0,1,1696.0,823.0,2021,Condo,17/03/2024,499000.0
R2855778,4,3,"58 Tsawwassen Beach Rd, Delta, BC, Canada",2900.0,4,11272.0,1224.0,1989,SingleFamily,11/03/2024,3550000.0
R2861015,3,2,"82 52a St, Delta, BC, Canada",3705.0,4,5251.0,458.0,1972,SingleFamily,18/03/2024,1699000.0
R2859872,5,4,"4903a 53St, Delta, BC, Canada",2614.0,2,4681.0,688.0,2023,SingleFamily,14/03/2024,1799900.0
R2862519,5,2,"10979 84 Ave, Delta, BC, Canada",2340.0,2,4074.0,591.0,1956,SingleFamily,24/03/2024,1385000.0
R2862582,2,1,"3350 Westham Island Rd, Delta, BC, Canada",1164.0,2,763.0,299.0,1989,SingleFamily,20/03/2024,349000.0
R2851952,5,4,"5500 52 Ave, Delta, BC, Canada",3059.0,0,6228.0,784.0,2017,SingleFamily,20/02/2024,2399000.0
R2849985,5,5,"10302 Main St, Delta, BC, Canada",2710.0,2,4678.0,585.0,2009,SingleFamily,11/02/2024,1588000.0
R2850800,5,2,"7728 116a St, Delta, BC, Canada",2680.0,6,4681.0,621.0,1973,SingleFamily,19/02/2024,1664999.0
R2851808,2,1,"1440 Garden Pl, Delta, BC, Canada",1012.0,1,1850.0,538.0,1982,Condo,20/02/2024,545000.0
R2849340,9,4,"4827 44b Ave, Delta, BC, Canada",2813.0,3,4439.0,603.0,1959,SingleFamily,12/02/2024,1699000.0
R2851253,4,2,"9565 Dawson Cres, Delta, BC, Canada",1926.0,4,4260.0,778.0,1968,SingleFamily,19/02/2024,1500000.0
R2852529,7,6,"11798 84 Ave, Delta, BC, Canada",3379.0,6,4055.0,591.0,2024,SingleFamily,25/02/2024,1999999.0
R2813621,5,4,"5223 Westminster Ave, Delta, BC, Canada",3016.0,5,5906.0,646.0,2011,SingleFamily,06/09/2023,1950000.0
R2812079,3,1,"11398 88a Ave, Delta, BC, Canada",1874.0,4,4132.0,933.0,1968,SingleFamily,28/08/2023,1750000.0
R2813001,3,2,"7174 114a St, Delta, BC, Canada",2289.0,6,4643.0,873.0,1971,SingleFamily,07/09/2023,1999000.0
R2820540,5,3,"3820 64St, Delta, BC, Canada",3050.0,4,9781.0,4229.0,1965,SingleFamily,29/09/2023,12900000.0
R2818706,1,1,"11967 80 Ave, Delta, BC, Canada",485.0,1,1444.0,1030.0,2017,Condo,04/10/2023,499777.0
R2811198,4,1,"11414 88a Ave, Delta, BC, Canada",1875.0,4,4120.0,933.0,1968,SingleFamily,29/08/2023,1750000.0
