mlsId,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,listingDate,listingPrice
R2903994,2,2,"368 Ellesmere Ave, Burnaby, BC, Canada",947.0,1,2181.0,842.0,2009,Townhouse,08/07/2024,798000.0
R2903948,2,2,"6438 Byrnepark Dr, Burnaby, BC, Canada",861.0,1,1650.0,870.0,2023,Condo,08/07/2024,749900.0
R2903559,0,1,"9339 University Cres, Burnaby, BC, Canada",408.0,1,873.0,913.0,2004,Condo,07/07/2024,372800.0
R2904140,3,2,"4004 Parker St, Burnaby, BC, Canada",2567.0,2,5107.0,739.0,1922,SingleFamily,07/07/2024,1899000.0
R2903025,2,2,"9888 Cameron St, Burnaby, BC, Canada",978.0,1,1994.0,714.0,2008,Condo,07/07/2024,699000.0
R2903049,8,5,"6627 Strathmore Ave, Burnaby, BC, Canada",4161.0,0,6725.0,622.0,1997,SingleFamily,07/07/2024,2590000.0
R2903650,5,3,"5644 Patrick St, Burnaby, BC, Canada",2578.0,1,5309.0,686.0,1954,SingleFamily,07/07/2024,1769000.0
R2903334,3,2,"5058 Savile Row, Burnaby, BC, Canada",1253.0,2,2938.0,1035.0,2019,Townhouse,07/07/2024,1298000.0
R2903813,2,2,"2311 Beta Ave, Burnaby, BC, Canada",763.0,1,2302.0,1047.0,2020,Condo,07/07/2024,799000.0
R2903240,2,2,"6878 Southpoint Dr, Burnaby, BC, Canada",1011.0,1,2219.0,820.0,2006,Townhouse,07/07/2024,829900.0
R2903256,4,2,"101 Sea Ave N, Burnaby, BC, Canada",1558.0,2,5027.0,1007.0,1946,SingleFamily,07/07/2024,1570000.0
R2903251,2,2,"2311 Beta Ave, Burnaby, BC, Canada",797.0,1,2390.0,1026.0,2021,Condo,07/07/2024,818000.0
R2903778,9,7,"1923 Sherlock Ave, Burnaby, BC, Canada",4631.0,10,12001.0,753.0,2014,SingleFamily,07/07/2024,3490000.0
R2902991,4,3,"4078 Nithsdale St, Burnaby, BC, Canada",2016.0,3,5451.0,967.0,2020,MultiFamily,07/07/2024,1950000.0
R2903464,2,2,"5155 Watling St, Burnaby, BC, Canada",885.0,1,1892.0,857.0,2007,Townhouse,07/07/2024,759000.0
R2904290,2,2,"2232 Douglas Rd, Burnaby, BC, Canada",896.0,2,2210.0,952.0,2012,Condo,07/07/2024,853000.0
R2903769,6,4,"6302 Pynford Crt, Burnaby, BC, Canada",4377.0,4,6351.0,593.0,1980,SingleFamily,07/07/2024,2599900.0
R2904000,4,3,"7220 Union St, Burnaby, BC, Canada",3151.0,2,6643.0,824.0,1977,SingleFamily,07/07/2024,2599000.0
R2902982,1,1,"4310 Hastings St, Burnaby, BC, Canada",618.0,1,1555.0,964.0,2011,Condo,07/07/2024,596000.0
R2903599,3,2,"7248 Stride Ave, Burnaby, BC, Canada",1197.0,0,3166.0,834.0,2011,MultiFamily,06/07/2024,999000.0
R2902076,1,1,"2008 Rosser Ave, Burnaby, BC, Canada",649.0,1,1815.0,1046.0,2015,Condo,03/07/2024,679000.0
R2902351,2,2,"1888 Gilmore Ave, Burnaby, BC, Canada",687.0,1,2287.0,1205.0,2020,Condo,03/07/2024,828000.0
R2902154,2,2,"4510 Halifax Way, Burnaby, BC, Canada",921.0,1,2742.0,1084.0,2019,Condo,03/07/2024,999000.0
R2902073,2,2,"6638 Dunblane Ave, Burnaby, BC, Canada",866.0,1,2423.0,1025.0,2018,Condo,03/07/2024,888000.0
R2902307,4,3,"5775 Hardwick St, Burnaby, BC, Canada",1280.0,2,5844.0,1092.0,2023,MultiFamily,03/07/2024,1399000.0
R2902158,1,1,"3755 Bartlett Crt, Burnaby, BC, Canada",729.0,1,1084.0,589.0,1976,Condo,03/07/2024,429800.0
R2901930,2,2,"4650 Brentwood Blvd, Burnaby, BC, Canada",874.0,1,2924.0,1221.0,2021,Condo,03/07/2024,1068000.0
R2901857,2,2,"9868 Cameron St, Burnaby, BC, Canada",955.0,1,1967.0,785.0,2009,Condo,02/07/2024,750000.0
R2901641,2,2,"2351 Beta Ave, Burnaby, BC, Canada",761.0,1,2313.0,1090.0,2020,Condo,02/07/2024,830000.0
R2901779,1,1,"1955 Alpha Way, Burnaby, BC, Canada",535.0,1,1630.0,1173.0,2020,Condo,02/07/2024,628000.0
R2901397,7,2,"5602 Claude Ave, Burnaby, BC, Canada",2329.0,2,3752.0,613.0,1979,MultiFamily,02/07/2024,1428000.0
R2901831,2,2,"7325 Arcola St, Burnaby, BC, Canada",961.0,1,2131.0,852.0,2009,Condo,02/07/2024,818800.0
R2901973,2,2,"4650 Brentwood Blvd, Burnaby, BC, Canada",777.0,1,2518.0,1078.0,2021,Condo,02/07/2024,838000.0
R2901601,7,6,"6691 Waltham Ave, Burnaby, BC, Canada",4479.0,4,6665.0,756.0,2024,SingleFamily,02/07/2024,3388000.0
R2901955,2,2,"6699 Dunblane Ave, Burnaby, BC, Canada",760.0,1,2777.0,1250.0,2021,Condo,02/07/2024,950000.0
R2902113,1,1,"2288 Alpha Ave, Burnaby, BC, Canada",624.0,1,1832.0,1118.0,2021,Condo,02/07/2024,698000.0
R2901285,5,3,"7749 Lee St, Burnaby, BC, Canada",2723.0,3,5414.0,789.0,1955,SingleFamily,02/07/2024,2150000.0
R2901540,2,2,"3399 Noel Dr, Burnaby, BC, Canada",903.0,1,2183.0,926.0,2017,Condo,02/07/2024,837000.0
R2900894,2,2,"3980 Carrigan Crt, Burnaby, BC, Canada",922.0,1,1536.0,724.0,1985,Condo,01/07/2024,668000.0
R2901416,3,1,"4457 Watling St, Burnaby, BC, Canada",1220.0,2,5669.0,1638.0,1957,SingleFamily,01/07/2024,1999000.0
R2901386,14,6,"6293 Burns St, Burnaby, BC, Canada",5315.0,8,7316.0,592.0,1968,MultiFamily,01/07/2024,3150000.0
R2900732,2,2,"9168 Slopes Mews, Burnaby, BC, Canada",957.0,1,1791.0,709.0,2016,Condo,01/07/2024,679000.0
R2900549,5,4,"7208 Hewitt St, Burnaby, BC, Canada",3798.0,6,6436.0,657.0,1975,SingleFamily,01/07/2024,2499000.0
R2900857,4,2,"4712 Albert St, Burnaby, BC, Canada",2372.0,2,5273.0,885.0,1990,SingleFamily,01/07/2024,2100000.0
R2902016,1,1,"6699 Dunblane Ave, Burnaby, BC, Canada",464.0,1,1846.0,1400.0,2021,Condo,01/07/2024,650000.0
R2900604,3,1,"7488 Southwynde Ave, Burnaby, BC, Canada",1113.0,2,2327.0,861.0,2003,Townhouse,01/07/2024,959000.0
R2902309,2,2,"4508 Hazel St, Burnaby, BC, Canada",918.0,0,2649.0,1089.0,2015,Condo,01/07/2024,999900.0
R2900570,7,4,"4012 Dundas St, Burnaby, BC, Canada",3269.0,2,7207.0,802.0,1993,SingleFamily,01/07/2024,2625000.0
R2900738,2,2,"1888 Gilmore Ave, Burnaby, BC, Canada",882.0,1,2692.0,1105.0,2021,Condo,01/07/2024,975000.0
R2900670,2,2,"5280 Oakmount Cres, Burnaby, BC, Canada",1218.0,2,2415.0,779.0,1995,Condo,01/07/2024,950000.0
R2902362,2,2,"8761 University Cres, Burnaby, BC, Canada",812.0,1,2186.0,933.0,2022,Condo,01/07/2024,758000.0
R2900652,3,2,"6699 Dunblane Ave, Burnaby, BC, Canada",926.0,1,2134.0,1166.0,2021,Condo,01/07/2024,1080000.0
R2900389,1,1,"6098 Station St, Burnaby, BC, Canada",686.0,1,2231.0,1090.0,2018,Condo,30/06/2024,748000.0
R2900922,2,2,"7358 Edmonds St, Burnaby, BC, Canada",850.0,1,2209.0,904.0,2020,Condo,29/06/2024,769000.0
R2901126,2,2,"6080 Mckay Ave, Burnaby, BC, Canada",1278.0,2,4039.0,1314.0,2021,Condo,30/06/2024,1680000.0
R2901406,2,1,"5932 Patterson Ave, Burnaby, BC, Canada",878.0,1,1556.0,717.0,1979,Condo,30/06/2024,629900.0
R2901136,2,2,"4723 Dawson St, Burnaby, BC, Canada",1045.0,2,2325.0,822.0,2007,Condo,30/06/2024,860000.0
R2900186,2,2,"4458 Beresford St, Burnaby, BC, Canada",853.0,1,2507.0,1266.0,2021,Condo,27/06/2024,1080000.0
R2900022,3,2,"2801 Ellerslie Ave, Burnaby, BC, Canada",1980.0,2,3239.0,635.0,1990,Townhouse,26/06/2024,1258000.0
R2900089,2,2,"9009 Cornerstone Mews, Burnaby, BC, Canada",837.0,1,1631.0,750.0,2009,Condo,26/06/2024,628000.0
R2899897,2,2,"9188 University Cres, Burnaby, BC, Canada",895.0,1,1497.0,702.0,2009,Condo,26/06/2024,629000.0
R2899677,1,1,"9393 Tower Rd, Burnaby, BC, Canada",590.0,1,1387.0,867.0,2016,Condo,26/06/2024,512000.0
R2898972,2,1,"6930 Balmoral St, Burnaby, BC, Canada",985.0,2,1864.0,688.0,1995,Townhouse,26/06/2024,678013.0
R2899768,4,3,"7501 Cumberland St, Burnaby, BC, Canada",1812.0,2,3108.0,799.0,1993,Townhouse,26/06/2024,1449000.0
R2899193,2,1,"1955 Woodway Pl, Burnaby, BC, Canada",769.0,1,1250.0,648.0,1979,Condo,25/06/2024,499000.0
R2899448,2,2,"4485 Skyline Dr, Burnaby, BC, Canada",827.0,2,2516.0,1255.0,2017,Condo,25/06/2024,1038000.0
R2899932,2,2,"4730 Lougheed Highway, Burnaby, BC, Canada",998.0,1,3018.0,1282.0,2023,Condo,25/06/2024,1280000.0
R2899564,1,1,"7303 Noble Lane, Burnaby, BC, Canada",565.0,1,1640.0,1157.0,2019,Condo,25/06/2024,653800.0
R2899006,2,2,"2200 Douglas Rd, Burnaby, BC, Canada",1095.0,2,2147.0,866.0,2011,Condo,25/06/2024,949000.0
R2899323,1,1,"5355 Lane St, Burnaby, BC, Canada",476.0,1,1396.0,1237.0,2020,Condo,25/06/2024,588889.0
R2899912,2,2,"6283 Kingsway, Burnaby, BC, Canada",743.0,2,1841.0,874.0,2018,Condo,24/06/2024,650000.0
R2899337,5,4,"5520 Frances St, Burnaby, BC, Canada",3773.0,4,7226.0,715.0,1979,SingleFamily,25/06/2024,2698000.0
R2898359,1,1,"6893 Prenter St, Burnaby, BC, Canada",661.0,1,1443.0,906.0,1998,Condo,23/06/2024,599000.0
R2898625,2,1,"3970 Carrigan Crt, Burnaby, BC, Canada",898.0,1,1509.0,751.0,1987,Condo,23/06/2024,674900.0
R2898937,6,5,"7761 Kerrywood Cres, Burnaby, BC, Canada",5323.0,6,10102.0,805.0,2018,SingleFamily,23/06/2024,4288000.0
R2898374,1,1,"6000 Mckay Ave, Burnaby, BC, Canada",525.0,1,1757.0,1367.0,2022,Condo,23/06/2024,718000.0
R2898927,5,2,"7910 Burnfield Cres, Burnaby, BC, Canada",2973.0,0,5559.0,715.0,1968,SingleFamily,23/06/2024,2128000.0
R2898386,2,2,"3421 Curle Ave, Burnaby, BC, Canada",1059.0,1,1835.0,755.0,1986,Condo,23/06/2024,799900.0
R2899746,2,1,"6000 Mckay Ave, Burnaby, BC, Canada",675.0,1,2193.0,1285.0,2022,Condo,23/06/2024,868000.0
R2898568,1,1,"4118 Dawson St, Burnaby, BC, Canada",635.0,1,1584.0,927.0,2006,Condo,23/06/2024,589000.0
R2898505,6,3,"5465 Tye Crt, Burnaby, BC, Canada",3922.0,3,6804.0,637.0,1970,SingleFamily,23/06/2024,2499000.0
R2899127,1,1,"6088 Willingdon Ave, Burnaby, BC, Canada",792.0,1,1626.0,806.0,1999,Condo,23/06/2024,639000.0
R2898061,11,7,"1605 Sherlock Ave, Burnaby, BC, Canada",4801.0,3,5642.0,832.0,2024,SingleFamily,23/06/2024,3998000.0
R2899515,1,0,"4711 Hazel St, Burnaby, BC, Canada",521.0,1,1660.0,1353.0,2022,Condo,23/06/2024,705000.0
R2899038,2,2,"7377 14Th Ave, Burnaby, BC, Canada",811.0,2,1959.0,985.0,2013,Condo,23/06/2024,799000.0
R2899520,1,1,"4900 Lennox Lane, Burnaby, BC, Canada",550.0,1,1982.0,1180.0,2017,Condo,23/06/2024,649000.0
R2899282,8,7,"8563 11th Ave, Burnaby, BC, Canada",4386.0,4,5545.0,681.0,2024,SingleFamily,20/06/2024,2988888.0
R2897739,3,2,"5233 Christopher Crt, Burnaby, BC, Canada",2434.0,0,5289.0,1345.0,1968,SingleFamily,20/06/2024,3275000.0
R2897777,3,2,"5188 Savile Row, Burnaby, BC, Canada",1220.0,2,2679.0,930.0,2018,Townhouse,20/06/2024,1135000.0
R2898532,3,2,"6577 Southoaks Cres, Burnaby, BC, Canada",1361.0,2,2282.0,726.0,1996,Townhouse,20/06/2024,988900.0
R2898576,1,1,"2351 Beta Ave, Burnaby, BC, Canada",534.0,0,1731.0,1067.0,2021,Condo,20/06/2024,570000.0
R2898439,2,2,"2288 Alpha Ave, Burnaby, BC, Canada",1123.0,2,3431.0,970.0,2021,Condo,20/06/2024,1089900.0
R2897520,1,1,"4670 Assembly Way, Burnaby, BC, Canada",663.0,1,2237.0,1204.0,2018,Condo,19/06/2024,798880.0
R2898299,3,0,"2351 Beta Ave, Burnaby, BC, Canada",1319.0,1,3343.0,883.0,2021,Townhouse,18/06/2024,1165000.0
R2897308,9,10,"7867 Canada Way, Burnaby, BC, Canada",4033.0,6,3958.0,743.0,2024,SingleFamily,19/06/2024,2999999.0
R2896439,7,6,"8067 12th Ave, Burnaby, BC, Canada",3984.0,6,7503.0,747.0,2016,SingleFamily,17/06/2024,2980000.0
R2896798,2,2,"4033 Dominion St, Burnaby, BC, Canada",898.0,1,2361.0,910.0,2019,Townhouse,18/06/2024,818000.0
R2897899,6,3,"5378 Elsom Ave, Burnaby, BC, Canada",2445.0,2,4596.0,817.0,2007,MultiFamily,18/06/2024,1999900.0
R2897203,2,2,"6611 Southoaks Cres, Burnaby, BC, Canada",1018.0,1,2003.0,785.0,1999,Condo,18/06/2024,799800.0
R2897666,2,1,"9521 Cardston Crt, Burnaby, BC, Canada",898.0,1,1495.0,667.0,1983,Condo,18/06/2024,599000.0
R2897120,6,5,"4320 Frances St, Burnaby, BC, Canada",3408.0,3,5940.0,938.0,2024,SingleFamily,18/06/2024,3199000.0
R2896002,2,2,"6740 Station Hill Crt, Burnaby, BC, Canada",876.0,1,1856.0,799.0,1993,Condo,17/06/2024,699999.0
R2896700,2,2,"6383 Mckay Ave, Burnaby, BC, Canada",779.0,2,2501.0,1153.0,2020,Condo,17/06/2024,898800.0
R2896595,1,1,"4688 Kingsway, Burnaby, BC, Canada",656.0,1,1967.0,1198.0,2015,Condo,17/06/2024,786000.0
R2896060,2,2,"4178 Dawson St, Burnaby, BC, Canada",882.0,1,2064.0,860.0,2006,Condo,17/06/2024,759000.0
R2897184,3,2,"5935 Mayview Cir, Burnaby, BC, Canada",2238.0,1,2924.0,548.0,1979,Townhouse,16/06/2024,1228000.0
R2895465,4,3,"3796 Peter St, Burnaby, BC, Canada",2108.0,2,5067.0,901.0,1954,SingleFamily,16/06/2024,1899999.0
R2896570,1,1,"6080 Mckay Ave, Burnaby, BC, Canada",570.0,1,1929.0,1301.0,2021,Condo,16/06/2024,742000.0
R2896145,1,1,"5775 Irmin St, Burnaby, BC, Canada",614.0,1,1508.0,973.0,2010,Condo,16/06/2024,598000.0
R2895440,3,2,"4808 Hazel St, Burnaby, BC, Canada",1155.0,2,2815.0,1038.0,2008,Condo,16/06/2024,1199999.0
R2895505,3,2,"5152 Canada Way, Burnaby, BC, Canada",1122.0,2,2627.0,890.0,2018,Townhouse,16/06/2024,999000.0
R2895911,2,2,"2088 Beta Ave, Burnaby, BC, Canada",828.0,2,1913.0,903.0,2009,Condo,16/06/2024,748000.0
R2895886,2,2,"6383 Mckay Ave, Burnaby, BC, Canada",775.0,1,2453.0,1082.0,2020,Condo,16/06/2024,839000.0
R2896496,1,1,"6689 Willingdon Ave, Burnaby, BC, Canada",665.0,1,1165.0,660.0,1977,Condo,16/06/2024,439000.0
R2895885,5,3,"5237 Oakmount Cres, Burnaby, BC, Canada",3170.0,4,4583.0,649.0,1996,Townhouse,16/06/2024,2058000.0
R2897135,1,1,"7326 Antrim Ave, Burnaby, BC, Canada",768.0,1,1505.0,748.0,1995,Condo,16/06/2024,575000.0
R2895466,1,1,"5311 Goring St, Burnaby, BC, Canada",579.0,1,1824.0,1084.0,2021,Condo,16/06/2024,628000.0
R2895849,1,1,"6735 Station Hill Crt, Burnaby, BC, Canada",749.0,1,1387.0,759.0,1991,Condo,16/06/2024,569000.0
R2895637,2,2,"5775 Irmin St, Burnaby, BC, Canada",955.0,1,2058.0,889.0,2010,Condo,16/06/2024,849000.0
R2895732,5,3,"8647 10Th Ave, Burnaby, BC, Canada",2229.0,4,4320.0,1008.0,1954,SingleFamily,16/06/2024,2249000.0
R2895541,2,2,"6588 Nelson Ave, Burnaby, BC, Canada",811.0,1,2313.0,1131.0,2015,Condo,13/06/2024,918000.0
R2895585,2,2,"9080 University Cres, Burnaby, BC, Canada",905.0,1,1935.0,772.0,2015,Condo,13/06/2024,699000.0
R2894676,4,3,"7676 Stanley Cres, Burnaby, BC, Canada",1957.0,4,6733.0,2350.0,1963,SingleFamily,13/06/2024,4599000.0
R2895073,2,2,"6700 Dunblane Ave, Burnaby, BC, Canada",848.0,1,2051.0,1079.0,2020,Condo,12/06/2024,915000.0
R2894925,3,3,"2008 Rosser Ave, Burnaby, BC, Canada",1708.0,3,4969.0,1228.0,2015,Condo,13/06/2024,2098000.0
R2894060,4,2,"5929 Berwick St, Burnaby, BC, Canada",2329.0,2,5273.0,805.0,1955,SingleFamily,11/06/2024,1875000.0
R2894232,2,2,"4688 Kingsway, Burnaby, BC, Canada",1003.0,1,2858.0,1151.0,2015,Condo,11/06/2024,1155000.0
R2894202,3,2,"6868 Burlington Ave, Burnaby, BC, Canada",1644.0,2,3444.0,821.0,2014,Townhouse,11/06/2024,1350000.0
R2894133,1,2,"4788 Hazel St, Burnaby, BC, Canada",771.0,1,1660.0,776.0,2001,Condo,11/06/2024,599000.0
R2894037,4,2,"6710 Woodvale Cres, Burnaby, BC, Canada",1863.0,4,5501.0,1174.0,1973,SingleFamily,11/06/2024,2188000.0
R2894216,2,2,"4380 Halifax St, Burnaby, BC, Canada",1354.0,2,2870.0,697.0,2004,Condo,11/06/2024,945000.0
R2893925,2,1,"3970 Carrigan Crt, Burnaby, BC, Canada",884.0,1,1514.0,677.0,1986,Condo,11/06/2024,599000.0
R2894662,9,7,"6056 Keith St, Burnaby, BC, Canada",6441.0,4,6953.0,620.0,2024,SingleFamily,11/06/2024,3999000.0
R2893661,3,2,"3847 Parker St, Burnaby, BC, Canada",1950.0,2,4548.0,793.0,1910,SingleFamily,10/06/2024,1548000.0
R2894859,2,1,"3737 Bartlett Crt, Burnaby, BC, Canada",1155.0,1,1628.0,561.0,1975,Condo,10/06/2024,649000.0
R2893584,4,3,"7728 Elford St, Burnaby, BC, Canada",2244.0,6,4827.0,801.0,1955,SingleFamily,10/06/2024,1799000.0
R2893516,4,2,"2921 Phillips Ave, Burnaby, BC, Canada",3027.0,6,6398.0,726.0,1986,SingleFamily,10/06/2024,2199000.0
R2893881,7,4,"8323 12Th Ave, Burnaby, BC, Canada",3493.0,10,5976.0,715.0,1994,SingleFamily,10/06/2024,2499900.0
R2893642,1,1,"1888 Gilmore Ave, Burnaby, BC, Canada",632.0,1,1889.0,1185.0,2020,Condo,10/06/2024,749000.0
R2894489,2,2,"5788 Sidley St, Burnaby, BC, Canada",820.0,2,1961.0,974.0,2012,Condo,10/06/2024,799000.0
R2893751,5,3,"7158 Stride Ave, Burnaby, BC, Canada",1920.0,2,3964.0,900.0,2004,MultiFamily,09/06/2024,1728000.0
R2892441,1,1,"6098 Station St, Burnaby, BC, Canada",609.0,1,2011.0,1241.0,2018,Condo,09/06/2024,756000.0
R2893531,2,2,"7368 Sandborne Ave, Burnaby, BC, Canada",835.0,2,1822.0,862.0,2002,Condo,09/06/2024,720000.0
R2894357,1,1,"9250 University High St, Burnaby, BC, Canada",592.0,1,1200.0,802.0,2012,Condo,09/06/2024,475000.0
R2893747,7,6,"7739 Lee St, Burnaby, BC, Canada",4303.0,2,5643.0,697.0,2023,SingleFamily,09/06/2024,2999999.0
R2892624,4,2,"4751 Carson Pl, Burnaby, BC, Canada",2434.0,2,5918.0,981.0,1967,SingleFamily,09/06/2024,2388000.0
R2892796,6,5,"7793 19Th Ave, Burnaby, BC, Canada",3095.0,4,3998.0,839.0,2024,SingleFamily,09/06/2024,2598000.0
R2893057,2,2,"5311 Goring St, Burnaby, BC, Canada",1007.0,2,3147.0,993.0,2021,Condo,09/06/2024,999995.0
R2892937,7,2,"7433 Elwell St, Burnaby, BC, Canada",2392.0,0,5510.0,710.0,1955,SingleFamily,09/06/2024,1699990.0
R2893208,2,2,"5333 Goring St, Burnaby, BC, Canada",989.0,2,3162.0,1107.0,2021,Condo,09/06/2024,1094900.0
R2892799,2,2,"4118 Dawson St, Burnaby, BC, Canada",876.0,2,2055.0,947.0,2006,Condo,09/06/2024,829800.0
R2894289,3,3,"7533 Gilley Ave, Burnaby, BC, Canada",1076.0,2,2531.0,918.0,2013,Townhouse,09/06/2024,988000.0
R2893755,5,4,"5388 Rugby St, Burnaby, BC, Canada",6078.0,4,8680.0,559.0,1993,SingleFamily,09/06/2024,3399000.0
R2893287,2,2,"3913 Pender St, Burnaby, BC, Canada",1283.0,1,2276.0,713.0,1986,Townhouse,09/06/2024,915000.0
R2892477,1,1,"5450 Empire Dr, Burnaby, BC, Canada",628.0,1,950.0,684.0,1976,Condo,09/06/2024,429999.0
R2892158,1,1,"5311 Goring St, Burnaby, BC, Canada",588.0,1,1826.0,1153.0,2021,Condo,06/06/2024,678000.0
R2892797,5,3,"4212 Dundas St, Burnaby, BC, Canada",2523.0,4,5878.0,772.0,1992,SingleFamily,06/06/2024,1948000.0
R2892007,2,2,"5280 Oakmount Cres, Burnaby, BC, Canada",1218.0,2,2254.0,656.0,1995,Condo,06/06/2024,799900.0
R2892086,2,2,"2311 Beta Ave, Burnaby, BC, Canada",751.0,1,2264.0,931.0,2020,Condo,06/06/2024,699888.0
R2893828,3,3,"2288 Alpha Ave, Burnaby, BC, Canada",1791.0,2,4228.0,781.0,2021,Townhouse,06/06/2024,1399900.0
R2892324,3,3,"2351 Beta Ave, Burnaby, BC, Canada",1340.0,2,3343.0,895.0,2021,Townhouse,06/06/2024,1199900.0
R2892321,2,2,"2311 Beta Ave, Burnaby, BC, Canada",1150.0,2,3561.0,1043.0,2021,Condo,06/06/2024,1199900.0
R2892219,4,2,"6736 Southpoint Dr, Burnaby, BC, Canada",1587.0,1,3312.0,932.0,2006,Townhouse,05/06/2024,1480000.0
R2891725,2,2,"1888 Gilmore Ave, Burnaby, BC, Canada",690.0,1,2178.0,1157.0,2020,Condo,05/06/2024,799000.0
