,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice,soldDate,soldPrice
13,Townhouse,"$3,418",1423 sqft,Yes,$512,R2761151,,Residential,1992,,"14 - 12188 Harris Rd, Pitt Meadows, BC",2,3,2,19/03/2023,"$729,000",21/03/2023,"$729,000"
14,Single Family Residence,"$4,552",2376 sqft,Yes,$378,R2597280,,Residential,1998,,"19781 Sunset Lane, Pitt Meadows, BC",2,4,4,27/06/2021,"$899,999",04/07/2021,"$900,000"
15,Single Family Residence,"$5,709",2874 sqft,Yes,$487,R2589188,,Residential,2015,,"18962 119b Ave, Pitt Meadows, BC",2,4,0,03/06/2021,"$1,399,888",23/06/2021,"$1,370,000"
16,Townhouse,"$3,559",1347 sqft,No,$518,R2605548,,Residential,2008,,"67 - 19572 Fraser Way, Pitt Meadows, BC",2,2,2,26/07/2021,"$699,000",28/07/2021,"$707,500"
17,Single Family Residence,"$5,517",2601 sqft,Yes,$645,R2561730,,Residential,1990,,"15222 Harris Rd, Pitt Meadows, BC",3,3,8,06/04/2021,"$1,680,000",31/07/2021,"$1,652,250"
18,Apartment/Condominium,"$2,845",765 sqft,Yes,$744,R2894362,,Residential,2015,,"204 - 12409 Harris Rd, Pitt Meadows, BC",2,2,1,11/06/2024,"$569,900",18/06/2024,"$565,000"
19,Townhouse,"$3,486",1663 sqft,Yes,$414,R2605779,,Residential,1990,,"51 - 19160 119 Ave, Pitt Meadows, BC",2,3,2,28/07/2021,"$689,900",29/07/2021,"$695,000"
20,Single Family Residence,"$5,920",2789 sqft,Yes,$501,R2603747,,Residential,2004,,"19634 Alouette Blvd, Pitt Meadows, BC",2,3,4,20/07/2021,"$1,399,000",26/07/2021,"$1,537,500"
21,Apartment/Condominium,"$2,768",1137 sqft,Yes,$417,R2605575,,Residential,1996,,"210 - 11960 Harris Rd, Pitt Meadows, BC",2,2,2,27/07/2021,"$475,000",02/08/2021,"$485,000"
22,Apartment/Condominium,"$2,347",587 sqft,Yes,$715,R2593118,,Residential,2014,,"108 - 12655 190a St, Pitt Meadows, BC",1,1,1,14/06/2021,"$419,900",25/07/2021,"$405,000"
23,Apartment/Condominium,"$2,546",1259 sqft,Yes,$420,R2603736,,Residential,1995,,"305 - 19131 Ford Rd, Pitt Meadows, BC",2,2,2,20/07/2021,"$529,900",25/07/2021,"$551,000"
24,Apartment/Condominium,"$3,373",1045 sqft,Yes,$592,R2609234,,Residential,2010,,"801 - 12079 Harris Rd, Pitt Meadows, BC",2,2,1,11/08/2021,"$619,000",29/08/2021,"$603,000"
25,Single Family Residence,"$4,951",2920 sqft,Yes,$475,R2611017,,Residential,1976,,"19512 120 Ave, Pitt Meadows, BC",3,5,5,18/08/2021,"$1,389,000",29/08/2021,"$1,405,000"
26,Multi Family,"$3,814",2130 sqft,Yes,$604,R2682421,,Residential,1999,,"12548 188 St, Pitt Meadows, BC",2,4,6,25/04/2022,"$1,288,000",-,-
27,Single Family Residence,"$5,465",2707 sqft,Yes,$517,R2606101,,Residential,1997,,"19866 Fairfield Ave, Pitt Meadows, BC",3,5,6,29/07/2021,"$1,399,900",30/08/2021,"$1,390,000"
28,Single Family Residence,"$5,199",2273 sqft,Yes,$439,R2610236,,Residential,1989,,"12316 188a St, Pitt Meadows, BC",3,5,6,16/08/2021,"$999,000",30/08/2021,"$1,100,000"
29,Townhouse,"$3,322",1231 sqft,Yes,$499,R2611594,,Residential,1991,,"16 - 19270 119 Ave, Pitt Meadows, BC",2,2,3,21/08/2021,"$615,000",30/08/2021,"$650,000"
30,Apartment/Condominium,"$3,065",910 sqft,Yes,$659,R2774436,,Residential,2012,,"310 - 12525 190a St, Pitt Meadows, BC",2,2,2,03/05/2023,"$599,900",14/05/2023,"$595,000"
31,Single Family Residence,"$5,144",2209 sqft,No,$497,R2611657,,Residential,1989,,"12369 188a St, Pitt Meadows, BC",3,3,4,20/08/2021,"$1,099,900",30/08/2021,"$1,200,000"
32,Single Family Residence,"$5,227",2535 sqft,Yes,$488,R2619324,,Residential,1992,,"19352 Park Rd, Pitt Meadows, BC",2,3,0,19/09/2021,"$1,239,000",20/09/2021,"$1,239,000"
33,Single Family Residence,"$1,163",2902 sqft,Yes,$758,R2638952,,Residential,1978,,"17456 Kennedy Rd, Pitt Meadows, BC",3,4,10,13/12/2021,"$2,199,800",09/01/2022,"$2,250,000"
34,Townhouse,"$3,109",960 sqft,Yes,$505,R2614039,,Residential,1988,,"8 - 18960 Advent Rd, Pitt Meadows, BC",2,2,1,01/09/2021,"$485,000",18/09/2021,"$470,000"
35,Apartment/Condominium,"$2,657",810 sqft,Yes,$617,R2614494,,Residential,2008,,"205 - 11950 Harris Rd, Pitt Meadows, BC",2,2,2,07/09/2021,"$499,999",15/09/2021,"$503,000"
36,Single Family Residence,"$4,511",2278 sqft,Yes,$521,R2617191,,Residential,1980,,"19760 Wildcrest Ave, Pitt Meadows, BC",3,4,5,12/09/2021,"$1,188,800",19/09/2021,"$1,315,000"
37,Single Family Residence,"$4,409",1262 sqft,No,$782,R2616016,,Residential,1992,,"19358 Cusick Cres, Pitt Meadows, BC",2,3,4,06/09/2021,"$988,000",19/09/2021,"$965,000"
38,Apartment/Condominium,"$3,786",1329 sqft,Yes,$564,R2618456,,Residential,2007,,"304 - 19677 Meadow Gardens Way, Pitt Meadows, BC",2,2,2,15/09/2021,"$750,000",18/09/2021,"$775,000"
39,Townhouse,"$4,711",1855 sqft,Yes,$619,R2831143,,Residential,2005,,"17 - 19452 Fraser Way, Pitt Meadows, BC",2,3,4,07/11/2023,"$1,149,900",14/11/2023,"$1,150,000"
40,Single Family Residence,"$4,698",1247 sqft,Yes,$801,R2624937,,Residential,1973,,"11721 Blakely Rd, Pitt Meadows, BC",1,3,3,11/10/2021,"$999,000",16/10/2021,"$1,200,030"
41,Single Family Residence,"$4,841",2429 sqft,No,$524,R2623826,,Residential,1976,,"12028 Bonson Rd, Pitt Meadows, BC",2,4,5,04/10/2021,"$1,274,950",17/10/2021,"$1,275,000"
42,Apartment/Condominium,"$2,910",1015 sqft,Yes,$522,R2622413,,Residential,2007,,"324 - 12350 Harris Rd, Pitt Meadows, BC",2,2,2,29/09/2021,"$529,900",07/10/2021,"$525,000"
43,Apartment/Condominium,"$3,244",985 sqft,Yes,$689,R2615948,,Residential,2010,,"805 - 12079 Harris Rd, Pitt Meadows, BC",2,2,2,08/09/2021,"$678,800",18/10/2021,"$630,000"
44,Townhouse,"$3,128",1060 sqft,Yes,$556,R2623305,,Residential,1994,,"22 - 19034 Mcmyn Rd, Pitt Meadows, BC",2,2,2,03/10/2021,"$589,900",18/10/2021,"$585,000"
45,Townhouse,"$5,698",2052 sqft,Yes,$632,R2624904,,Residential,2006,,"50 - 19452 Fraser Way, Pitt Meadows, BC",2,3,3,11/10/2021,"$1,298,000",18/10/2021,"$1,383,000"
46,Apartment/Condominium,"$2,746",1165 sqft,Yes,$496,R2790406,,Residential,1992,,"201 - 19241 Ford Rd, Pitt Meadows, BC",2,2,1,19/06/2023,"$579,000",30/06/2023,"$565,000"
47,Townhouse,"$3,500",1277 sqft,Yes,$579,R2617957,,Residential,2009,,"21 - 19538 Bishops Reach, Pitt Meadows, BC",2,2,2,14/09/2021,"$739,900",11/10/2021,"$730,000"
48,Apartment/Condominium,"$3,290",1208 sqft,Yes,$562,R2628976,,Residential,2007,,"129 - 19677 Meadow Gardens Way, Pitt Meadows, BC",2,2,2,26/10/2021,"$679,000",03/11/2021,"$647,500"
49,Townhouse,,1350 sqft,No,$666,R2630866,,Residential,2022,,"183 - 19451 Sutton Ave, Pitt Meadows, BC",2,3,2,02/11/2021,"$899,900",08/11/2021,"$899,900"
50,Apartment/Condominium,"$3,065",909 sqft,Yes,$677,R2631482,,Residential,2014,,"204 - 12635 190 A St, Pitt Meadows, BC",2,2,2,04/11/2021,"$615,800",15/11/2021,"$625,000"
51,Manufactured Home,"$1,166",940 sqft,No,$424,R2630143,,Residential,1996,,"117 - 11942 Pinyon Dr, Pitt Meadows, BC",1,2,2,31/10/2021,"$399,000",08/11/2021,"$390,000"
52,Apartment/Condominium,"$2,483",750 sqft,Yes,$612,R2628409,,Residential,2008,,"310 - 19677 Meadow Gardens Way, Pitt Meadows, BC",1,1,1,24/10/2021,"$459,000",04/11/2021,"$450,000"
53,Apartment/Condominium,"$2,735",1159 sqft,Yes,$414,R2630264,,Residential,1993,,"210 - 19121 Ford Rd, Pitt Meadows, BC",2,2,2,01/11/2021,"$479,900",08/11/2021,"$560,000"
54,Manufactured Home,"$1,437",905 sqft,No,$573,R2629707,,Residential,2020,,"61 - 11907 Pinyon Dr, Pitt Meadows, BC",2,2,3,30/10/2021,"$519,000",02/11/2021,"$556,000"
55,Single Family Residence,"$5,828",2977 sqft,Yes,$469,R2632106,,Residential,2005,,"11252 Southgate Rd, Pitt Meadows, BC",2,4,4,07/11/2021,"$1,399,000",14/11/2021,"$1,600,200"
56,Townhouse,"$3,773",1525 sqft,Yes,$518,R2633734,,Residential,2002,,"13 - 19148 124 Ave, Pitt Meadows, BC",2,3,0,15/11/2021,"$790,000",07/12/2021,"$818,000"
57,Apartment/Condominium,"$2,873",1260 sqft,Yes,$460,R2636057,,Residential,1994,,"112 - 19142 122 Ave, Pitt Meadows, BC",2,2,2,28/11/2021,"$579,900",06/12/2021,"$681,000"
58,Single Family Residence,"$5,383",2317 sqft,Yes,$604,R2636491,,Residential,1989,,"11824 189b St, Pitt Meadows, BC",2,4,6,30/11/2021,"$1,399,785",06/12/2021,"$1,581,785"
59,Single Family Residence,"$5,791",2482 sqft,Yes,$640,R2636811,,Residential,2009,,"19292 Fieldstone Walk, Pitt Meadows, BC",2,4,4,30/11/2021,"$1,588,800",07/12/2021,"$1,617,000"
60,Single Family Residence,"$5,296",2009 sqft,Yes,$547,R2635972,,Residential,2005,,"12138 Mcmyn Ave, Pitt Meadows, BC",2,3,4,25/11/2021,"$1,099,000",06/12/2021,"$1,421,000"
61,Apartment/Condominium,"$3,199",1053 sqft,Yes,$569,R2629974,,Residential,2007,,"425 - 19677 Meadow Gardens Way, Pitt Meadows, BC",2,2,1,28/10/2021,"$599,500",09/12/2021,"$541,000"
62,Townhouse,"$5,381",1866 sqft,Yes,$690,R2636485,,Residential,2009,,"33 - 19538 Bishops Reach, Pitt Meadows, BC",3,3,4,29/11/2021,"$1,288,000",06/12/2021,"$1,415,000"
63,Apartment/Condominium,"$2,767",760 sqft,Yes,$591,R2636824,,Residential,2010,,"906 - 12069 Harris Rd, Pitt Meadows, BC",1,1,1,28/11/2021,"$449,500",05/12/2021,"$495,000"
64,Single Family Residence,"$5,296",3046 sqft,Yes,$524,R2640587,,Residential,1985,,"19716 Wildwood Cres S, Pitt Meadows, BC",2,5,6,03/01/2022,"$1,598,000",07/01/2022,"$1,701,000"
65,Manufactured Home,"$1,322",924 sqft,No,$486,R2638780,,Residential,2004,,"19635 Planetree Lane, Pitt Meadows, BC",2,2,3,11/12/2021,"$449,900",03/01/2022,"$449,900"
66,Townhouse,,1384 sqft,Yes,$670,R2636746,,Residential,2021,,"87 - 19451 Sutton Ave, Pitt Meadows, BC",2,3,2,30/11/2021,"$928,000",29/12/2021,"$957,250"
67,Single Family Residence,"$1,163",2902 sqft,Yes,$758,R2638952,,Residential,1978,,"17456 Kennedy Rd, Pitt Meadows, BC",3,4,10,13/12/2021,"$2,199,800",09/01/2022,"$2,250,000"
68,Single Family Residence,"$4,933",2548 sqft,No,$545,R2889568,,Residential,1974,,"11722 193b St, Pitt Meadows, BC",2,5,0,02/06/2024,"$1,388,880",-,Not Sold Yet
69,Townhouse,"$3,684",1518 sqft,No,$494,R2640811,,Residential,1996,,"53 - 12449 191 St, Pitt Meadows, BC",2,4,2,03/01/2022,"$749,900",10/01/2022,"$800,000"
70,Single Family Residence,"$5,626",2327 sqft,Yes,$639,R2640687,,Residential,2006,,"19275 Fieldstone Walk, Pitt Meadows, BC",2,4,4,02/01/2022,"$1,488,800",09/01/2022,"$1,525,000"
71,Apartment/Condominium,"$3,102",940 sqft,Yes,$723,R2901142,,Residential,2014,,"312 - 12655 190a St, Pitt Meadows, BC",2,2,2,01/07/2024,"$679,900",-,Not Sold Yet
72,Townhouse,"$3,661",1417 sqft,Yes,$585,R2898312,,Residential,2005,,"38 - 11067 Barnston View Rd, Pitt Meadows, BC",2,2,2,23/06/2024,"$829,900",-,Not Sold Yet
73,Single Family Residence,"$4,653",2693 sqft,Yes,$478,R2645748,,Residential,1999,,"19771 Sunset Lane, Pitt Meadows, BC",2,4,4,21/01/2022,"$1,288,000",30/01/2022,"$1,400,000"
74,Multi Family,,2140 sqft,Yes,$602,R2703443,,Residential,2022,,"11731 Blakely Rd, Pitt Meadows, BC",4,4,2,21/06/2022,"$1,290,000",-,-
75,Single Family Residence,"$6,328",5000 sqft,Yes,$920,R2627405,,Residential,2008,,"13411 Sharpe Rd, Pitt Meadows, BC",7,7,10,19/10/2021,"$4,600,000",05/02/2022,"$4,300,000"
76,Single Family Residence,"$5,070",2893 sqft,Yes,$553,R2645871,,Residential,1982,,"19666 Wildwood Cres S, Pitt Meadows, BC",2,4,5,24/01/2022,"$1,599,900",05/02/2022,"$1,525,222"
77,Single Family Residence,"$4,892",2550 sqft,Yes,$588,R2648705,,Residential,1977,,"19548 120b Ave, Pitt Meadows, BC",2,4,6,31/01/2022,"$1,499,900",06/02/2022,"$1,499,900"
78,Apartment/Condominium,"$3,318",1059 sqft,Yes,$565,R2645098,,Residential,2010,,"501 - 12069 Harris Rd, Pitt Meadows, BC",2,2,1,23/01/2022,"$599,000",31/01/2022,"$650,000"
79,Single Family Residence,"$5,708",2860 sqft,Yes,$506,R2645651,,Residential,1990,,"12372 189a St, Pitt Meadows, BC",3,5,8,24/01/2022,"$1,449,900",30/01/2022,"$1,630,000"
80,Townhouse,"$3,368",1260 sqft,No,$554,R2654111,,Residential,1991,,"38 - 19160 119 Ave, Pitt Meadows, BC",2,2,2,14/02/2022,"$699,000",21/02/2022,"$765,000"
81,Multi Family,,1920 sqft,Yes,$692,R2649020,,Residential,2022,,"129 - 19451 Sutton Ave, Pitt Meadows, BC",3,4,2,02/02/2022,"$1,329,900",21/02/2022,"$1,329,900"
82,Townhouse,"$3,671",1561 sqft,No,$383,R2652793,,Residential,1982,,"29 - 12180 189a St, Pitt Meadows, BC",2,3,1,13/02/2022,"$599,000",21/02/2022,"$785,000"
83,Apartment/Condominium,"$2,776",1145 sqft,Yes,$545,R2653893,,Residential,1996,,"210 - 12155 191b St, Pitt Meadows, BC",2,2,2,15/02/2022,"$624,900",21/02/2022,"$688,900"
84,Apartment/Condominium,"$2,815",1065 sqft,Yes,$563,R2652786,,Residential,1994,,"401 - 12464 191b St, Pitt Meadows, BC",2,2,1,13/02/2022,"$599,900",21/02/2022,"$600,000"
85,Townhouse,"$3,067",1124 sqft,Yes,$755,R2656736,,Residential,2021,,"58 - 19696 Hammond Rd, Pitt Meadows, BC",2,3,2,22/02/2022,"$849,000",24/02/2022,"$920,000"
86,Apartment/Condominium,"$3,121",1051 sqft,Yes,$607,R2654180,,Residential,2019,,"204 - 12460 191 St, Pitt Meadows, BC",2,2,2,16/02/2022,"$638,000",24/02/2022,"$681,000"
87,Apartment/Condominium,"$2,507",978 sqft,Yes,$560,R2653849,,Residential,1993,,"101 - 19122 122 Ave, Pitt Meadows, BC",1,1,2,15/02/2022,"$548,000",22/02/2022,"$548,000"
88,Apartment/Condominium,"$3,006",900 sqft,Yes,$709,R2662388,,Residential,2012,,"105 - 12525 190a St, Pitt Meadows, BC",2,2,2,07/03/2022,"$638,800",08/03/2022,"$700,000"
89,Townhouse,"$3,211",1566 sqft,Yes,$501,R2658809,,Residential,1991,,"56 - 19060 Ford Rd, Pitt Meadows, BC",2,3,2,28/02/2022,"$785,000",08/03/2022,"$810,000"
90,Apartment/Condominium,"$2,827",866 sqft,Yes,$713,R2660364,,Residential,2019,,"210 - 12460 191 St, Pitt Meadows, BC",2,2,1,01/03/2022,"$618,000",07/03/2022,"$615,000"
91,Single Family Residence,"$4,887",2562 sqft,No,$584,R2659214,,Residential,1976,,"11548 196b St, Pitt Meadows, BC",2,5,6,28/02/2022,"$1,497,500",10/03/2022,"$1,500,000"
92,Apartment/Condominium,"$3,079",900 sqft,Yes,$721,R2660509,,Residential,2013,,"304 - 12565 190a St, Pitt Meadows, BC",2,2,2,03/03/2022,"$649,000",07/03/2022,"$640,000"
93,Manufactured Home,"$1,290",833 sqft,No,$540,R2658936,,Residential,2005,,"37 - 19677 Poplar Dr, Pitt Meadows, BC",2,2,2,27/02/2022,"$449,900",08/03/2022,"$461,500"
94,Single Family Residence,"$4,938",2095 sqft,No,$643,R2659790,,Residential,1973,,"19340 Hammond Rd, Pitt Meadows, BC",3,5,3,01/03/2022,"$1,349,000",08/03/2022,"$1,480,000"
95,Multi Family,"$4,208",1649 sqft,Yes,$587,R2837746,,Residential,1992,,"12165 Mcmyn Ave, Pitt Meadows, BC",2,4,4,12/12/2023,"$969,000",-,-
96,Single Family Residence,"$5,075",2097 sqft,Yes,$667,R2661744,,Residential,1988,,"19630 Park Rd, Pitt Meadows, BC",2,4,6,08/03/2022,"$1,399,900",23/03/2022,"$1,335,000"
97,Apartment/Condominium,"$3,153",956 sqft,Yes,$711,R2668769,,Residential,2012,,"413 - 12655 190a St, Pitt Meadows, BC",2,2,2,23/03/2022,"$680,000",24/03/2022,"$730,000"
98,Single Family Residence,"$5,552",2085 sqft,Yes,$671,R2665477,,Residential,1989,,"12318 194a St, Pitt Meadows, BC",2,4,6,15/03/2022,"$1,400,000",23/03/2022,"$1,360,000"
99,Single Family Residence,"$4,965",1807 sqft,Yes,$718,R2665014,,Residential,1986,,"19544 Park Rd, Pitt Meadows, BC",2,3,4,14/03/2022,"$1,299,000",21/03/2022,"$1,304,000"
100,Apartment/Condominium,"$2,905",866 sqft,Yes,$749,R2667529,,Residential,2019,,"422 - 12460 191 St, Pitt Meadows, BC",2,2,1,21/03/2022,"$649,000",24/03/2022,"$649,000"
101,Apartment/Condominium,"$3,143",1173 sqft,Yes,$639,R2663702,,Residential,2007,,"320 - 12350 Harris Rd, Pitt Meadows, BC",2,3,2,10/03/2022,"$749,900",27/03/2022,"$745,000"
102,Townhouse,"$3,229",1631 sqft,Yes,$429,R2901992,,Residential,1992,,"36 - 19060 Ford Rd, Pitt Meadows, BC",2,3,2,03/07/2024,"$699,900",-,Not Sold Yet
103,Single Family Residence,"$4,882",2404 sqft,Yes,$613,R2661988,,Residential,1971,,"19324 120 Ave, Pitt Meadows, BC",2,4,5,05/03/2022,"$1,475,000",26/03/2022,"$1,467,500"
104,Apartment/Condominium,"$3,092",843 sqft,Yes,$711,R2896377,,Residential,2007,,"404 - 19673 Meadow Gardens Way, Pitt Meadows, BC",1,1,1,17/06/2024,"$599,900",-,Not Sold Yet
105,Townhouse,"$3,528",1399 sqft,Yes,$482,R2672953,,Residential,1996,,"42 - 12449 191 St, Pitt Meadows, BC",1,3,2,04/04/2022,"$675,000",07/04/2022,"$755,000"
106,Single Family Residence,"$5,107",1690 sqft,Yes,$709,R2673246,,Residential,1989,,"19637 Maple Pl, Pitt Meadows, BC",2,3,6,04/04/2022,"$1,198,800",10/04/2022,"$1,150,000"
107,Apartment/Condominium,"$3,038",940 sqft,Yes,$690,R2760896,,Residential,2013,,"207 - 12565 190a St, Pitt Meadows, BC",2,2,2,19/03/2023,"$649,000",13/04/2023,"$640,000"
108,Apartment/Condominium,"$3,547",1221 sqft,Yes,$572,R2673114,,Residential,2007,,"329 - 19673 Meadow Gardens Way, Pitt Meadows, BC",2,2,2,04/04/2022,"$699,000",09/04/2022,"$842,000"
109,Single Family Residence,"$5,140",2238 sqft,Yes,$580,R2673713,,Residential,1988,,"19712 Cedar Lane, Pitt Meadows, BC",2,4,4,04/04/2022,"$1,299,900",11/04/2022,"$1,380,000"
110,Single Family Residence,"$5,259",2107 sqft,Yes,$701,R2672979,,Residential,1982,,"11601 Bonson Rd, Pitt Meadows, BC",2,3,6,04/04/2022,"$1,478,000",11/04/2022,"$1,430,000"
111,Apartment/Condominium,"$3,065",942 sqft,Yes,$679,R2671346,,Residential,2012,,"309 - 12525 190a St, Pitt Meadows, BC",2,2,1,30/03/2022,"$639,900",09/04/2022,"$639,900"
112,Single Family Residence,"$5,351",2315 sqft,Yes,$600,R2684786,,Residential,2004,,"19106 Doerksen Dr, Pitt Meadows, BC",2,4,4,02/05/2022,"$1,389,000",05/05/2022,"$1,389,000"
113,Townhouse,"$3,293",1275 sqft,Yes,$603,R2681838,,Residential,1992,,"19 - 12188 Harris Rd, Pitt Meadows, BC",2,3,2,25/04/2022,"$769,000",09/05/2022,"$760,000"
114,Apartment/Condominium,"$3,611",1315 sqft,Yes,$630,R2682786,,Residential,2019,,"319 - 12460 191 St, Pitt Meadows, BC",2,3,2,28/04/2022,"$829,000",08/05/2022,"$820,000"
115,Apartment/Condominium,"$2,634",1190 sqft,Yes,$453,R2685185,,Residential,1992,,"107 - 19241 Ford Rd, Pitt Meadows, BC",2,2,1,03/05/2022,"$539,900",10/05/2022,"$610,000"
116,Single Family Residence,"$5,768",2671 sqft,Yes,$664,R2685418,,Residential,2005,,"19578 Shinglebolt Cres, Pitt Meadows, BC",2,4,4,04/05/2022,"$1,774,900",09/05/2022,"$1,800,000"
117,Townhouse,"$3,468",1414 sqft,Yes,$509,R2684017,,Residential,1994,,"9 - 19034 Mcmyn Rd, Pitt Meadows, BC",2,3,2,01/05/2022,"$720,000",10/05/2022,"$730,000"
118,Apartment/Condominium,"$2,676",937 sqft,No,$704,R2812264,,Residential,2007,,"117 - 19677 Meadow Gardens Way, Pitt Meadows, BC",2,2,1,01/09/2023,"$659,900",-,-
119,Single Family Residence,"$5,277",2180 sqft,Yes,$705,R2683970,,Residential,1989,,"19657 Maple Pl, Pitt Meadows, BC",2,4,9,02/05/2022,"$1,539,000",06/05/2022,"$1,525,000"
120,Single Family Residence,"$6,323",3950 sqft,Yes,$455,R2687891,,Residential,2017,,"19540 Hammond Rd, Pitt Meadows, BC",4,5,4,09/05/2022,"$1,799,000",11/06/2022,"$1,725,000"
121,Townhouse,"$2,871",956 sqft,Yes,$658,R2698303,,Residential,2007,,"115 - 12350 Harris Rd, Pitt Meadows, BC",2,2,2,08/06/2022,"$630,000",10/06/2022,"$630,000"
122,Apartment/Condominium,"$2,685",772 sqft,Yes,$672,R2697133,,Residential,2010,,"406 - 12069 Harris Rd, Pitt Meadows, BC",1,1,1,06/06/2022,"$519,000",10/06/2022,"$510,000"
123,Apartment/Condominium,"$3,607",1209 sqft,Yes,$578,R2681596,,Residential,2010,,"507 - 12069 Harris Rd, Pitt Meadows, BC",2,3,1,25/04/2022,"$699,000",13/06/2022,"$695,000"
124,Apartment/Condominium,"$3,079",911 sqft,Yes,$713,R2684087,,Residential,2011,,"302 - 12525 190a St, Pitt Meadows, BC",2,2,2,01/05/2022,"$649,900",09/06/2022,"$620,000"
125,Multi Family,"$4,649",1943 sqft,No,$539,R2697569,,Residential,1998,,"11890 Blakely Rd, Pitt Meadows, BC",3,5,4,06/06/2022,"$1,049,000",08/06/2022,"$1,040,000"
126,Townhouse,"$3,799",1567 sqft,Yes,$532,R2698200,,Residential,2007,,"73 - 19572 Fraser Way, Pitt Meadows, BC",2,3,2,08/06/2022,"$835,000",09/06/2022,"$833,000"
127,Townhouse,"$3,497",1477 sqft,Yes,$506,R2694443,,Residential,1995,,"19 - 19044 118b Ave, Pitt Meadows, BC",2,2,2,29/05/2022,"$748,800",07/06/2022,"$745,000"
128,Multi Family,"$4,722",1937 sqft,Yes,$567,R2707744,,Residential,1999,,"18930 119 Ave, Pitt Meadows, BC",2,3,4,07/07/2022,"$1,099,000",17/07/2022,"$1,045,000"
129,Apartment/Condominium,"$3,877",1328 sqft,Yes,$602,R2706079,,Residential,2010,,"907 - 12079 Harris Rd, Pitt Meadows, BC",2,3,2,03/07/2022,"$799,900",08/07/2022,"$790,000"
130,Townhouse,"$3,400",1403 sqft,Yes,$591,R2705352,,Residential,2007,,"34 - 19572 Fraser Way, Pitt Meadows, BC",2,2,1,28/06/2022,"$829,900",05/07/2022,"$822,000"
131,Apartment/Condominium,"$2,698",1150 sqft,Yes,$560,R2698702,,Residential,1993,,"110 - 19121 Ford Rd, Pitt Meadows, BC",2,2,2,06/06/2022,"$645,000",09/07/2022,"$618,500"
132,Single Family Residence,"$7,117",3060 sqft,Yes,$587,R2706507,,Residential,1990,,"12507 188 St, Pitt Meadows, BC",3,5,10,03/07/2022,"$1,798,000",12/07/2022,"$1,750,000"
133,Townhouse,"$3,991",1854 sqft,Yes,$485,R2706075,,Residential,2004,,"9 - 19063 Mcmyn Rd, Pitt Meadows, BC",2,3,3,03/07/2022,"$899,999",07/07/2022,"$915,000"
