mlsId,price,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,soldDate,listingDate,listingPrice
R2805073,500000.0,2.0,2.0,"3110 Trafalgar St, Abbotsford, BC, Canada",1537.0,1.0,1792.0,308.0,1992.0,Townhouse,09/08/2023,2023-08-07,474700.0
R2802499,415000.0,1.0,1.0,"32838 Landeau Pl, Abbotsford, BC, Canada",664.0,1.0,1542.0,647.0,2021.0,Condo,09/08/2023,2023-07-27,429900.0
R2796912,1130000.0,5.0,3.0,"36745 Dianne Brook Ave, Abbotsford, BC, Canada",2781.0,4.0,4355.0,422.0,2021.0,SingleFamily,08/08/2023,2023-07-10,1175000.0
R2803894,465000.0,2.0,2.0,"33708 King Rd, Abbotsford, BC, Canada",915.0,2.0,1656.0,436.0,1994.0,Condo,08/08/2023,2023-08-01,399000.0
R2802184,1150000.0,4.0,2.0,"1883 Viewgrove Pl, Abbotsford, BC, Canada",2252.0,6.0,4839.0,566.0,1980.0,SingleFamily,08/08/2023,2023-07-25,1275000.0
R2759420,1275000.0,5.0,3.0,"36082 Southridge Pl, Abbotsford, BC, Canada",3335.0,4.0,4855.0,382.0,1985.0,SingleFamily,08/08/2023,2023-03-12,1275000.0
R2801061,1690000.0,4.0,3.0,"37721 Dawson Rd, Abbotsford, BC, Canada",2288.0,10.0,5386.0,738.0,1987.0,SingleFamily,07/08/2023,2023-07-24,1690000.0
R2802916,510000.0,2.0,2.0,"33338 Mayfair Ave, Abbotsford, BC, Canada",1058.0,2.0,1985.0,491.0,2007.0,Condo,07/08/2023,2023-07-31,519800.0
R2803694,380000.0,2.0,2.0,"32669 George Ferguson Way, Abbotsford, BC, Canada",1238.0,2.0,1496.0,266.0,1986.0,Condo,07/08/2023,2023-08-01,329900.0
R2798993,485000.0,2.0,2.0,"33568 George Ferguson Way, Abbotsford, BC, Canada",780.0,1.0,1819.0,640.0,2021.0,Condo,07/08/2023,2023-07-16,499700.0
R2802093,770000.0,4.0,3.0,"3070 Townline Rd, Abbotsford, BC, Canada",1980.0,2.0,2705.0,378.0,1993.0,Townhouse,07/08/2023,2023-07-25,749900.0
R2789672,550000.0,2.0,1.0,"34643 2nd Ave, Abbotsford, BC, Canada",900.0,2.0,3701.0,694.0,9999.0,SingleFamily,07/08/2023,2023-06-19,625000.0
R2802222,398000.0,2.0,1.0,"1750 Mckenzie Rd, Abbotsford, BC, Canada",951.0,2.0,1612.0,419.0,1990.0,Townhouse,07/08/2023,2023-07-25,399000.0
R2802959,1131031.0,5.0,3.0,"32993 Malahat Pl, Abbotsford, BC, Canada",2142.0,4.0,4759.0,560.0,1987.0,SingleFamily,06/08/2023,2023-07-30,1199700.0
R2804100,700000.0,2.0,2.0,"2838 Livingstone Ave, Abbotsford, BC, Canada",1307.0,4.0,2698.0,512.0,2019.0,Townhouse,06/08/2023,2023-08-02,669800.0
R2803842,615000.0,3.0,2.0,"2649 James St, Abbotsford, BC, Canada",1097.0,2.0,2253.0,569.0,2021.0,Condo,06/08/2023,2023-08-01,624900.0
R2803630,389900.0,2.0,1.0,"2700 Mccallum Rd, Abbotsford, BC, Canada",907.0,1.0,1584.0,429.0,1989.0,Condo,06/08/2023,2023-08-02,389900.0
R2802889,478000.0,2.0,2.0,"32120 Mount Waddington Ave, Abbotsford, BC, Canada",1233.0,1.0,1713.0,385.0,1995.0,Condo,06/08/2023,2023-07-30,475000.0
R2803640,485000.0,2.0,2.0,"3176 Gladwin Rd, Abbotsford, BC, Canada",1083.0,1.0,1692.0,447.0,1997.0,Condo,05/08/2023,2023-08-02,484900.0
R2787571,1270000.0,6.0,4.0,"30524 Robin Dr, Abbotsford, BC, Canada",2745.0,5.0,5083.0,480.0,1994.0,SingleFamily,05/08/2023,2023-06-10,1318000.0
R2793504,457500.0,1.0,1.0,"31158 Westridge Pl, Abbotsford, BC, Canada",662.0,2.0,1905.0,708.0,2021.0,Condo,05/08/2023,2023-06-28,469000.0
R2802840,407500.0,2.0,1.0,"1750 Mckenzie Rd, Abbotsford, BC, Canada",961.0,1.0,1567.0,431.0,1990.0,Townhouse,04/08/2023,2023-07-29,415000.0
R2797413,1200000.0,3.0,3.0,"35672 Hawksview Pl, Abbotsford, BC, Canada",2608.0,4.0,4793.0,465.0,2001.0,SingleFamily,04/08/2023,2023-07-11,1214900.0
R2803995,410000.0,1.0,1.0,"3182 Gladwin Rd, Abbotsford, BC, Canada",616.0,1.0,1980.0,649.0,2022.0,Condo,04/08/2023,2023-08-02,399900.0
R2793815,1150000.0,5.0,1.0,"2720 Maple St, Abbotsford, BC, Canada",2478.0,8.0,4518.0,484.0,1956.0,SingleFamily,03/08/2023,2023-06-29,1199900.0
R2793974,600000.0,3.0,2.0,"2632 Pauline St, Abbotsford, BC, Canada",1088.0,2.0,1915.0,565.0,2008.0,Condo,03/08/2023,2023-06-29,615000.0
R2793881,683000.0,4.0,3.0,"3070 Townline Rd, Abbotsford, BC, Canada",1915.0,2.0,2417.0,365.0,1993.0,Townhouse,03/08/2023,2023-07-04,699900.0
R2799260,729000.0,3.0,3.0,"1973 Winfield Dr, Abbotsford, BC, Canada",2333.0,0.0,2256.0,321.0,1993.0,Townhouse,02/08/2023,2023-07-23,749900.0
R2802452,570000.0,2.0,2.0,"34959 Old Clayburn Rd, Abbotsford, BC, Canada",1575.0,1.0,2461.0,363.0,1988.0,Townhouse,02/08/2023,2023-07-31,572000.0
R2799265,472500.0,2.0,2.0,"3150 Gladwin Rd, Abbotsford, BC, Canada",1145.0,1.0,1890.0,414.0,1990.0,Condo,02/08/2023,2023-07-13,475000.0
R2799750,488500.0,2.0,2.0,"32120 Mount Waddington Ave, Abbotsford, BC, Canada",1233.0,1.0,1668.0,405.0,1995.0,Condo,02/08/2023,2023-07-18,499900.0
R2803645,708300.0,3.0,3.0,"2989 Trafalgar St, Abbotsford, BC, Canada",2321.0,2.0,2240.0,305.0,1985.0,Townhouse,02/08/2023,2023-07-30,708800.0
R2803496,418000.0,2.0,2.0,"2964 Trethewey St, Abbotsford, BC, Canada",921.0,1.0,1541.0,461.0,1993.0,Condo,01/08/2023,2023-07-31,424900.0
R2790478,325000.0,2.0,1.0,"33490 Cottage Lane, Abbotsford, BC, Canada",1013.0,1.0,1018.0,330.0,1981.0,Condo,01/08/2023,2023-06-19,334500.0
R2801800,373000.0,1.0,1.0,"2964 Trethewey St, Abbotsford, BC, Canada",815.0,1.0,1444.0,465.0,1993.0,Condo,01/08/2023,2023-07-25,379000.0
R2800783,1190000.0,5.0,3.0,"31391 Marshall Rd, Abbotsford, BC, Canada",2592.0,7.0,5441.0,470.0,1997.0,SingleFamily,01/08/2023,2023-07-24,1219999.0
R2802802,1050000.0,3.0,3.0,"2818 Westside Pl, Abbotsford, BC, Canada",2287.0,6.0,4711.0,469.0,1990.0,SingleFamily,01/08/2023,2023-07-27,1074700.0
R2803350,455000.0,2.0,2.0,"31771 Peardonville Rd, Abbotsford, BC, Canada",900.0,1.0,1704.0,499.0,1994.0,Condo,31/07/2023,2023-07-31,449900.0
R2799712,850000.0,3.0,2.0,"4001 Old Clayburn Rd, Abbotsford, BC, Canada",2746.0,2.0,3412.0,327.0,1993.0,Townhouse,31/07/2023,2023-07-18,899000.0
R2802366,1045000.0,4.0,3.0,"35298 Munroe Ave, Abbotsford, BC, Canada",2224.0,4.0,4225.0,449.0,1988.0,SingleFamily,31/07/2023,2023-07-26,999900.0
R2795336,870000.0,3.0,1.0,"2455 Aladdin Cres, Abbotsford, BC, Canada",1495.0,2.0,4174.0,601.0,1976.0,SingleFamily,31/07/2023,2023-07-04,899900.0
R2799267,1150000.0,4.0,2.0,"2235 Broadway St, Abbotsford, BC, Canada",2138.0,5.0,4933.0,549.0,1970.0,SingleFamily,31/07/2023,2023-07-18,1175000.0
R2791914,1270000.0,3.0,3.0,"35823 Timberlane Dr, Abbotsford, BC, Canada",2576.0,8.0,5204.0,543.0,1990.0,SingleFamily,31/07/2023,2023-06-26,1398800.0
R2791604,295500.0,1.0,1.0,"32733 Broadway St East, Abbotsford, BC, Canada",665.0,1.0,908.0,450.0,1982.0,Condo,30/07/2023,2023-06-22,299750.0
R2777148,303000.0,2.0,1.0,"32870 George Ferguson Way, Abbotsford, BC, Canada",915.0,1.0,1177.0,349.0,1976.0,Condo,30/07/2023,2023-05-09,320000.0
R2799083,455000.0,1.0,1.0,"2120 Gladwin Rd, Abbotsford, BC, Canada",662.0,1.0,1802.0,702.0,2021.0,Condo,30/07/2023,2023-07-19,464900.0
R2798616,395000.0,2.0,2.0,"33123 George Ferguson Way, Abbotsford, BC, Canada",1432.0,2.0,1665.0,279.0,1990.0,Townhouse,29/07/2023,2023-07-16,399800.0
R2802109,779900.0,3.0,2.0,"27735 Roundhouse Dr, Abbotsford, BC, Canada",1276.0,3.0,2778.0,611.0,2019.0,Townhouse,29/07/2023,2023-07-26,779900.0
R2791262,485000.0,2.0,2.0,"2962 Nelson Pl, Abbotsford, BC, Canada",2034.0,1.0,1649.0,245.0,1984.0,Townhouse,28/07/2023,2023-06-20,499900.0
R2802406,745000.0,3.0,2.0,"2068 Winfield Dr, Abbotsford, BC, Canada",1687.0,2.0,2747.0,432.0,1998.0,Townhouse,28/07/2023,2023-07-27,729900.0
R2797972,415000.0,2.0,2.0,"3063 Immel St, Abbotsford, BC, Canada",885.0,1.0,1415.0,480.0,1993.0,Condo,28/07/2023,2023-07-11,425000.0
R2793186,425000.0,2.0,2.0,"32725 George Ferguson Way, Abbotsford, BC, Canada",900.0,1.0,1414.0,499.0,1992.0,Condo,27/07/2023,2023-06-28,449900.0
R2800898,412500.0,2.0,2.0,"2962 Trethewey St, Abbotsford, BC, Canada",927.0,1.0,1579.0,452.0,1993.0,Condo,27/07/2023,2023-07-24,419700.0
R2800872,438900.0,2.0,2.0,"31955 Old Yale Rd, Abbotsford, BC, Canada",1240.0,2.0,1332.0,353.0,1981.0,Condo,24/07/2023,2023-07-23,438900.0
R2798649,480000.0,2.0,2.0,"33280 Bourquin Cres E, Abbotsford, BC, Canada",1128.0,1.0,1644.0,425.0,1993.0,Condo,23/07/2023,2023-07-19,479900.0
R2799743,1150000.0,4.0,1.0,"37405 Atkinson Rd, Abbotsford, BC, Canada",2530.0,9.0,4543.0,395.0,9999.0,SingleFamily,23/07/2023,2023-07-18,999700.0
R2793559,517500.0,2.0,2.0,"2955 Diamond Cres, Abbotsford, BC, Canada",931.0,1.0,1567.0,569.0,2006.0,Condo,22/07/2023,2023-07-04,529900.0
R2790963,650000.0,3.0,2.0,"32633 Simon Ave, Abbotsford, BC, Canada",1188.0,1.0,2224.0,559.0,2019.0,Townhouse,19/07/2023,2023-06-18,665000.0
R2799861,985000.0,5.0,2.0,"3390 Sechelt Terr, Abbotsford, BC, Canada",2010.0,4.0,4652.0,497.0,1983.0,SingleFamily,16/07/2023,2023-07-16,999900.0
R2797863,437000.0,2.0,2.0,"2772 Clearbrook Rd, Abbotsford, BC, Canada",1050.0,1.0,1197.0,412.0,1996.0,Condo,16/07/2023,2023-07-12,432900.0
R2796291,675000.0,3.0,3.0,"35287 Old Yale Rd, Abbotsford, BC, Canada",1804.0,2.0,2531.0,376.0,1999.0,Townhouse,16/07/2023,2023-07-09,680000.0
R2796898,540000.0,2.0,2.0,"32838 Ventura Ave, Abbotsford, BC, Canada",883.0,1.0,1886.0,619.0,2021.0,Condo,16/07/2023,2023-07-09,547000.0
R2798065,1132000.0,5.0,2.0,"32595 Rossland Pl, Abbotsford, BC, Canada",2351.0,6.0,4301.0,495.0,1974.0,SingleFamily,15/07/2023,2023-07-11,1164000.0
R2789515,875000.0,4.0,3.0,"31517 Spur Ave, Abbotsford, BC, Canada",2812.0,2.0,2856.0,316.0,2004.0,Townhouse,15/07/2023,2023-06-14,889900.0
R2797820,391000.0,1.0,1.0,"33318 Bourquin Cres E, Abbotsford, BC, Canada",663.0,1.0,1263.0,580.0,2006.0,Condo,15/07/2023,2023-07-13,384999.0
R2798149,514900.0,2.0,2.0,"2943 Nelson Pl, Abbotsford, BC, Canada",979.0,2.0,1696.0,525.0,2009.0,Condo,15/07/2023,2023-07-13,514900.0
R2781721,525000.0,2.0,2.0,"31158 Westridge Pl, Abbotsford, BC, Canada",861.0,2.0,1889.0,615.0,2021.0,Condo,15/07/2023,2023-05-25,529888.0
R2775051,498000.0,3.0,2.0,"2962 Nelson Pl, Abbotsford, BC, Canada",2062.0,1.0,1691.0,242.0,1984.0,Townhouse,14/07/2023,2023-05-07,499900.0
R2787211,1850000.0,4.0,3.0,"29533 Marsh Mccormick Rd, Abbotsford, BC, Canada",2692.0,8.0,6040.0,693.0,1976.0,SingleFamily,14/07/2023,2023-06-10,1867000.0
R2795345,1260000.0,3.0,3.0,"2307 Olympia Pl, Abbotsford, BC, Canada",2716.0,6.0,4509.0,460.0,1988.0,SingleFamily,14/07/2023,2023-07-09,1250000.0
R2787805,1155000.0,4.0,2.0,"2901 Mccallum Rd, Abbotsford, BC, Canada",2287.0,12.0,4746.0,480.0,1944.0,SingleFamily,14/07/2023,2023-06-12,1099000.0
R2791874,690000.0,3.0,2.0,"36060 Old Yale Rd, Abbotsford, BC, Canada",1417.0,2.0,2270.0,493.0,1992.0,Townhouse,14/07/2023,2023-06-25,699700.0
R2796061,665000.0,4.0,3.0,"32917 Amicus Pl, Abbotsford, BC, Canada",2121.0,2.0,2190.0,282.0,1983.0,Townhouse,14/07/2023,2023-07-09,600000.0
R2796704,577000.0,2.0,3.0,"34959 Old Clayburn Rd, Abbotsford, BC, Canada",1372.0,1.0,1733.0,429.0,1988.0,Townhouse,13/07/2023,2023-07-09,589900.0
R2792178,340000.0,1.0,1.0,"33900 Mayfair Ave, Abbotsford, BC, Canada",575.0,1.0,1113.0,600.0,1971.0,Townhouse,12/07/2023,2023-06-25,345000.0
R2794550,970000.0,3.0,2.0,"3525 Cariboo Crt, Abbotsford, BC, Canada",1498.0,4.0,4196.0,667.0,1977.0,SingleFamily,12/07/2023,2023-07-03,999900.0
R2794976,465000.0,2.0,2.0,"33728 King Rd, Abbotsford, BC, Canada",947.0,2.0,1394.0,491.0,1996.0,Condo,12/07/2023,2023-07-04,465000.0
R2793424,955000.0,2.0,1.0,"32084 Debreen Cres, Abbotsford, BC, Canada",1132.0,6.0,4058.0,794.0,1969.0,SingleFamily,12/07/2023,2023-06-28,899900.0
R2796405,370000.0,2.0,1.0,"3380 Gladwin Rd, Abbotsford, BC, Canada",1312.0,2.0,1628.0,285.0,1992.0,Townhouse,12/07/2023,2023-07-09,375000.0
R2790902,885000.0,4.0,3.0,"3270 Blue Jay St, Abbotsford, BC, Canada",2113.0,2.0,2892.0,425.0,1998.0,Townhouse,12/07/2023,2023-06-21,899900.0
R2797710,400000.0,2.0,2.0,"2750 Fairlane St, Abbotsford, BC, Canada",1017.0,1.0,1443.0,392.0,1993.0,Condo,12/07/2023,2023-07-11,399000.0
R2794828,1680000.0,5.0,3.0,"35481 Eagle Summit Dr, Abbotsford, BC, Canada",3748.0,4.0,6868.0,453.0,2016.0,SingleFamily,12/07/2023,2023-07-03,1699995.0
R2783720,670000.0,3.0,2.0,"32445 Simon Ave, Abbotsford, BC, Canada",1080.0,2.0,2179.0,634.0,2018.0,Condo,11/07/2023,2023-06-05,685000.0
R2795282,541000.0,2.0,2.0,"2038 Sandalwood Cres, Abbotsford, BC, Canada",1055.0,2.0,1783.0,521.0,2009.0,Condo,11/07/2023,2023-07-05,549900.0
R2783576,800000.0,3.0,1.0,"2732 Sandon Dr, Abbotsford, BC, Canada",1480.0,6.0,3262.0,539.0,1976.0,MultiFamily,11/07/2023,2023-05-28,799000.0
R2782103,1217250.0,5.0,2.0,"2119 Lonsdale Cres, Abbotsford, BC, Canada",2364.0,6.0,4944.0,535.0,1974.0,SingleFamily,11/07/2023,2023-05-30,1267000.0
R2793474,474800.0,2.0,2.0,"3190 Gladwin Rd, Abbotsford, BC, Canada",1080.0,1.0,1664.0,439.0,1993.0,Condo,11/07/2023,2023-06-27,474800.0
R2793853,485000.0,2.0,2.0,"2451 Gladwin Rd, Abbotsford, BC, Canada",1449.0,1.0,1618.0,331.0,1991.0,Condo,11/07/2023,2023-07-04,479900.0
R2788121,1450000.0,3.0,3.0,"39840 Old Yale Rd, Abbotsford, BC, Canada",1803.0,0.0,4889.0,887.0,2016.0,SingleFamily,11/07/2023,2023-06-13,1600000.0
R2791032,865000.0,2.0,2.0,"3348 Mount Lehman Rd, Abbotsford, BC, Canada",1600.0,4.0,2758.0,555.0,2008.0,Townhouse,11/07/2023,2023-06-20,889000.0
R2785704,745000.0,4.0,3.0,"34332 Maclure Rd, Abbotsford, BC, Canada",2197.0,2.0,2443.0,357.0,1994.0,Townhouse,10/07/2023,2023-06-07,784900.0
R2793806,627700.0,3.0,1.0,"2989 Trafalgar St, Abbotsford, BC, Canada",1722.0,3.0,1847.0,364.0,1985.0,Townhouse,10/07/2023,2023-06-29,627700.0
R2782350,830000.0,4.0,3.0,"2088 Winfield Dr, Abbotsford, BC, Canada",2603.0,0.0,3227.0,320.0,2003.0,Townhouse,10/07/2023,2023-05-24,835000.0
R2796758,1065000.0,4.0,3.0,"3742 Davie St, Abbotsford, BC, Canada",2292.0,5.0,4008.0,470.0,1988.0,SingleFamily,10/07/2023,2023-07-09,1079000.0
R2792749,970000.0,4.0,3.0,"33971 Car Lin Lane, Abbotsford, BC, Canada",2082.0,4.0,3151.0,470.0,2009.0,SingleFamily,10/07/2023,2023-06-26,979900.0
R2787282,405000.0,2.0,2.0,"2960 Trethewey St, Abbotsford, BC, Canada",909.0,1.0,1328.0,467.0,1994.0,Condo,10/07/2023,2023-06-11,425000.0
R2791916,622000.0,4.0,2.0,"2830 Bourquin Cres W, Abbotsford, BC, Canada",1766.0,2.0,2030.0,372.0,1979.0,Townhouse,09/07/2023,2023-06-21,658000.0
R2795580,539900.0,2.0,2.0,"33280 Bourquin Cres E, Abbotsford, BC, Canada",1386.0,1.0,1687.0,389.0,1993.0,Condo,09/07/2023,2023-07-05,539900.0
R2794237,410000.0,2.0,2.0,"2958 Trethewey St, Abbotsford, BC, Canada",928.0,1.0,1286.0,449.0,1994.0,Condo,09/07/2023,2023-07-03,416700.0
R2794709,500000.0,2.0,2.0,"33280 Bourquin Cres E, Abbotsford, BC, Canada",1115.0,1.0,1370.0,430.0,1993.0,Condo,09/07/2023,2023-07-02,479900.0
R2757377,2200000.0,5.0,2.0,"5449 Glenmore Rd, Abbotsford, BC, Canada",2660.0,10.0,2282.0,936.0,1986.0,SingleFamily,09/07/2023,2023-03-02,2490000.0
R2783199,405000.0,2.0,1.0,"32691 Garibaldi Dr, Abbotsford, BC, Canada",1166.0,1.0,1382.0,364.0,1989.0,Townhouse,09/07/2023,2023-05-29,425000.0
R2793132,460000.0,2.0,2.0,"32830 George Ferguson Way, Abbotsford, BC, Canada",1265.0,2.0,1495.0,346.0,1993.0,Condo,09/07/2023,2023-07-03,437800.0
R2779480,1085000.0,5.0,3.0,"2170 Holly St, Abbotsford, BC, Canada",2356.0,7.0,4643.0,462.0,1977.0,SingleFamily,08/07/2023,2023-05-23,1089000.0
R2793481,740500.0,2.0,2.0,"4001 Old Clayburn Rd, Abbotsford, BC, Canada",1707.0,2.0,2459.0,468.0,1993.0,Townhouse,08/07/2023,2023-06-28,799900.0
R2794557,507500.0,2.0,2.0,"3150 Gladwin Rd, Abbotsford, BC, Canada",1160.0,1.0,1547.0,443.0,1990.0,Condo,07/07/2023,2023-07-06,514900.0
R2791525,660000.0,2.0,2.0,"2565 Ware St, Abbotsford, BC, Canada",1164.0,2.0,2135.0,575.0,2019.0,Condo,07/07/2023,2023-06-21,669900.0
R2795867,498000.0,2.0,2.0,"2990 Boulder St, Abbotsford, BC, Canada",950.0,2.0,1626.0,526.0,2007.0,Condo,07/07/2023,2023-07-06,499800.0
R2795179,1830000.0,5.0,4.0,"2648 Eagle Mountain Dr, Abbotsford, BC, Canada",4688.0,4.0,6847.0,383.0,2015.0,SingleFamily,07/07/2023,2023-07-04,1799800.0
R2781764,280000.0,2.0,1.0,"32055 Old Yale Rd, Abbotsford, BC, Canada",1160.0,1.0,920.0,245.0,1979.0,Condo,06/07/2023,2023-05-19,284900.0
R2777136,1025000.0,5.0,5.0,"34250 Fraser St, Abbotsford, BC, Canada",5512.0,15.0,4474.0,217.0,1992.0,SingleFamily,06/07/2023,2023-05-11,1199000.0
R2795850,341400.0,1.0,1.0,"30525 Cardinal Ave, Abbotsford, BC, Canada",550.0,1.0,1078.0,618.0,2009.0,Condo,06/07/2023,2023-07-05,339900.0
R2795578,470000.0,2.0,2.0,"33478 Roberts Ave, Abbotsford, BC, Canada",958.0,1.0,1459.0,490.0,1995.0,Condo,06/07/2023,2023-07-04,470000.0
R2796069,460000.0,2.0,2.0,"2678 Mccallum Rd, Abbotsford, BC, Canada",1233.0,2.0,1252.0,308.0,1988.0,Condo,06/07/2023,2023-07-06,380000.0
R2773891,545000.0,2.0,2.0,"32838 Landeau Pl, Abbotsford, BC, Canada",882.0,1.0,1996.0,622.0,2021.0,Condo,06/07/2023,2023-05-02,549000.0
R2793000,599900.0,3.0,1.0,"2830 Bourquin Cres W, Abbotsford, BC, Canada",1256.0,1.0,1935.0,477.0,1977.0,Townhouse,05/07/2023,2023-06-26,599900.0
R2791569,1980000.0,3.0,1.0,"28285 Myrtle Ave, Abbotsford, BC, Canada",2872.0,2.0,1505.0,731.0,1977.0,SingleFamily,05/07/2023,2023-06-21,2100000.0
R2789815,280000.0,2.0,1.0,"32055 Old Yale Rd, Abbotsford, BC, Canada",1026.0,1.0,891.0,282.0,1980.0,Condo,05/07/2023,2023-06-19,290000.0
R2785360,495000.0,2.0,2.0,"2943 Nelson Pl, Abbotsford, BC, Canada",982.0,2.0,1632.0,509.0,2009.0,Condo,05/07/2023,2023-06-05,499900.0
R2780585,2650000.0,4.0,3.0,"5751 Bradner Rd, Abbotsford, BC, Canada",2762.0,9.0,4080.0,977.0,1988.0,SingleFamily,05/07/2023,2023-05-22,2699000.0
R2792251,594000.0,3.0,2.0,"33293 Bourquin Cres E, Abbotsford, BC, Canada",1780.0,1.0,2116.0,336.0,1976.0,Townhouse,04/07/2023,2023-06-22,599000.0
R2764273,565200.0,3.0,2.0,"32691 Garibaldi Dr, Abbotsford, BC, Canada",1495.0,1.0,1703.0,380.0,1988.0,Townhouse,04/07/2023,2023-04-02,569565.0
R2793447,739900.0,3.0,3.0,"1973 Winfield Dr, Abbotsford, BC, Canada",2144.0,2.0,2256.0,345.0,1993.0,Townhouse,04/07/2023,2023-06-27,739900.0
R2788913,689900.0,2.0,2.0,"1450 Mccallum Rd, Abbotsford, BC, Canada",1951.0,1.0,2340.0,358.0,1989.0,Townhouse,04/07/2023,2023-06-11,699900.0
R2780807,357000.0,1.0,1.0,"1514 Mccallum Rd, Abbotsford, BC, Canada",450.0,1.0,598.0,822.0,2022.0,Condo,03/07/2023,2023-05-16,370000.0
R2792438,715000.0,3.0,3.0,"35287 Old Yale Rd, Abbotsford, BC, Canada",1881.0,2.0,2387.0,393.0,1999.0,Townhouse,03/07/2023,2023-06-26,739999.0
R2792127,635000.0,3.0,3.0,"32917 Amicus Pl, Abbotsford, BC, Canada",2223.0,2.0,2127.0,269.0,1983.0,Townhouse,03/07/2023,2023-06-25,599900.0
R2791382,1479000.0,6.0,3.0,"3690 Cobblestone Dr, Abbotsford, BC, Canada",3894.0,4.0,5847.0,392.0,1993.0,SingleFamily,03/07/2023,2023-06-22,1529900.0
R2781932,525000.0,2.0,2.0,"3115 Trafalgar St, Abbotsford, BC, Canada",1598.0,1.0,1774.0,343.0,1987.0,Townhouse,03/07/2023,2023-05-28,549000.0
R2794278,715000.0,3.0,3.0,"31406 Upper Maclure Rd, Abbotsford, BC, Canada",3021.0,2.0,2733.0,236.0,1999.0,Townhouse,03/07/2023,2023-07-03,714999.0
R2794529,780000.0,2.0,2.0,"3190 Gladwin Rd, Abbotsford, BC, Canada",1551.0,2.0,2736.0,502.0,1992.0,Condo,03/07/2023,2023-07-03,780000.0
R2792705,779000.0,2.0,2.0,"31517 Spur Ave, Abbotsford, BC, Canada",1540.0,2.0,2022.0,505.0,2001.0,Townhouse,02/07/2023,2023-06-25,779000.0
R2792733,1255000.0,5.0,3.0,"36218 Cassandra Dr, Abbotsford, BC, Canada",2900.0,6.0,5211.0,344.0,1996.0,SingleFamily,02/07/2023,2023-06-25,1000000.0
R2793520,850000.0,3.0,2.0,"34780 Anora Dr, Abbotsford, BC, Canada",1750.0,6.0,4101.0,485.0,1981.0,SingleFamily,02/07/2023,2023-06-25,850000.0
R2791339,628000.0,2.0,2.0,"2860 Trethewey St, Abbotsford, BC, Canada",1069.0,2.0,2160.0,587.0,2017.0,Condo,02/07/2023,2023-06-21,627900.0
R2795409,2072000.0,8.0,6.0,"31121 Deertrail Dr N, Abbotsford, BC, Canada",5002.0,4.0,5496.0,419.0,2021.0,SingleFamily,02/07/2023,2023-07-01,2099000.0
R2793129,629000.0,3.0,1.0,"3030 Trethewey St, Abbotsford, BC, Canada",1160.0,1.0,1973.0,542.0,1981.0,Townhouse,02/07/2023,2023-06-27,629000.0
R2788365,990000.0,3.0,2.0,"32656 Haida Dr, Abbotsford, BC, Canada",2135.0,5.0,3894.0,515.0,1988.0,SingleFamily,02/07/2023,2023-06-15,1100000.0
R2790509,485000.0,2.0,2.0,"3172 Gladwin Rd, Abbotsford, BC, Canada",1350.0,1.0,1640.0,362.0,1995.0,Condo,01/07/2023,2023-06-21,489000.0
