,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice
58,Apartment/Condominium,"$7,232",1373 sqft,Yes,"$1,656",R2904679,,Residential,2004,,"3104 - 1077 W Cordova St, Vancouver, BC",2,2,1,09/07/2024,"$2,275,000"
59,Apartment/Condominium,"$2,107",626 sqft,Yes,"$1,117",R2904357,,Residential,2007,,"2902 - 111 W Georgia St, Vancouver, BC",1,1,1,09/07/2024,"$699,800"
60,Apartment/Condominium,"$1,408",807 sqft,Yes,$618,R2904286,,Residential,1981,,"305 - 16 Lakewood Dr, Vancouver, BC",1,2,1,09/07/2024,"$499,000"
61,Townhouse,"$3,887",1177 sqft,No,"$1,146",R2904521,,Residential,1908,,"2638 Hemlock St, Vancouver, BC",1,2,0,09/07/2024,"$1,349,000"
62,Apartment/Condominium,"$1,910",843 sqft,Yes,$829,R2904590,,Residential,1999,,"317 - 3038 E Kent Ave S, Vancouver, BC",2,2,1,09/07/2024,"$699,000"
63,Townhouse,,1008 sqft,No,"$1,387",R2904214,,Residential,2024,,"2 - 2499 W 37 Th Ave, Vancouver, BC",2,2,0,09/07/2024,"$1,399,000"
64,Apartment/Condominium,"$2,245",809 sqft,No,"$1,197",R2904623,,Residential,1985,,"401 - 1345 W 4th Ave, Vancouver, BC",1,2,1,09/07/2024,"$969,000"
65,Apartment/Condominium,"$1,741",361 sqft,Yes,"$1,714",R2904791,,Residential,2020,,"2503 - 1480 Howe St, Vancouver, BC",1,1,0,09/07/2024,"$618,800"
66,Townhouse,"$2,619",1468 sqft,Yes,$744,R2904568,,Residential,1997,,"2877 Sotao Ave, Vancouver, BC",3,3,2,09/07/2024,"$1,093,000"
67,Single Family Residence,"$10,185",3254 sqft,Yes,"$1,161",R2904350,,Residential,1991,,"3335 Mayfair Ave, Vancouver, BC",3,6,2,09/07/2024,"$3,780,000"
68,Single Family Residence,"$7,713",2428 sqft,Yes,"$1,153",R2904777,,Residential,1947,,"7710 Granville St, Vancouver, BC",2,3,1,09/07/2024,"$2,800,000"
69,Apartment/Condominium,"$2,205",487 sqft,Yes,"$1,700",R2904790,,Residential,2020,,"2310 - 1480 Howe St, Vancouver, BC",1,1,1,09/07/2024,"$828,000"
70,Single Family Residence,"$3,883",1440 sqft,No,"$1,110",R2904586,,Residential,1931,,"3342 E 1 St Ave, Vancouver, BC",2,4,3,09/07/2024,"$1,599,000"
71,Multi Family,,1761 sqft,Yes,"$1,043",R2904670,,Residential,2024,,"2650 E 25 Th Ave, Vancouver, BC",3,5,2,09/07/2024,"$1,838,000"
72,Single Family Residence,"$14,356",3092 sqft,No,"$1,464",R2904078,,Residential,1924,,"5212 Maple St, Vancouver, BC",2,3,1,08/07/2024,"$4,528,000"
73,Single Family Residence,"$7,165",2628 sqft,Yes,$818,R2903794,,Residential,1966,,"1743 49 Th Ave E, Vancouver, BC",3,6,4,09/07/2024,"$2,150,000"
74,Apartment/Condominium,"$1,891",645 sqft,No,"$1,021",R2905895,,Residential,2009,,"2704 - 128 W Cordova St, Vancouver, BC",1,1,1,09/07/2024,"$659,000"
75,Apartment/Condominium,"$3,559",1082 sqft,Yes,"$1,200",R2904114,,Residential,2005,,"2302 - 550 Pacific St, Vancouver, BC",2,2,2,08/07/2024,"$1,299,000"
76,Apartment/Condominium,"$3,429",1266 sqft,Yes,"$1,105",R2903847,,Residential,1996,,"401 - 29 Templeton Dr, Vancouver, BC",2,2,2,08/07/2024,"$1,399,900"
77,Apartment/Condominium,"$2,308",945 sqft,Yes,$878,R2903984,,Residential,2020,,"205 - 3451 Sawmill Cres, Vancouver, BC",2,2,1,08/07/2024,"$830,000"
78,Townhouse,"$5,478",1852 sqft,No,"$1,240",R2903664,,Residential,1981,,"1205 7 Th Ave W, Vancouver, BC",2,3,2,09/07/2024,"$2,298,000"
79,Single Family Residence,"$8,532",3762 sqft,No,$929,R2905181,,Residential,2019,,"740 E 50th Ave, Vancouver, BC",8,10,1,08/07/2024,"$3,498,000"
80,Single Family Residence,"$6,263",1853 sqft,No,"$1,024",R2904072,,Residential,9999,,"2512 E 22nd Ave, Vancouver, BC",2,5,0,08/07/2024,"$1,898,000"
81,Apartment/Condominium,"$2,261",586 sqft,Yes,"$1,476",R2903869,,Residential,2021,,"1206 - 1768 Cook St, Vancouver, BC",1,1,1,08/07/2024,"$865,000"
82,Apartment/Condominium,"$5,222",1229 sqft,Yes,"$1,708",R2903840,,Residential,2008,,"303 - 8 Smithe Mews, Vancouver, BC",2,2,2,08/07/2024,"$2,100,000"
83,Apartment/Condominium,"$2,077",850 sqft,Yes,$938,R2904038,,Residential,2016,,"307 - 231 E Pender St, Vancouver, BC",1,2,1,08/07/2024,"$798,000"
84,Apartment/Condominium,"$1,652",438 sqft,Yes,"$1,415",R2903978,,Residential,2013,,"463 - 108 1 St Ave W, Vancouver, BC",1,1,1,08/07/2024,"$619,900"
85,Apartment/Condominium,"$1,253",680 sqft,Yes,"$1,027",R2904090,,Residential,2010,,"111 - 5928 Birney Ave, Vancouver, BC",1,1,1,08/07/2024,"$699,000"
86,Apartment/Condominium,"$2,127",933 sqft,Yes,"$1,337",R2903843,,Residential,2020,,"601 - 3533 Ross Dr, Vancouver, BC",2,2,1,08/07/2024,"$1,248,000"
87,Multi Family,"$3,726",1174 sqft,No,"$1,224",R2904627,,Residential,2023,,"6447 Beatrice St, Vancouver, BC",3,4,2,08/07/2024,"$1,438,000"
88,Multi Family,$1,2025 sqft,Yes,$814,R2903897,,Residential,2024,,"5595 Earles St, Vancouver, BC",3,5,3,08/07/2024,"$1,649,900"
89,Apartment/Condominium,,887 sqft,Yes,"$1,240",R2905345,,Residential,2023,,"409 - 2550 Garden Dr, Vancouver, BC",2,2,0,08/07/2024,"$1,100,000"
90,Townhouse,"$3,643",1223 sqft,Yes,"$1,061",R2903682,,Residential,2017,,"332 W 62nd Ave, Vancouver, BC",2,2,1,08/07/2024,"$1,298,800"
91,Apartment/Condominium,"$2,275",1043 sqft,Yes,$862,R2904023,,Residential,2001,,"706 - 3520 Crowley Dr, Vancouver, BC",2,3,1,08/07/2024,"$899,800"
92,Apartment/Condominium,"$3,335",1035 sqft,Yes,"$1,033",R2903568,,Residential,2008,,"211 - 546 Beatty St, Vancouver, BC",2,2,1,08/07/2024,"$1,070,000"
93,Apartment/Condominium,"$2,217",874 sqft,Yes,$858,R2904484,,Residential,1976,,"312 - 853 E 7th Ave, Vancouver, BC",1,2,1,08/07/2024,"$750,000"
94,Apartment/Condominium,"$3,253",725 sqft,Yes,"$1,724",R2904025,,Residential,2020,,"2105 - 620 Cardero St, Vancouver, BC",1,2,1,08/07/2024,"$1,249,900"
95,Single Family Residence,"$5,692",1941 sqft,Yes,"$1,030",R2903825,,Residential,2018,,"4350 Miller St, Vancouver, BC",4,5,4,08/07/2024,"$2,000,000"
96,Townhouse,"$3,951",1110 sqft,Yes,"$1,441",R2903537,,Residential,2005,,"938 Beatty St, Vancouver, BC",1,1,1,08/07/2024,"$1,599,900"
97,Apartment/Condominium,"$1,506",811 sqft,Yes,$725,R2904622,,Residential,1996,,"213 - 1958 E 47 Th Ave, Vancouver, BC",1,2,1,08/07/2024,"$588,000"
98,Apartment/Condominium,"$1,944",658 sqft,Yes,"$1,063",R2903636,,Residential,2021,,"210 - 8138 Fraser St, Vancouver, BC",1,1,1,08/07/2024,"$699,999"
99,Apartment/Condominium,"$1,974",604 sqft,Yes,"$1,192",R2904103,,Residential,2008,,"1901 - 821 Cambie St, Vancouver, BC",1,1,1,08/07/2024,"$720,000"
100,Single Family Residence,"$11,348",3151 sqft,Yes,"$1,141",R2903853,,Residential,1930,,"6010 Granville St, Vancouver, BC",2,4,3,08/07/2024,"$3,598,000"
101,Multi Family,$1,2025 sqft,Yes,$888,R2903918,,Residential,2024,,"5597 Earles St, Vancouver, BC",3,5,3,08/07/2024,"$1,798,800"
102,Apartment/Condominium,"$3,056",885 sqft,Yes,"$1,195",R2904304,,Residential,2021,,"207 - 7777 Cambie St, Vancouver, BC",2,2,1,08/07/2024,"$1,058,000"
103,Apartment/Condominium,"$3,000",1025 sqft,Yes,$974,R2904301,,Residential,2009,,"306 - 1833 Crowe St, Vancouver, BC",2,2,1,08/07/2024,"$998,900"
104,Multi Family,,1300 sqft,Yes,"$1,230",R2904528,,Residential,2023,,"3225 29 Th Ave E, Vancouver, BC",3,3,1,07/07/2024,"$1,599,000"
105,Apartment/Condominium,"$1,521",443 sqft,Yes,"$1,577",R2904561,,Residential,1998,,"1010 - 1889 Alberni St, Vancouver, BC",1,1,0,07/07/2024,"$699,000"
106,Apartment/Condominium,"$1,593",452 sqft,No,"$1,298",R2902949,,Residential,2016,,"1801 - 8131 Nunavut Lane, Vancouver, BC",1,1,0,07/07/2024,"$587,000"
107,Apartment/Condominium,"$1,994",560 sqft,Yes,"$1,205",R2903261,,Residential,2002,,"2104 - 1420 W Georgia St, Vancouver, BC",1,1,1,07/07/2024,"$675,000"
108,Single Family Residence,"$6,415",1497 sqft,Yes,"$1,235",R2904115,,Residential,1942,,"2790 William St, Vancouver, BC",1,3,1,07/07/2024,"$1,850,000"
109,Single Family Residence,"$6,206",725 sqft,No,"$4,413",R2904650,,Residential,1949,,"4755 Slocan St, Vancouver, BC",2,4,2,07/07/2024,"$3,200,000"
110,Single Family Residence,"$7,272",2005 sqft,No,$947,R2903139,,Residential,1964,,"3659 E 48 Th Ave, Vancouver, BC",2,5,4,07/07/2024,"$1,900,000"
111,Townhouse,"$3,112",958 sqft,No,"$1,122",R2903393,,Residential,2014,,"723 Union St, Vancouver, BC",2,2,1,07/07/2024,"$1,075,000"
112,Single Family Residence,"$7,358",2698 sqft,No,"$1,482",R2903517,,Residential,1964,,"3187 Broadway E, Vancouver, BC",2,7,2,07/07/2024,"$4,000,000"
113,Apartment/Condominium,"$7,135",1628 sqft,Yes,"$1,473",R2903372,,Residential,2019,,"PH01 - 1283 Howe St, Vancouver, BC",3,3,2,07/07/2024,"$2,399,000"
114,Single Family Residence,"$18,123",4018 sqft,Yes,"$1,240",R2903100,,Residential,1989,,"3470 W 43rd Ave, Vancouver, BC",3,3,7,07/07/2024,"$4,985,000"
115,Single Family Residence,"$6,349",2052 sqft,Yes,$876,R2903396,,Residential,1951,,"2947 Mcgill St, Vancouver, BC",2,4,2,07/07/2024,"$1,798,000"
116,Apartment/Condominium,"$1,958",641 sqft,Yes,"$1,090",R2903899,,Residential,1994,,"1602 - 1050 Burrard St, Vancouver, BC",1,1,1,07/07/2024,"$699,000"
117,Apartment/Condominium,"$1,700",906 sqft,Yes,"$1,103",R2903221,,Residential,2019,,"205 - 3487 Binning Rd, Vancouver, BC",2,2,1,07/07/2024,"$999,900"
118,Apartment/Condominium,"$2,222",665 sqft,Yes,"$1,154",R2903456,,Residential,2011,,"1904 - 1088 Richards St, Vancouver, BC",1,1,1,07/07/2024,"$768,000"
119,Single Family Residence,"$6,094",1775 sqft,No,$943,R2904117,,Residential,1930,,"745 Skeena St, Vancouver, BC",1,2,2,07/07/2024,"$1,675,000"
120,Single Family Residence,"$6,097",2542 sqft,No,$742,R2903287,,Residential,1915,,"2333 Collingwood St, Vancouver, BC",3,4,0,07/07/2024,"$1,888,000"
121,Single Family Residence,"$7,332",2272 sqft,Yes,$967,R2903055,,Residential,1960,,"2670 E 53 Rd Ave, Vancouver, BC",3,5,3,07/07/2024,"$2,198,000"
122,Apartment/Condominium,"$2,611",910 sqft,Yes,"$1,043",R2903341,,Residential,2005,,"1605 - 1050 Smithe St, Vancouver, BC",2,2,1,07/07/2024,"$949,800"
123,Multi Family,"$5,428",2043 sqft,Yes,$875,R2902920,,Residential,2015,,"5444 Clarendon St, Vancouver, BC",3,4,2,07/07/2024,"$1,788,000"
124,Apartment/Condominium,,565 sqft,Yes,"$1,768",R2905027,,Residential,2024,,"1210 - 5380 Crooked Branch Rd, Vancouver, BC",1,1,0,07/07/2024,"$999,000"
125,Apartment/Condominium,"$2,948",952 sqft,Yes,"$1,313",R2903475,,Residential,1988,,"106 - 1263 Barclay St, Vancouver, BC",2,2,1,07/07/2024,"$1,250,000"
126,Townhouse,,1461 sqft,Yes,"$1,277",R2903141,,Residential,2025,,"DX3 - 6859 Cambie St, Vancouver, BC",2,3,2,07/07/2024,"$1,865,900"
127,Apartment/Condominium,"$2,433",910 sqft,Yes,"$1,071",R2903388,,Residential,1997,,"2604 - 939 Homer St, Vancouver, BC",2,2,1,07/07/2024,"$975,000"
128,Apartment/Condominium,"$2,377",945 sqft,Yes,$952,R2903415,,Residential,1988,,"404 - 3270 W 4 Th Ave, Vancouver, BC",1,2,2,07/07/2024,"$899,800"
129,Single Family Residence,"$10,306",3207 sqft,No,"$1,241",R2903788,,Residential,1997,,"4203 W 14 Th Ave, Vancouver, BC",5,5,1,07/07/2024,"$3,980,000"
130,Apartment/Condominium,"$1,488",562 sqft,Yes,"$1,064",R2903248,,Residential,2020,,"306 - 3588 Sawmill Cres, Vancouver, BC",1,1,1,07/07/2024,"$598,000"
131,Apartment/Condominium,"$2,149",633 sqft,Yes,"$1,231",R2903229,,Residential,2001,,"206 - 1868 W 5th Ave, Vancouver, BC",1,1,0,07/07/2024,"$779,800"
132,Townhouse,"$10,852",2821 sqft,Yes,"$1,239",R2904245,,Residential,2005,,"1176 W 7th Ave, Vancouver, BC",2,2,2,07/07/2024,"$3,498,000"
133,Apartment/Condominium,"$2,536",800 sqft,Yes,"$1,099",R2902922,,Residential,2008,,"1001 - 33 Smithe St, Vancouver, BC",1,2,1,07/07/2024,"$879,900"
134,Apartment/Condominium,"$3,935",1295 sqft,Yes,"$1,235",R2903289,,Residential,2018,,"901 - 209 E 7 Th Ave, Vancouver, BC",2,2,1,07/07/2024,"$1,599,900"
135,Apartment/Condominium,"$1,575",589 sqft,Yes,"$1,035",R2903496,,Residential,1978,,"P6 - 2885 Spruce St, Vancouver, BC",1,1,1,07/07/2024,"$610,000"
136,Apartment/Condominium,"$1,756",884 sqft,Yes,"$1,187",R2903201,,Residential,2016,,"206 - 3462 Ross Dr, Vancouver, BC",2,2,1,07/07/2024,"$1,049,900"
137,Apartment/Condominium,"$1,894",557 sqft,Yes,"$1,256",R2903458,,Residential,2015,,"322 - 289 E 6th Ave, Vancouver, BC",1,1,1,07/07/2024,"$699,900"
138,Apartment/Condominium,"$3,087",1115 sqft,Yes,"$1,278",R2902974,,Residential,1989,,"1704 - 2668 Ash St, Vancouver, BC",2,2,2,07/07/2024,"$1,425,000"
139,Apartment/Condominium,,1042 sqft,Yes,"$1,706",R2903490,,Residential,2023,,"501 - 1568 Alberni St, Vancouver, BC",1,1,1,07/07/2024,"$1,778,000"
140,Single Family Residence,"$6,387",2037 sqft,No,"$1,177",R2903603,,Residential,1924,,"3542 W 16th Ave, Vancouver, BC",2,5,2,07/07/2024,"$2,398,000"
141,Apartment/Condominium,"$2,530",882 sqft,Yes,"$1,291",R2903312,,Residential,2009,,"1502 - 188 Keefer Pl, Vancouver, BC",2,2,1,07/07/2024,"$1,139,000"
142,Multi Family,"$5,685",1456 sqft,Yes,"$1,296",R2903281,,Residential,2018,,"956 10 Th Ave E, Vancouver, BC",2,3,1,07/07/2024,"$1,888,000"
143,Single Family Residence,"$33,902",6578 sqft,No,$863,R2903447,,Residential,1997,,"4698 Angus Dr, Vancouver, BC",7,6,4,07/07/2024,"$5,680,000"
144,Apartment/Condominium,"$1,683",650 sqft,Yes,"$1,073",R2903164,,Residential,1976,,"418 - 2366 Wall St, Vancouver, BC",1,1,1,07/07/2024,"$698,000"
145,Townhouse,"$2,897",1051 sqft,Yes,"$1,084",R2903318,,Residential,2010,,"129 W 1st Ave, Vancouver, BC",2,2,1,07/07/2024,"$1,139,900"
146,Single Family Residence,"$7,909",1547 sqft,Yes,"$1,098",R2903277,,Residential,2019,,"521 Union St, Vancouver, BC",3,4,1,07/07/2024,"$1,699,000"
147,Single Family Residence,"$11,933",2458 sqft,No,"$1,586",R2903964,,Residential,1994,,"3888 W 13 Th Ave, Vancouver, BC",4,5,0,07/07/2024,"$3,899,000"
148,Single Family Residence,"$7,969",1801 sqft,No,"$1,110",R2902892,,Residential,1955,,"1534 W 71st Ave, Vancouver, BC",2,4,3,07/07/2024,"$1,999,900"
149,Apartment/Condominium,"$1,954",1089 sqft,No,$779,R2903499,,Residential,1948,,"103 - 1878 Robson St, Vancouver, BC",1,2,1,07/07/2024,"$849,000"
150,Apartment/Condominium,"$1,171",475 sqft,Yes,"$1,050",R2903211,,Residential,1999,,"309 - 1503 W 66th Ave, Vancouver, BC",1,0,1,07/07/2024,"$499,000"
151,Apartment/Condominium,"$2,781",981 sqft,Yes,$996,R2903112,,Residential,2016,,"3302 - 5665 Boundary Rd, Vancouver, BC",2,2,2,07/07/2024,"$978,000"
152,Townhouse,,1419 sqft,No,"$1,330",R2904077,,Residential,2023,,"7059 Cypress St, Vancouver, BC",3,4,1,06/07/2024,"$1,888,000"
153,Apartment/Condominium,"$1,538",867 sqft,Yes,"$1,083",R2902795,,Residential,2010,,"123 - 5928 Birney Ave, Vancouver, BC",2,2,1,05/07/2024,"$939,000"
