,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice
22,Single Family Residence,"$4,519",2060 sqft,No,"$1,237",R2902466,,Residential,2024,,"810 Scott St, New Westminster, BC",4,4,2,04/07/2024,"$2,550,000"
23,Apartment/Condominium,"$2,569",912 sqft,Yes,$722,R2904353,,Residential,2008,,"204 - 275 Ross Dr, New Westminster, BC",1,2,1,06/07/2024,"$659,000"
24,Townhouse,"$3,909",1449 sqft,Yes,$682,R2901107,,Residential,2009,,"101 - 1 Renaissance Sq, New Westminster, BC",2,3,2,01/07/2024,"$989,000"
25,Apartment/Condominium,"$4,094",1310 sqft,Yes,$800,R2901181,,Residential,2020,,"306 - 300 Salter St, New Westminster, BC",2,3,2,01/07/2024,"$1,048,900"
26,Single Family Residence,"$4,436",1070 sqft,No,"$1,147",R2901027,,Residential,1926,,"211 Shaw St, New Westminster, BC",2,3,1,01/07/2024,"$1,228,000"
27,Apartment/Condominium,"$2,646",1370 sqft,Yes,$565,R2901223,,Residential,1990,,"411 - 25 Richmond St, New Westminster, BC",2,2,1,01/07/2024,"$775,000"
28,Apartment/Condominium,"$3,367",1267 sqft,Yes,$670,R2900455,,Residential,2009,,"203 - 240 Salter St, New Westminster, BC",2,2,1,01/07/2024,"$850,000"
29,Townhouse,,1311 sqft,Yes,$755,R2901579,,Residential,2025,,"141 - 388 Duncan St, New Westminster, BC",2,3,3,01/07/2024,"$989,900"
30,Apartment/Condominium,"$1,947",613 sqft,Yes,$946,R2902320,,Residential,2009,,"1004 - 14 Begbie St, New Westminster, BC",1,1,1,01/07/2024,"$580,000"
31,Apartment/Condominium,"$1,735",867 sqft,Yes,$622,R2901065,,Residential,1973,,"104 - 331 Knox St, New Westminster, BC",1,2,1,01/07/2024,"$539,900"
32,Apartment/Condominium,,951 sqft,Yes,"$1,046",R2901018,,Residential,2024,,"3201 - 618 Carnarvon St, New Westminster, BC",2,2,1,26/06/2024,"$994,900"
33,Single Family Residence,"$6,918",3486 sqft,Yes,$705,R2899678,,Residential,1997,,"232 1 St St, New Westminster, BC",3,5,3,26/06/2024,"$2,458,000"
34,Apartment/Condominium,"$2,390",952 sqft,Yes,$651,R2900104,,Residential,1982,,"101 - 812 Milton St, New Westminster, BC",1,2,1,27/06/2024,"$619,900"
35,Single Family Residence,"$12,981",4292 sqft,Yes,$698,R2900475,,Residential,2013,,"216 St. Patrick St, New Westminster, BC",4,4,2,30/06/2024,"$2,999,900"
36,Single Family Residence,"$5,903",2072 sqft,No,$868,R2899997,,Residential,1947,,"2240 Edinburgh St, New Westminster, BC",3,7,0,27/06/2024,"$1,799,999"
37,Single Family Residence,"$8,324",3052 sqft,Yes,$917,R2899338,,Residential,2021,,"550 Richmond St, New Westminster, BC",4,5,10,26/06/2024,"$2,799,000"
38,Apartment/Condominium,,622 sqft,Yes,"$1,107",R2900258,,Residential,2024,,"2905 - 618 Carnarvon St, New Westminster, BC",1,1,1,27/06/2024,"$689,000"
39,Single Family Residence,"$4,815",1652 sqft,Yes,$799,R2899819,,Residential,2006,,"279 Furness St, New Westminster, BC",2,3,2,26/06/2024,"$1,320,000"
40,Apartment/Condominium,"$2,190",765 sqft,Yes,$856,R2899294,,Residential,2006,,"1201 - 813 Agnes St, New Westminster, BC",1,3,2,24/06/2024,"$655,000"
41,Apartment/Condominium,"$2,639",779 sqft,Yes,$834,R2897707,,Residential,2009,,"3903 - 888 Carnarvon St, New Westminster, BC",2,2,0,23/06/2024,"$650,000"
42,Apartment/Condominium,"$3,373",1096 sqft,Yes,$866,R2900727,,Residential,2018,,"305 - 26 Royal Ave E, New Westminster, BC",2,3,0,24/06/2024,"$950,000"
43,Single Family Residence,"$6,454",2963 sqft,Yes,$623,R2898464,,Residential,2016,,"314 Johnston St, New Westminster, BC",4,6,6,23/06/2024,"$1,848,000"
44,Apartment/Condominium,"$5,500",1220 sqft,No,$778,R2898287,,Residential,2009,,"101 - 892 Carnarvon St, New Westminster, BC",1,1,0,23/06/2024,"$949,900"
45,Apartment/Condominium,"$2,017",640 sqft,Yes,$914,R2898649,,Residential,2010,,"302 - 225 Francis Way, New Westminster, BC",1,1,1,23/06/2024,"$585,000"
46,Apartment/Condominium,"$2,319",1088 sqft,Yes,$643,R2899371,,Residential,1986,,"110 - 12 K De K Crt, New Westminster, BC",2,2,1,23/06/2024,"$699,800"
47,Apartment/Condominium,"$2,802",1306 sqft,Yes,$611,R2898566,,Residential,1988,,"1101 - 1065 Quayside Dr, New Westminster, BC",2,3,1,23/06/2024,"$799,000"
48,Apartment/Condominium,,883 sqft,Yes,$430,R2897782,,Residential,1968,,"310 - 910 5 Th Ave, New Westminster, BC",1,2,1,19/06/2024,"$379,900"
49,Apartment/Condominium,"$2,590",600 sqft,Yes,$999,R2897223,,Residential,2019,,"2110 - 988 Quayside Dr, New Westminster, BC",1,1,1,18/06/2024,"$599,900"
50,Apartment/Condominium,"$2,137",958 sqft,Yes,$688,R2896738,,Residential,1998,,"317 - 83 Star Cres, New Westminster, BC",2,2,2,19/06/2024,"$659,900"
51,Townhouse,"$3,594",1350 sqft,Yes,$762,R2897112,,Residential,2012,,"13 - 1111 Ewen Ave, New Westminster, BC",2,3,2,18/06/2024,"$1,029,000"
52,Apartment/Condominium,,884 sqft,Yes,"$1,046",R2897974,,Residential,2024,,"1307 - 823 Carnarvon St, New Westminster, BC",2,2,1,19/06/2024,"$924,800"
53,Multi Family,,2142 sqft,No,$769,R2897270,,Residential,2024,,"1 - 122 8th Ave, New Westminster, BC",2,4,1,18/06/2024,"$1,649,000"
54,Apartment/Condominium,"$1,640",686 sqft,Yes,$568,R2897176,,Residential,1976,,"301 - 1011 4 Th Ave, New Westminster, BC",1,1,1,18/06/2024,"$389,900"
55,Apartment/Condominium,"$3,357",1191 sqft,Yes,$654,R2896996,,Residential,2009,,"2802 - 898 Carnarvon St, New Westminster, BC",2,2,1,18/06/2024,"$779,900"
56,Apartment/Condominium,"$2,014",820 sqft,Yes,$724,R2893937,,Residential,2009,,"412 - 200 Keary St, New Westminster, BC",1,2,1,11/06/2024,"$594,000"
57,Apartment/Condominium,"$3,167",889 sqft,Yes,$955,R2895726,,Residential,2019,,"2011 - 988 Quayside Dr, New Westminster, BC",2,2,1,16/06/2024,"$849,000"
58,Apartment/Condominium,"$2,584",924 sqft,Yes,$719,R2895315,,Residential,2008,,"1207 - 1 Renaissance Sq, New Westminster, BC",2,2,1,12/06/2024,"$664,900"
59,Apartment/Condominium,"$2,211",737 sqft,Yes,$793,R2893991,,Residential,2009,,"1808 - 1 Renaissance Sq, New Westminster, BC",1,1,2,11/06/2024,"$585,000"
60,Townhouse,"$4,021",1478 sqft,Yes,$709,R2894896,,Residential,2019,,"36 - 843 Ewen Ave, New Westminster, BC",2,3,2,13/06/2024,"$1,048,000"
61,Single Family Residence,"$5,934",2449 sqft,Yes,$694,R2893221,,Residential,2018,,"1411 Salter St, New Westminster, BC",4,6,5,11/06/2024,"$1,699,999"
62,Apartment/Condominium,"$2,149",737 sqft,Yes,$759,R2894220,,Residential,2008,,"1008 - 1 Renaissance Sq, New Westminster, BC",1,1,1,11/06/2024,"$559,800"
63,Apartment/Condominium,"$1,442",745 sqft,No,$577,R2894985,,Residential,1959,,"5 - 48 Leopold Pl, New Westminster, BC",1,2,1,13/06/2024,"$429,900"
64,Apartment/Condominium,"$3,673",1078 sqft,Yes,$830,R2892443,,Residential,2020,,"2406 - 258 Nelson's Crt, New Westminster, BC",2,3,1,09/06/2024,"$895,000"
65,Apartment/Condominium,"$2,922",1038 sqft,Yes,$755,R2891712,,Residential,2008,,"1507 - 39 6 Th St, New Westminster, BC",2,2,2,05/06/2024,"$784,000"
66,Apartment/Condominium,"$2,071",603 sqft,Yes,$887,R2893454,,Residential,2014,,"405 - 258 6 Th St, New Westminster, BC",1,1,1,07/06/2024,"$535,000"
67,Single Family Residence,"$6,894",3871 sqft,Yes,$645,R2892609,,Residential,1912,,"428 5 Th St, New Westminster, BC",3,5,5,09/06/2024,"$2,499,000"
68,Apartment/Condominium,"$1,655",676 sqft,Yes,$649,R2891572,,Residential,1977,,"304 - 715 Royal Ave, New Westminster, BC",1,1,1,06/06/2024,"$439,000"
69,Apartment/Condominium,"$2,374",1258 sqft,Yes,$556,R2892622,,Residential,1990,,"102 - 1245 Quayside Dr, New Westminster, BC",2,2,1,06/06/2024,"$699,999"
70,Apartment/Condominium,"$3,085",1234 sqft,Yes,$688,R2891580,,Residential,2005,,"601 - 615 Hamilton St, New Westminster, BC",2,3,1,05/06/2024,"$849,000"
71,Apartment/Condominium,"$2,876",973 sqft,Yes,$718,R2890838,,Residential,2012,,"314 - 250 Francis Way, New Westminster, BC",2,2,1,05/06/2024,"$699,000"
72,Single Family Residence,"$4,334",1533 sqft,No,"$1,435",R2889816,,Residential,1944,,"2236 8 Th Ave, New Westminster, BC",3,3,1,02/06/2024,"$2,200,000"
73,Townhouse,"$3,528",1537 sqft,Yes,$634,R2889341,,Residential,2006,,"125 - 250 Salter St, New Westminster, BC",2,3,2,30/05/2024,"$974,900"
74,Apartment/Condominium,"$2,297",742 sqft,Yes,$943,R2889355,,Residential,2015,,"409 - 668 Columbia St, New Westminster, BC",1,2,1,29/05/2024,"$699,800"
75,Apartment/Condominium,"$2,974",1152 sqft,Yes,$641,R2889098,,Residential,2010,,"1101 - 888 Carnarvon St, New Westminster, BC",2,2,1,30/05/2024,"$739,000"
76,Apartment/Condominium,"$2,992",987 sqft,Yes,$759,R2890052,,Residential,2010,,"2006 - 280 Ross Dr, New Westminster, BC",2,2,1,02/06/2024,"$749,900"
77,Apartment/Condominium,"$2,366",934 sqft,Yes,$749,R2888669,,Residential,1988,,"1102 - 1045 Quayside Dr, New Westminster, BC",1,2,1,29/05/2024,"$699,900"
78,Apartment/Condominium,"$2,246",862 sqft,Yes,$724,R2889051,,Residential,2007,,"517 - 315 Knox St, New Westminster, BC",1,1,1,29/05/2024,"$624,900"
79,Apartment/Condominium,"$3,140",1226 sqft,Yes,$691,R2890665,,Residential,1990,,"304 - 2 Renaissance Sq, New Westminster, BC",2,2,2,02/06/2024,"$848,000"
80,Apartment/Condominium,$896,702 sqft,Yes,$783,R2886651,,Residential,1995,,"101 - 723 12 Th St, New Westminster, BC",1,1,1,21/05/2024,"$549,900"
81,Single Family Residence,"$5,335",1718 sqft,Yes,$697,R2886069,,Residential,1949,,"802 Cherry St, New Westminster, BC",1,1,4,21/05/2024,"$1,198,000"
82,Apartment/Condominium,"$2,856",1046 sqft,Yes,$745,R2885963,,Residential,2008,,"208 - 285 Ross Dr, New Westminster, BC",2,2,2,20/05/2024,"$779,900"
83,Apartment/Condominium,"$3,944",1223 sqft,Yes,$821,R2885442,,Residential,2017,,"204 - 210 Salter St, New Westminster, BC",2,2,2,20/05/2024,"$1,005,000"
84,Single Family Residence,"$5,413",2559 sqft,Yes,$605,R2886015,,Residential,2007,,"1255 Ewen Ave, New Westminster, BC",4,6,4,21/05/2024,"$1,550,000"
85,Single Family Residence,"$6,287",2669 sqft,Yes,$711,R2885208,,Residential,1985,,"2115 London St, New Westminster, BC",3,4,4,20/05/2024,"$1,899,000"
86,Townhouse,"$3,497",2138 sqft,Yes,$443,R2885357,,Residential,1994,,"61 - 323 Governors Crt, New Westminster, BC",2,2,4,20/05/2024,"$949,000"
87,Single Family Residence,"$7,927",3035 sqft,Yes,$889,R2885951,,Residential,2020,,"208 Blackman St, New Westminster, BC",6,6,4,21/05/2024,"$2,699,888"
88,Apartment/Condominium,,1541 sqft,Yes,$882,R2879902,,Residential,2023,,"515 - 310 Salter St, New Westminster, BC",2,3,2,06/05/2024,"$1,359,900"
89,Apartment/Condominium,"$2,895",921 sqft,Yes,$811,R2881275,,Residential,2010,,"2706 - 280 Ross Dr, New Westminster, BC",1,2,0,06/05/2024,"$746,999"
90,Single Family Residence,"$4,799",2045 sqft,Yes,$684,R2880318,,Residential,2004,,"178 Pier Pl, New Westminster, BC",3,3,2,06/05/2024,"$1,399,988"
91,Apartment/Condominium,"$1,236",488 sqft,Yes,$858,R2880408,,Residential,1975,,"208 - 320 Royal Ave, New Westminster, BC",1,1,1,05/05/2024,"$419,000"
92,Apartment/Condominium,"$2,188",598 sqft,Yes,"$1,003",R2879544,,Residential,2015,,"901 - 668 Columbia St, New Westminster, BC",1,1,0,05/05/2024,"$599,900"
93,Single Family Residence,"$5,635",800 sqft,No,"$2,350",R2879240,,Residential,1931,,"324 Lawrence St, New Westminster, BC",1,3,12,05/05/2024,"$1,880,000"
94,Single Family Residence,"$4,741",1447 sqft,Yes,$872,R2879289,,Residential,2020,,"1 - 608 Ewen Ave, New Westminster, BC",2,3,2,05/05/2024,"$1,263,000"
95,Apartment/Condominium,,1605 sqft,Yes,$859,R2879895,,Residential,2023,,"304 - 310 Salter St, New Westminster, BC",2,4,2,06/05/2024,"$1,379,900"
96,Single Family Residence,"$5,786",1683 sqft,No,$950,R2876118,,Residential,1907,,"221 Townsend Pl, New Westminster, BC",3,4,1,28/04/2024,"$1,599,000"
97,Apartment/Condominium,"$2,219",735 sqft,Yes,$748,R2874690,,Residential,2005,,"208 - 7 Rialto Crt, New Westminster, BC",1,1,1,22/04/2024,"$549,900"
98,Apartment/Condominium,"$3,684",1207 sqft,Yes,$802,R2876088,,Residential,2017,,"1006 - 210 Salter St, New Westminster, BC",2,2,2,28/04/2024,"$969,000"
99,Apartment/Condominium,,972 sqft,Yes,$812,R2876312,,Residential,2013,,"903 - 608 Belmont St, New Westminster, BC",2,2,1,28/04/2024,"$789,900"
100,Apartment/Condominium,"$3,346",1378 sqft,Yes,$671,R2876557,,Residential,1999,,"2202 - 612 6 Th St, New Westminster, BC",2,2,2,28/04/2024,"$925,000"
101,Townhouse,"$3,544",1500 sqft,Yes,$833,R2874102,,Residential,2022,,"27 - 789 Ota Ave, New Westminster, BC",2,3,2,22/04/2024,"$1,250,000"
102,Apartment/Condominium,"$3,765",1207 sqft,Yes,$810,R2873951,,Residential,2017,,"1506 - 210 Salter St, New Westminster, BC",2,2,1,22/04/2024,"$978,000"
103,Single Family Residence,,3000 sqft,Yes,$800,R2875378,,Residential,1994,,"2312 London St, New Westminster, BC",2,7,6,22/04/2024,"$2,400,000"
104,Apartment/Condominium,"$2,040",630 sqft,Yes,$873,R2867008,,Residential,2007,,"603 - 610 Victoria St, New Westminster, BC",1,1,0,02/04/2024,"$550,000"
105,Apartment/Condominium,,876 sqft,Yes,$810,R2867256,,Residential,2023,,"316 - 310 Salter St, New Westminster, BC",1,1,1,03/04/2024,"$709,900"
106,Apartment/Condominium,,505 sqft,Yes,"$1,265",R2865771,,Residential,2024,,"805 - 618 Carnarvon St, New Westminster, BC",1,1,1,01/04/2024,"$639,000"
107,Single Family Residence,"$4,877",1956 sqft,No,"$1,323",R2866011,,Residential,1941,,"907 6 Th St, New Westminster, BC",2,5,0,01/04/2024,"$2,588,000"
108,Single Family Residence,"$2,984",1203 sqft,No,$664,R2865774,,Residential,1977,,"1 - 800 S Dyke Rd, New Westminster, BC",1,2,1,01/04/2024,"$799,900"
109,Single Family Residence,"$6,607",3313 sqft,Yes,$841,R2866449,,Residential,1960,,"126 Sprice St, New Westminster, BC",2,5,6,02/04/2024,"$2,788,000"
110,Single Family Residence,"$4,257",1756 sqft,No,$739,R2866366,,Residential,1950,,"803 Ewen Ave, New Westminster, BC",4,5,0,03/04/2024,"$1,299,000"
111,Single Family Residence,"$3,551",2720 sqft,Yes,"$1,176",R2867376,,Residential,1949,,"2141 Marine Way, New Westminster, BC",3,6,4,04/04/2024,"$3,200,000"
112,Apartment/Condominium,,884 sqft,Yes,"$1,017",R2858803,,Residential,2024,,"1007 - 823 Carnarvon St, New Westminster, BC",2,2,1,11/03/2024,"$899,800"
113,Single Family Residence,"$3,582",950 sqft,Yes,"$2,431",R2859161,,Residential,1940,,"2008A 7th Ave, New Westminster, BC",1,2,2,10/03/2024,"$2,310,000"
114,Single Family Residence,"$4,617",1760 sqft,No,"$2,184",R2859097,,Residential,1950,,"2129 Marine Way, New Westminster, BC",3,3,3,10/03/2024,"$3,845,000"
115,Single Family Residence,"$4,562",2400 sqft,Yes,"$2,907",R2859139,,Residential,1960,,"2119 Marine Way, New Westminster, BC",2,4,3,10/03/2024,"$6,978,240"
116,Single Family Residence,"$4,637",1780 sqft,No,"$2,353",R2859150,,Residential,1951,,"2121 Marine Way, New Westminster, BC",2,4,0,10/03/2024,"$4,189,725"
117,Single Family Residence,"$5,423",1598 sqft,Yes,"$1,970",R2859112,,Residential,1952,,"2006 7th Ave, New Westminster, BC",1,3,2,10/03/2024,"$3,148,800"
118,Single Family Residence,"$6,804",2577 sqft,Yes,"$2,134",R2859099,,Residential,1910,,"2005 Marine Way, New Westminster, BC",1,3,0,10/03/2024,"$5,500,000"
119,Single Family Residence,"$4,643",1840 sqft,No,"$1,988",R2859132,,Residential,1930,,"2125 Marine Way, New Westminster, BC",2,8,3,10/03/2024,"$3,658,200"
120,Townhouse,,1804 sqft,No,$936,R2835138,,Residential,2025,,"3 - 339 Keary St, New Westminster, BC",3,3,1,27/11/2023,"$1,690,000"
121,Townhouse,,1697 sqft,No,$936,R2834987,,Residential,2025,,"6 - 339 Keary St, New Westminster, BC",4,3,1,26/11/2023,"$1,590,000"
122,Apartment/Condominium,"$2,444",738 sqft,Yes,$943,R2836268,,Residential,2010,,"2503 - 280 Ross Dr, New Westminster, BC",1,1,1,04/12/2023,"$696,000"
123,Single Family Residence,"$3,377",1856 sqft,Yes,$942,R2835023,,Residential,2023,,"1147 S Dyke Rd, New Westminster, BC",2,3,2,27/11/2023,"$1,750,000"
124,Single Family Residence,"$5,834",1590 sqft,Yes,"$1,257",R2837975,,Residential,1936,,"1218 Edinburgh St, New Westminster, BC",2,5,3,13/12/2023,"$2,000,000"
125,Single Family Residence,"$5,506",2090 sqft,Yes,$956,R2837977,,Residential,1931,,"1208 Edinburgh St, New Westminster, BC",1,4,1,13/12/2023,"$2,000,000"
126,Single Family Residence,"$4,760",2496 sqft,No,$556,R2833760,,Residential,1993,,"605 Ewen Ave, New Westminster, BC",4,6,4,20/11/2023,"$1,388,870"
127,Single Family Residence,"$5,851",2440 sqft,Yes,$819,R2837978,,Residential,1935,,"1216 Edinburgh St, New Westminster, BC",3,4,2,13/12/2023,"$2,000,000"
