,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice
43,Single Family Residence,"$2,952",3733 sqft,Yes,$495,R2901180,,Residential,2024,,"23196 136 Ave, Maple Ridge, BC",3,6,4,01/07/2024,"$1,849,000"
44,Single Family Residence,"$8,301",3954 sqft,Yes,$758,R2900913,,Residential,1955,,"21673 River Rd, Maple Ridge, BC",3,6,10,01/07/2024,"$2,999,998"
45,Apartment/Condominium,"$2,200",839 sqft,Yes,$534,R2900568,,Residential,2013,,"307 - 22318 Lougheed Highway, Maple Ridge, BC",1,1,1,01/07/2024,"$448,800"
46,Single Family Residence,"$4,914",2107 sqft,No,$486,R2901174,,Residential,1962,,"11851 Hawthorne St, Maple Ridge, BC",3,5,6,01/07/2024,"$1,025,000"
47,Single Family Residence,"$6,888",3315 sqft,Yes,$429,R2900107,,Residential,1997,,"11411 238 St, Maple Ridge, BC",3,5,6,01/07/2024,"$1,424,999"
48,Single Family Residence,"$5,932",3539 sqft,Yes,$415,R2901250,,Residential,1993,,"23015 124b Ave, Maple Ridge, BC",3,7,4,30/06/2024,"$1,470,000"
49,Single Family Residence,"$6,484",3564 sqft,Yes,$434,R2900132,,Residential,2018,,"10136 Jackson Rd, Maple Ridge, BC",4,6,4,30/06/2024,"$1,549,900"
50,Single Family Residence,,3267 sqft,Yes,$565,R2901261,,Residential,2024,,"12852 Sheldrake Crt, Maple Ridge, BC",3,4,6,29/06/2024,"$1,849,000"
51,Townhouse,"$3,150",1308 sqft,No,$607,R2900304,,Residential,2017,,"25 - 22810 113 Ave, Maple Ridge, BC",2,3,2,01/07/2024,"$795,000"
52,Townhouse,"$3,726",1510 sqft,Yes,$529,R2901197,,Residential,1995,,"12 - 21409 Dewdney Trunk Rd, Maple Ridge, BC",2,3,2,30/06/2024,"$799,000"
53,Apartment/Condominium,"$2,398",690 sqft,Yes,$723,R2901073,,Residential,2022,,"107 - 22265 Dewdney Trunk Rd, Maple Ridge, BC",1,1,1,01/07/2024,"$499,000"
54,Single Family Residence,"$6,240",3094 sqft,Yes,$468,R2900717,,Residential,2019,,"12931 Mill St, Maple Ridge, BC",2,5,4,30/06/2024,"$1,449,900"
55,Single Family Residence,"$5,027",2147 sqft,No,$488,R2901504,,Residential,2004,,"23615 Dewdney Trunk Rd, Maple Ridge, BC",3,4,2,30/06/2024,"$1,049,000"
56,Apartment/Condominium,"$2,275",744 sqft,Yes,$698,R2898488,,Residential,2024,,"410 - 11913 Burnett St, Maple Ridge, BC",1,1,1,25/06/2024,"$519,900"
57,Single Family Residence,"$6,336",2062 sqft,No,$751,R2899807,,Residential,2017,,"20922 Dewdney Trunk Rd, Maple Ridge, BC",2,3,5,25/06/2024,"$1,549,900"
58,Townhouse,"$3,681",1433 sqft,Yes,$547,R2899326,,Residential,2010,,"78 - 13819 232 St, Maple Ridge, BC",2,3,2,25/06/2024,"$784,900"
59,Single Family Residence,"$4,736",2104 sqft,Yes,$522,R2899813,,Residential,2001,,"11516 228 St, Maple Ridge, BC",3,3,2,25/06/2024,"$1,099,900"
60,Townhouse,"$3,581",2147 sqft,Yes,$442,R2899685,,Residential,2012,,"20 - 11176 Gilker Hill Rd, Maple Ridge, BC",3,4,2,25/06/2024,"$949,000"
61,Townhouse,"$2,981",1259 sqft,Yes,$595,R2899387,,Residential,2011,,"100 - 13819 232 St, Maple Ridge, BC",2,2,3,25/06/2024,"$749,999"
62,Apartment/Condominium,"$2,910",975 sqft,Yes,$665,R2899401,,Residential,2023,,"104 - 11703 Fraser St, Maple Ridge, BC",2,2,1,25/06/2024,"$649,000"
63,Apartment/Condominium,"$2,177",701 sqft,Yes,$713,R2899474,,Residential,2015,,"202 - 11862 226 St, Maple Ridge, BC",2,2,1,25/06/2024,"$499,900"
64,Single Family Residence,"$5,117",2150 sqft,Yes,$520,R2898415,,Residential,2003,,"23555 Kanaka Way, Maple Ridge, BC",2,4,2,23/06/2024,"$1,119,000"
65,Single Family Residence,"$6,000",2414 sqft,Yes,$575,R2898679,,Residential,1993,,"12269 206 St, Maple Ridge, BC",2,5,5,23/06/2024,"$1,389,000"
66,Apartment/Condominium,"$2,340",763 sqft,Yes,$719,R2898344,,Residential,2020,,"308 - 12320 222 St, Maple Ridge, BC",2,2,1,23/06/2024,"$549,000"
67,Single Family Residence,"$6,606",3344 sqft,Yes,$439,R2899081,,Residential,2015,,"11040 Harris Dr, Maple Ridge, BC",3,4,5,23/06/2024,"$1,470,000"
68,Single Family Residence,"$8,065",3249 sqft,Yes,$473,R2898367,,Residential,2020,,"23188 113 Ave, Maple Ridge, BC",3,6,4,23/06/2024,"$1,539,000"
69,Townhouse,"$3,021",1432 sqft,Yes,$583,R2898182,,Residential,2020,,"79 - 24076 112 Ave, Maple Ridge, BC",2,3,2,23/06/2024,"$835,000"
70,Single Family Residence,"$5,254",1372 sqft,Yes,$943,R2898371,,Residential,1986,,"22136 River Bend, Maple Ridge, BC",1,3,3,23/06/2024,"$1,295,000"
71,Apartment/Condominium,"$1,820",1025 sqft,Yes,$468,R2898236,,Residential,1989,,"122 - 22514 116 Ave, Maple Ridge, BC",2,2,1,23/06/2024,"$479,900"
72,Single Family Residence,"$2,659",2977 sqft,Yes,$533,R2896910,,Residential,2022,,"14063 Buckels Dr, Maple Ridge, BC",2,4,0,18/06/2024,"$1,589,000"
73,Townhouse,"$3,931",2713 sqft,Yes,$367,R2896510,,Residential,2000,,"14 - 23281 Kanaka Way, Maple Ridge, BC",3,4,3,18/06/2024,"$998,000"
74,Single Family Residence,"$5,673",2289 sqft,Yes,$546,R2897123,,Residential,1990,,"12575 231 St, Maple Ridge, BC",3,6,6,18/06/2024,"$1,250,000"
75,Single Family Residence,"$5,387",2050 sqft,Yes,$609,R2896986,,Residential,1994,,"11651 230b St, Maple Ridge, BC",2,3,4,18/06/2024,"$1,250,000"
76,Single Family Residence,"$6,267",3260 sqft,Yes,$478,R2897174,,Residential,2007,,"13632 228 St, Maple Ridge, BC",2,4,4,18/06/2024,"$1,559,900"
77,Apartment/Condominium,"$1,887",625 sqft,Yes,$719,R2897107,,Residential,2014,,"403 - 11580 223 St, Maple Ridge, BC",1,1,1,18/06/2024,"$449,900"
78,Single Family Residence,"$2,499",3395 sqft,Yes,$473,R2897757,,Residential,2024,,"13586 Foreman Dr, Maple Ridge, BC",3,5,4,18/06/2024,"$1,608,000"
79,Apartment/Condominium,,763 sqft,Yes,$701,R2897430,,Residential,2024,,"305 - 11907 223 St, Maple Ridge, BC",2,2,1,18/06/2024,"$534,900"
80,Single Family Residence,"$7,350",4401 sqft,Yes,$522,R2895521,,Residential,2017,,"12450 263 St, Maple Ridge, BC",3,5,8,16/06/2024,"$2,299,000"
81,Single Family Residence,"$6,714",2864 sqft,Yes,$504,R2897073,,Residential,2016,,"10499 Mceachern St, Maple Ridge, BC",3,4,5,17/06/2024,"$1,445,000"
82,Single Family Residence,"$7,270",2016 sqft,No,$793,R2896086,,Residential,1973,,"23140 136 Ave, Maple Ridge, BC",2,4,4,17/06/2024,"$1,599,000"
83,Single Family Residence,"$5,947",2270 sqft,Yes,$616,R2896008,,Residential,1991,,"12514 220 St, Maple Ridge, BC",2,4,6,17/06/2024,"$1,399,800"
84,Single Family Residence,"$5,851",2254 sqft,Yes,$621,R2896065,,Residential,1969,,"21990 Acadia St, Maple Ridge, BC",3,3,6,17/06/2024,"$1,399,900"
85,Townhouse,"$1,672",1020 sqft,No,$519,R2895852,,Residential,1990,,"16 - 23580 Dewdney Trunk Rd, Maple Ridge, BC",1,2,2,16/06/2024,"$529,800"
86,Townhouse,"$4,219",2378 sqft,Yes,$452,R2895510,,Residential,2017,,"33 - 10525 240 St, Maple Ridge, BC",3,3,4,16/06/2024,"$1,074,900"
87,Single Family Residence,"$5,364",1541 sqft,Yes,$768,R2895386,,Residential,1976,,"21153 122 Ave, Maple Ridge, BC",2,3,0,16/06/2024,"$1,185,000"
88,Single Family Residence,"$6,659",3728 sqft,Yes,$415,R2895205,,Residential,2015,,"10072 247b St, Maple Ridge, BC",4,5,4,13/06/2024,"$1,548,000"
89,Single Family Residence,"$5,370",1979 sqft,No,$606,R2894762,,Residential,9999,,"21378 River Rd, Maple Ridge, BC",1,3,0,16/06/2024,"$1,200,000"
90,Single Family Residence,"$5,927",4953 sqft,Yes,$524,R2894980,,Residential,2020,,"12439 271 St, Maple Ridge, BC",6,6,6,13/06/2024,"$2,600,000"
91,Townhouse,"$4,027",1858 sqft,Yes,$510,R2895186,,Residential,1992,,"12 - 22280 124 Ave, Maple Ridge, BC",2,4,2,13/06/2024,"$949,000"
92,Single Family Residence,"$7,465",2636 sqft,No,$883,R2895139,,Residential,1972,,"25834 112 Ave, Maple Ridge, BC",2,5,10,13/06/2024,"$2,329,000"
93,Townhouse,"$3,982",2862 sqft,Yes,$384,R2895099,,Residential,2008,,"44 - 24185 106b Ave, Maple Ridge, BC",3,3,2,13/06/2024,"$1,099,900"
94,Single Family Residence,"$5,376",1900 sqft,No,$630,R2897034,,Residential,1975,,"11724 209 St, Maple Ridge, BC",2,4,3,14/06/2024,"$1,198,800"
95,Single Family Residence,"$4,089",2903 sqft,Yes,$447,R2895217,,Residential,1967,,"14136 Silver Valley Rd, Maple Ridge, BC",2,2,6,13/06/2024,"$1,299,000"
96,Single Family Residence,"$5,196",2590 sqft,Yes,$679,R2894030,,Residential,1984,,"21552 124 Ave, Maple Ridge, BC",3,3,8,11/06/2024,"$1,759,700"
97,Townhouse,"$3,989",1916 sqft,No,$417,R2893283,,Residential,1992,,"17 - 11438 Best St, Maple Ridge, BC",2,2,2,11/06/2024,"$799,000"
98,Townhouse,"$3,909",2185 sqft,Yes,$361,R2894176,,Residential,1990,,"12 - 22488 116 Ave, Maple Ridge, BC",2,3,2,11/06/2024,"$789,900"
99,Single Family Residence,"$5,999",3000 sqft,Yes,$512,R2894658,,Residential,1997,,"12181 238a St, Maple Ridge, BC",3,5,6,11/06/2024,"$1,538,000"
100,Townhouse,"$3,184",1405 sqft,Yes,$582,R2894233,,Residential,2014,,"50 - 11461 236 St, Maple Ridge, BC",2,3,2,11/06/2024,"$818,800"
101,Townhouse,"$3,615",1400 sqft,Yes,$535,R2893128,,Residential,1993,,"16 - 20841 Dewdney Trunk Rd, Maple Ridge, BC",2,3,1,10/06/2024,"$750,000"
102,Single Family Residence,"$6,328",4114 sqft,Yes,$359,R2893889,,Residential,2006,,"10681 248 St, Maple Ridge, BC",3,6,6,11/06/2024,"$1,480,000"
103,Single Family Residence,,2889 sqft,Yes,$415,R2894450,,Residential,1960,,"12163 218 St, Maple Ridge, BC",2,5,6,11/06/2024,"$1,199,999"
104,Single Family Residence,"$2,579",4212 sqft,Yes,$442,R2892822,,Residential,2025,,"13582 Birdtail Dr, Maple Ridge, BC",4,6,0,09/06/2024,"$1,865,000"
105,Townhouse,"$3,364",1501 sqft,Yes,$569,R2893343,,Residential,2014,,"53 - 11461 236 St, Maple Ridge, BC",2,3,2,10/06/2024,"$855,000"
106,Apartment/Condominium,"$3,000",991 sqft,Yes,$695,R2892470,,Residential,2023,,"404 - 11703 Fraser St, Maple Ridge, BC",2,2,1,09/06/2024,"$689,500"
107,Single Family Residence,"$5,216",1330 sqft,No,$902,R2893152,,Residential,1975,,"12223 211 St, Maple Ridge, BC",3,4,4,10/06/2024,"$1,199,999"
108,Townhouse,"$3,410",1425 sqft,Yes,$554,R2892875,,Residential,1991,,"35 - 22900 126 Ave, Maple Ridge, BC",2,3,3,09/06/2024,"$789,900"
109,Apartment/Condominium,"$2,577",1045 sqft,Yes,$620,R2893761,,Residential,2017,,"310 - 12310 222 St, Maple Ridge, BC",2,2,2,10/06/2024,"$648,800"
110,Townhouse,"$3,440",1334 sqft,Yes,$592,R2893734,,Residential,1995,,"2 - 21801 Dewdney Trunk Rd, Maple Ridge, BC",2,3,2,09/06/2024,"$790,000"
111,Single Family Residence,"$5,615",2502 sqft,Yes,$953,R2892596,,Residential,1968,,"25549 112 Ave, Maple Ridge, BC",3,3,10,09/06/2024,"$2,385,000"
112,Single Family Residence,"$8,834",3570 sqft,Yes,$612,R2891981,,Residential,2000,,"1 - 12530 241 St, Maple Ridge, BC",3,4,3,06/06/2024,"$2,188,000"
113,Single Family Residence,"$8,853",5300 sqft,Yes,$358,R2891294,,Residential,2016,,"12170 223 St, Maple Ridge, BC",5,7,0,05/06/2024,"$1,899,000"
114,Townhouse,"$2,458",906 sqft,No,$689,R2892179,,Residential,1987,,"12 - 20799 119 Ave, Maple Ridge, BC",1,2,0,06/06/2024,"$625,000"
115,Townhouse,,2216 sqft,Yes,$495,R2891869,,Residential,2024,,"48 - 10640 248 St, Maple Ridge, BC",3,3,2,06/06/2024,"$1,099,000"
116,Single Family Residence,"$2,975",4580 sqft,Yes,$458,R2892100,,Residential,2024,,"13762 Silver Valley Rd, Maple Ridge, BC",6,7,6,06/06/2024,"$2,100,000"
117,Townhouse,,1591 sqft,Yes,$565,R2891871,,Residential,2024,,"2 - 10640 248 St, Maple Ridge, BC",3,3,2,06/06/2024,"$899,000"
118,Townhouse,,1242 sqft,Yes,$667,R2891987,,Residential,2024,,"51 - 10640 248 St, Maple Ridge, BC",2,3,2,06/06/2024,"$829,000"
119,Townhouse,"$1,672",1026 sqft,No,$486,R2892258,,Residential,1991,,"43 - 23580 Dewdney Trunk Rd, Maple Ridge, BC",1,2,2,05/06/2024,"$499,000"
120,Single Family Residence,"$5,966",3049 sqft,Yes,$459,R2891203,,Residential,2002,,"11567 238a St, Maple Ridge, BC",3,5,6,03/06/2024,"$1,399,900"
121,Single Family Residence,"$7,546",3496 sqft,Yes,$486,R2890527,,Residential,2020,,"10597 Jackson Rd, Maple Ridge, BC",3,4,4,03/06/2024,"$1,699,900"
122,Single Family Residence,,1383 sqft,Yes,$802,R2890532,,Residential,2024,,"25185 112 Ave, Maple Ridge, BC",2,3,2,03/06/2024,"$1,109,900"
123,Townhouse,"$3,745",2217 sqft,Yes,$360,R2890311,,Residential,1992,,"35 - 23151 Haney Bypass, Maple Ridge, BC",2,4,2,03/06/2024,"$799,000"
124,Townhouse,"$3,433",2032 sqft,No,$334,R2891082,,Residential,1972,,"11767 Darby St, Maple Ridge, BC",1,3,2,04/06/2024,"$679,900"
125,Single Family Residence,"$2,502",3921 sqft,Yes,$458,R2891364,,Residential,2024,,"13588 Birdtail Dr, Maple Ridge, BC",4,6,0,03/06/2024,"$1,799,000"
126,Single Family Residence,"$4,958",1660 sqft,Yes,"$1,024",R2890788,,Residential,1977,,"23679 Fern Cres, Maple Ridge, BC",3,3,20,03/06/2024,"$1,699,900"
127,Townhouse,"$4,066",2146 sqft,Yes,$437,R2891037,,Residential,2008,,"45 - 11282 Cottonwood Dr, Maple Ridge, BC",3,3,3,04/06/2024,"$939,900"
128,Apartment/Condominium,"$3,009",930 sqft,Yes,$729,R2888758,,Residential,2019,,"202 - 11893 227 St, Maple Ridge, BC",2,2,1,29/05/2024,"$678,800"
129,Single Family Residence,"$5,434",3467 sqft,Yes,$659,R2889315,,Residential,1977,,"10950 284 St, Maple Ridge, BC",4,5,12,30/05/2024,"$2,285,000"
130,Single Family Residence,"$7,371",3579 sqft,Yes,$447,R2889347,,Residential,2008,,"13650 229a St, Maple Ridge, BC",3,5,6,29/05/2024,"$1,599,900"
131,Single Family Residence,"$6,199",2621 sqft,Yes,$602,R2888984,,Residential,1993,,"20266 123 Ave, Maple Ridge, BC",2,5,4,29/05/2024,"$1,580,000"
132,Apartment/Condominium,"$1,461",533 sqft,No,$636,R2889197,,Residential,1999,,"304 - 22347 Lougheed Highway, Maple Ridge, BC",1,1,1,30/05/2024,"$339,000"
133,Single Family Residence,"$6,237",3257 sqft,Yes,$475,R2889352,,Residential,2010,,"23039 Gilbert Dr, Maple Ridge, BC",3,4,4,30/05/2024,"$1,548,000"
134,Single Family Residence,"$12,370",7017 sqft,Yes,$624,R2888738,,Residential,2007,,"12610 Laity St, Maple Ridge, BC",8,7,15,29/05/2024,"$4,380,000"
135,Apartment/Condominium,,1093 sqft,Yes,$603,R2888985,,Residential,2024,,"503 - 22575 Brown Ave, Maple Ridge, BC",2,2,1,29/05/2024,"$659,900"
136,Townhouse,"$3,310",1350 sqft,Yes,$613,R2888997,,Residential,2019,,"37 - 11272 240 St, Maple Ridge, BC",2,3,2,27/05/2024,"$828,800"
137,Townhouse,,1516 sqft,Yes,$606,R2887111,,Residential,2024,,"135 - 24951 112 Ave, Maple Ridge, BC",2,3,2,26/05/2024,"$919,900"
138,Townhouse,"$4,122",1936 sqft,Yes,$464,R2887974,,Residential,2015,,"12 - 10550 248 St, Maple Ridge, BC",3,4,2,27/05/2024,"$899,999"
139,Multi Family,"$5,376",2282 sqft,Yes,$481,R2887711,,Residential,2013,,"13277 236 St, Maple Ridge, BC",2,3,4,27/05/2024,"$1,099,900"
140,Single Family Residence,"$5,955",4072 sqft,Yes,$437,R2888380,,Residential,1971,,"12409 214 St, Maple Ridge, BC",3,4,4,27/05/2024,"$1,780,000"
141,Single Family Residence,"$5,555",1896 sqft,Yes,$685,R2887765,,Residential,1974,,"11934 212 St, Maple Ridge, BC",2,3,6,27/05/2024,"$1,299,000"
142,Townhouse,"$3,249",1274 sqft,Yes,$627,R2887821,,Residential,2014,,"55 - 10151 240 St, Maple Ridge, BC",2,3,2,27/05/2024,"$799,000"
143,Manufactured On Land,"$5,276",1250 sqft,No,"$1,344",R2888415,,Residential,1983,,"11710 272 St, Maple Ridge, BC",2,3,50,27/05/2024,"$1,680,000"
144,Single Family Residence,"$1,931",2236 sqft,No,$581,R2887194,,Residential,2024,,"24308 101a Ave, Maple Ridge, BC",3,4,2,24/05/2024,"$1,299,800"
145,Single Family Residence,"$1,916",2172 sqft,Yes,$598,R2887206,,Residential,2024,,"24309 101a Ave, Maple Ridge, BC",3,4,2,24/05/2024,"$1,299,800"
146,Single Family Residence,"$6,975",2909 sqft,Yes,$514,R2887542,,Residential,2006,,"23966 Abernethy Way, Maple Ridge, BC",4,6,6,25/05/2024,"$1,498,000"
147,Single Family Residence,"$6,900",5453 sqft,No,$786,R2888529,,Residential,1948,,"11565 248 St, Maple Ridge, BC",6,14,10,26/05/2024,"$4,288,800"
148,Single Family Residence,"$1,916",2172 sqft,Yes,$598,R2887166,,Residential,2024,,"24307 101a Ave, Maple Ridge, BC",3,4,2,24/05/2024,"$1,299,800"
149,Single Family Residence,"$4,223",1321 sqft,No,"$1,816",R2887686,,Residential,1969,,"20739 Camwood Ave, Maple Ridge, BC",1,3,0,26/05/2024,"$2,399,000"
150,Single Family Residence,"$10,728",5555 sqft,No,$700,R2886940,,Residential,2019,,"24331 124 Ave, Maple Ridge, BC",4,6,12,23/05/2024,"$3,888,888"
151,Single Family Residence,"$2,543",4501 sqft,Yes,$666,R2886633,,Residential,1975,,"21968 127 Ave, Maple Ridge, BC",3,6,3,23/05/2024,"$3,000,000"
152,Manufactured Home,$420,784 sqft,No,$318,R2884773,,Residential,1997,,"11 - 12868 229 St, Maple Ridge, BC",1,2,2,20/05/2024,"$249,900"
153,Single Family Residence,"$6,374",3009 sqft,Yes,$474,R2886453,,Residential,2016,,"11036 Buckerfield Dr, Maple Ridge, BC",3,5,4,20/05/2024,"$1,428,000"
154,Apartment/Condominium,"$2,793",885 sqft,Yes,$621,R2885697,,Residential,2013,,"205 - 22318 Lougheed Highway, Maple Ridge, BC",2,2,1,20/05/2024,"$549,900"
155,Apartment/Condominium,"$3,213",1844 sqft,Yes,$379,R2885548,,Residential,1988,,"202 - 22515 116 Ave, Maple Ridge, BC",2,2,1,20/05/2024,"$699,900"
156,Single Family Residence,"$5,162",1764 sqft,No,$666,R2884778,,Residential,1984,,"12126 Cherrywood Dr, Maple Ridge, BC",3,3,5,21/05/2024,"$1,175,000"
157,Apartment/Condominium,"$3,004",1286 sqft,Yes,$636,R2885448,,Residential,2019,,"206 - 11893 227 St, Maple Ridge, BC",2,2,2,20/05/2024,"$818,800"
158,Townhouse,"$3,299",1199 sqft,No,$574,R2885175,,Residential,1990,,"5 - 11950 Laity St, Maple Ridge, BC",2,2,2,18/05/2024,"$689,000"
