,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice
50,Single Family Residence,"$5,027",1558 sqft,Yes,"$1,007",R2903256,,Residential,1946,,"101 Sea Ave N, Burnaby, BC",2,4,2,07/07/2024,"$1,570,000"
51,Apartment/Condominium,"$2,390",797 sqft,Yes,"$1,026",R2903251,,Residential,2021,,"2805 - 2311 Beta Ave, Burnaby, BC",2,2,1,07/07/2024,"$818,000"
52,Single Family Residence,"$12,001",4631 sqft,Yes,$753,R2903778,,Residential,2014,,"1923 Sherlock Ave, Burnaby, BC",7,9,10,07/07/2024,"$3,490,000"
53,Multi Family,"$5,451",2016 sqft,Yes,$967,R2902991,,Residential,2020,,"4078 Nithsdale St, Burnaby, BC",3,4,3,07/07/2024,"$1,950,000"
54,Townhouse,"$1,892",885 sqft,Yes,$857,R2903464,,Residential,2007,,"227 - 5155 Watling St, Burnaby, BC",2,2,1,07/07/2024,"$759,000"
55,Apartment/Condominium,"$2,210",896 sqft,Yes,$952,R2904290,,Residential,2012,,"2106 - 2232 Douglas Rd, Burnaby, BC",2,2,2,07/07/2024,"$853,000"
56,Apartment/Condominium,,897 sqft,Yes,"$1,284",R2903187,,Residential,2023,,"2308 - 3888 Evergreen Pl, Burnaby, BC",2,2,1,07/07/2024,"$1,152,000"
57,Single Family Residence,"$6,351",4377 sqft,Yes,$593,R2903769,,Residential,1980,,"6302 Pynford Crt, Burnaby, BC",4,6,4,07/07/2024,"$2,599,900"
58,Apartment/Condominium,,1034 sqft,Yes,"$1,131",R2903677,,Residential,2027,,"1101 - 6576 Marlborough Ave, Burnaby, BC",2,3,1,06/07/2024,"$1,169,900"
59,Single Family Residence,"$6,643",3151 sqft,Yes,$824,R2904000,,Residential,1977,,"7220 Union St, Burnaby, BC",3,4,2,07/07/2024,"$2,599,000"
60,Apartment/Condominium,"$1,555",618 sqft,Yes,$964,R2902982,,Residential,2011,,"412 - 4310 Hastings St, Burnaby, BC",1,1,1,07/07/2024,"$596,000"
61,Apartment/Condominium,,552 sqft,Yes,$996,R2903687,,Residential,2024,,"610 - 4880 Lougheed Highway, Burnaby, BC",1,1,0,07/07/2024,"$549,900"
62,Multi Family,"$3,166",1197 sqft,Yes,$834,R2903599,,Residential,2011,,"7248 Stride Ave, Burnaby, BC",2,3,0,06/07/2024,"$999,000"
63,Apartment/Condominium,,976 sqft,Yes,"$1,532",R2903166,,Residential,2027,,"3805 - 2266 Springer Ave, Burnaby, BC",2,3,1,06/07/2024,"$1,495,900"
64,Apartment/Condominium,"$1,815",649 sqft,Yes,"$1,046",R2902076,,Residential,2015,,"501 - 2008 Rosser Ave, Burnaby, BC",1,1,1,03/07/2024,"$679,000"
65,Apartment/Condominium,"$2,287",687 sqft,Yes,"$1,205",R2902351,,Residential,2020,,"3607 - 1888 Gilmore Ave, Burnaby, BC",2,2,1,03/07/2024,"$828,000"
66,Apartment/Condominium,"$2,742",921 sqft,Yes,"$1,084",R2902154,,Residential,2019,,"5507 - 4510 Halifax Way, Burnaby, BC",2,2,1,03/07/2024,"$999,000"
67,Apartment/Condominium,"$2,423",866 sqft,Yes,"$1,025",R2902073,,Residential,2018,,"1508 - 6638 Dunblane Ave, Burnaby, BC",2,2,1,03/07/2024,"$888,000"
68,Multi Family,"$5,844",1280 sqft,No,"$1,092",R2902307,,Residential,2023,,"5775 Hardwick St, Burnaby, BC",3,4,2,03/07/2024,"$1,399,000"
69,Apartment/Condominium,"$1,084",729 sqft,Yes,$589,R2902158,,Residential,1976,,"1106 - 3755 Bartlett Crt, Burnaby, BC",1,1,1,03/07/2024,"$429,800"
70,Apartment/Condominium,"$2,924",874 sqft,Yes,"$1,221",R2901930,,Residential,2021,,"4911 - 4650 Brentwood Blvd, Burnaby, BC",2,2,1,03/07/2024,"$1,068,000"
71,Apartment/Condominium,,906 sqft,Yes,"$1,266",R2902041,,Residential,2024,,"4304 - 4880 Lougheed Highway, Burnaby, BC",2,2,1,03/07/2024,"$1,147,900"
72,Apartment/Condominium,"$1,967",955 sqft,Yes,$785,R2901857,,Residential,2009,,"1208 - 9868 Cameron St, Burnaby, BC",2,2,1,02/07/2024,"$750,000"
73,Apartment/Condominium,"$2,313",761 sqft,Yes,"$1,090",R2901641,,Residential,2020,,"2408 - 2351 Beta Ave, Burnaby, BC",2,2,1,02/07/2024,"$830,000"
74,Apartment/Condominium,,846 sqft,Yes,"$1,145",R2901507,,Residential,2023,,"2610 - 3833 Evergreen Pl, Burnaby, BC",2,2,1,02/07/2024,"$969,000"
75,Apartment/Condominium,"$1,630",535 sqft,Yes,"$1,173",R2901779,,Residential,2020,,"603 - 1955 Alpha Way, Burnaby, BC",1,1,1,02/07/2024,"$628,000"
76,Multi Family,"$3,752",2329 sqft,No,$613,R2901397,,Residential,1979,,"5602 Claude Ave, Burnaby, BC",2,7,2,02/07/2024,"$1,428,000"
77,Apartment/Condominium,"$2,131",961 sqft,Yes,$852,R2901831,,Residential,2009,,"1908 - 7325 Arcola St, Burnaby, BC",2,2,1,02/07/2024,"$818,800"
78,Apartment/Condominium,"$2,518",777 sqft,Yes,"$1,078",R2901973,,Residential,2021,,"1602 - 4650 Brentwood Blvd, Burnaby, BC",2,2,1,02/07/2024,"$838,000"
79,Single Family Residence,"$6,665",4479 sqft,Yes,$756,R2901601,,Residential,2024,,"6691 Waltham Ave, Burnaby, BC",6,7,4,02/07/2024,"$3,388,000"
80,Apartment/Condominium,"$2,777",760 sqft,Yes,"$1,250",R2901955,,Residential,2021,,"2208 - 6699 Dunblane Ave, Burnaby, BC",2,2,1,02/07/2024,"$950,000"
81,Apartment/Condominium,"$1,832",624 sqft,Yes,"$1,118",R2902113,,Residential,2021,,"606 - 2288 Alpha Ave, Burnaby, BC",1,1,1,02/07/2024,"$698,000"
82,Apartment/Condominium,,868 sqft,Yes,"$1,140",R2902359,,Residential,2024,,"1703 - 4880 Lougheed Highway, Burnaby, BC",2,2,1,02/07/2024,"$990,000"
83,Single Family Residence,"$5,414",2723 sqft,Yes,$789,R2901285,,Residential,1955,,"7749 Lee St, Burnaby, BC",3,5,3,02/07/2024,"$2,150,000"
84,Apartment/Condominium,"$2,183",903 sqft,Yes,$926,R2901540,,Residential,2017,,"301 - 3399 Noel Dr, Burnaby, BC",2,2,1,02/07/2024,"$837,000"
85,Apartment/Condominium,,538 sqft,Yes,"$1,207",R2902694,,Residential,2024,,"1604 - 2425 Alpha Ave, Burnaby, BC",1,1,1,02/07/2024,"$649,800"
86,Apartment/Condominium,"$1,536",922 sqft,Yes,$724,R2900894,,Residential,1985,,"1107 - 3980 Carrigan Crt, Burnaby, BC",2,2,1,01/07/2024,"$668,000"
87,Apartment/Condominium,,747 sqft,Yes,"$1,243",R2901305,,Residential,2024,,"2807 - 4880 Lougheed Highway, Burnaby, BC",2,2,1,02/07/2024,"$928,888"
88,Apartment/Condominium,,745 sqft,Yes,"$1,353",R2900969,,Residential,2024,,"3302 - 4890 Lougheed Highway, Burnaby, BC",2,2,1,01/07/2024,"$1,008,000"
89,Single Family Residence,"$5,669",1220 sqft,Yes,"$1,638",R2901416,,Residential,1957,,"4457 Watling St, Burnaby, BC",1,3,2,01/07/2024,"$1,999,000"
90,Duplex,"$7,316",5315 sqft,No,$592,R2901386,,Residential Income,1968,,"6293 Burns St, Burnaby, BC",6,14,8,01/07/2024,"$3,150,000"
91,Apartment/Condominium,"$1,791",957 sqft,Yes,$709,R2900732,,Residential,2016,,"205 - 9168 Slopes Mews, Burnaby, BC",2,2,1,01/07/2024,"$679,000"
92,Single Family Residence,"$6,436",3798 sqft,Yes,$657,R2900549,,Residential,1975,,"7208 Hewitt St, Burnaby, BC",4,5,6,01/07/2024,"$2,499,000"
93,Apartment/Condominium,,868 sqft,Yes,"$1,150",R2900651,,Residential,2024,,"4303 - 4880 Lougheed Highway, Burnaby, BC",2,2,1,01/07/2024,"$999,000"
94,Single Family Residence,"$5,273",2372 sqft,Yes,$885,R2900857,,Residential,1990,,"4712 Albert St, Burnaby, BC",2,4,2,01/07/2024,"$2,100,000"
95,Apartment/Condominium,"$1,846",464 sqft,Yes,"$1,400",R2902016,,Residential,2021,,"2703 - 6699 Dunblane Ave, Burnaby, BC",1,1,1,01/07/2024,"$650,000"
96,Townhouse,"$2,327",1113 sqft,Yes,$861,R2900604,,Residential,2003,,"10 - 7488 Southwynde Ave, Burnaby, BC",1,3,2,01/07/2024,"$959,000"
97,Apartment/Condominium,,811 sqft,Yes,"$1,171",R2900740,,Residential,2024,,"202 - 4433 Alaska St, Burnaby, BC",2,2,1,01/07/2024,"$949,900"
98,Apartment/Condominium,"$2,649",918 sqft,Yes,"$1,089",R2902309,,Residential,2015,,"2005 - 4508 Hazel St, Burnaby, BC",2,2,0,01/07/2024,"$999,900"
99,Single Family Residence,"$7,207",3269 sqft,Yes,$802,R2900570,,Residential,1993,,"4012 Dundas St, Burnaby, BC",4,7,2,01/07/2024,"$2,625,000"
100,Apartment/Condominium,"$2,692",882 sqft,Yes,"$1,105",R2900738,,Residential,2021,,"2606 - 1888 Gilmore Ave, Burnaby, BC",2,2,1,01/07/2024,"$975,000"
101,Apartment/Condominium,"$2,415",1218 sqft,Yes,$779,R2900670,,Residential,1995,,"402 - 5280 Oakmount Cres, Burnaby, BC",2,2,2,01/07/2024,"$950,000"
102,Apartment/Condominium,"$2,186",812 sqft,Yes,$933,R2902362,,Residential,2022,,"1405 - 8761 University Cres, Burnaby, BC",2,2,1,01/07/2024,"$758,000"
103,Apartment/Condominium,"$2,134",926 sqft,Yes,"$1,166",R2900652,,Residential,2021,,"2102 - 6699 Dunblane Ave, Burnaby, BC",2,3,1,01/07/2024,"$1,080,000"
104,Apartment/Condominium,"$2,231",686 sqft,Yes,"$1,090",R2900389,,Residential,2018,,"3506 - 6098 Station St, Burnaby, BC",1,1,1,30/06/2024,"$748,000"
105,Apartment/Condominium,"$2,209",850 sqft,Yes,$904,R2900922,,Residential,2020,,"510 - 7358 Edmonds St, Burnaby, BC",2,2,1,29/06/2024,"$769,000"
106,Apartment/Condominium,,568 sqft,Yes,"$1,294",R2900622,,Residential,2024,,"4905 - 4880 Lougheed Highway, Burnaby, BC",1,1,1,27/06/2024,"$735,000"
107,Apartment/Condominium,,758 sqft,Yes,"$1,179",R2900593,,Residential,2025,,"508 - 4988 Bennett St, Burnaby, BC",2,2,1,27/06/2024,"$893,900"
108,Apartment/Condominium,"$4,039",1278 sqft,Yes,"$1,314",R2901126,,Residential,2021,,"3502 - 6080 Mckay Ave, Burnaby, BC",2,2,2,30/06/2024,"$1,680,000"
109,Apartment/Condominium,"$1,556",878 sqft,Yes,$717,R2901406,,Residential,1979,,"217 - 5932 Patterson Ave, Burnaby, BC",1,2,1,30/06/2024,"$629,900"
110,Apartment/Condominium,"$2,325",1045 sqft,Yes,$822,R2901136,,Residential,2007,,"308 - 4723 Dawson St, Burnaby, BC",2,2,2,30/06/2024,"$860,000"
111,Apartment/Condominium,"$2,507",853 sqft,Yes,"$1,266",R2900186,,Residential,2021,,"1708 - 4458 Beresford St, Burnaby, BC",2,2,1,27/06/2024,"$1,080,000"
112,Townhouse,"$3,239",1980 sqft,Yes,$635,R2900022,,Residential,1990,,"23 - 2801 Ellerslie Ave, Burnaby, BC",2,3,2,26/06/2024,"$1,258,000"
113,Apartment/Condominium,"$1,631",837 sqft,Yes,$750,R2900089,,Residential,2009,,"309 - 9009 Cornerstone Mews, Burnaby, BC",2,2,1,26/06/2024,"$628,000"
114,Apartment/Condominium,"$1,497",895 sqft,Yes,$702,R2899897,,Residential,2009,,"507 - 9188 University Cres, Burnaby, BC",2,2,1,26/06/2024,"$629,000"
115,Apartment/Condominium,,732 sqft,Yes,"$1,374",R2899992,,Residential,2023,,"4205 - 6511 Sussex Ave, Burnaby, BC",2,3,1,26/06/2024,"$1,005,900"
116,Apartment/Condominium,"$1,387",590 sqft,Yes,$867,R2899677,,Residential,2016,,"1303 - 9393 Tower Rd, Burnaby, BC",1,1,1,26/06/2024,"$512,000"
117,Townhouse,"$1,864",985 sqft,Yes,$688,R2898972,,Residential,1995,,"207 - 6930 Balmoral St, Burnaby, BC",1,2,2,26/06/2024,"$678,013"
118,Townhouse,"$3,108",1812 sqft,Yes,$799,R2899768,,Residential,1993,,"20 - 7501 Cumberland St, Burnaby, BC",3,4,2,26/06/2024,"$1,449,000"
119,Apartment/Condominium,,1265 sqft,Yes,"$1,343",R2899736,,Residential,2024,,"3707 - 4890 Lougheed Highway, Burnaby, BC",3,3,2,26/06/2024,"$1,699,000"
120,Apartment/Condominium,"$1,250",769 sqft,Yes,$648,R2899193,,Residential,1979,,"206 - 1955 Woodway Pl, Burnaby, BC",1,2,1,25/06/2024,"$499,000"
121,Apartment/Condominium,"$2,516",827 sqft,Yes,"$1,255",R2899448,,Residential,2017,,"4604 - 4485 Skyline Dr, Burnaby, BC",2,2,2,25/06/2024,"$1,038,000"
122,Apartment/Condominium,"$3,018",998 sqft,Yes,"$1,282",R2899932,,Residential,2023,,"3803 - 4730 Lougheed Highway, Burnaby, BC",2,2,1,25/06/2024,"$1,280,000"
123,Apartment/Condominium,"$1,640",565 sqft,Yes,"$1,157",R2899564,,Residential,2019,,"1803 - 7303 Noble Lane, Burnaby, BC",1,1,1,25/06/2024,"$653,800"
124,Apartment/Condominium,"$2,147",1095 sqft,Yes,$866,R2899006,,Residential,2011,,"405 - 2200 Douglas Rd, Burnaby, BC",2,2,2,25/06/2024,"$949,000"
125,Apartment/Condominium,"$1,396",476 sqft,Yes,"$1,237",R2899323,,Residential,2020,,"242 - 5355 Lane St, Burnaby, BC",1,1,1,25/06/2024,"$588,889"
126,Apartment/Condominium,"$1,841",743 sqft,Yes,$874,R2899912,,Residential,2018,,"PH21 - 6283 Kingsway, Burnaby, BC",2,2,2,24/06/2024,"$650,000"
127,Single Family Residence,"$7,226",3773 sqft,Yes,$715,R2899337,,Residential,1979,,"5520 Frances St, Burnaby, BC",4,5,4,25/06/2024,"$2,698,000"
128,Apartment/Condominium,"$1,443",661 sqft,Yes,$906,R2898359,,Residential,1998,,"410 - 6893 Prenter St, Burnaby, BC",1,1,1,23/06/2024,"$599,000"
129,Apartment/Condominium,"$1,509",898 sqft,Yes,$751,R2898625,,Residential,1987,,"104 - 3970 Carrigan Crt, Burnaby, BC",1,2,1,23/06/2024,"$674,900"
130,Single Family Residence,"$10,102",5323 sqft,Yes,$805,R2898937,,Residential,2018,,"7761 Kerrywood Cres, Burnaby, BC",5,6,6,23/06/2024,"$4,288,000"
131,Apartment/Condominium,"$1,757",525 sqft,Yes,"$1,367",R2898374,,Residential,2022,,"2503 - 6000 Mckay Ave, Burnaby, BC",1,1,1,23/06/2024,"$718,000"
132,Single Family Residence,"$5,559",2973 sqft,No,$715,R2898927,,Residential,1968,,"7910 Burnfield Cres, Burnaby, BC",2,5,0,23/06/2024,"$2,128,000"
133,Apartment/Condominium,"$1,835",1059 sqft,Yes,$755,R2898386,,Residential,1986,,"101 - 3421 Curle Ave, Burnaby, BC",2,2,1,23/06/2024,"$799,900"
134,Apartment/Condominium,"$2,193",675 sqft,Yes,"$1,285",R2899746,,Residential,2022,,"3609 - 6000 Mckay Ave, Burnaby, BC",1,2,1,23/06/2024,"$868,000"
135,Apartment/Condominium,,1059 sqft,Yes,"$1,320",R2898149,,Residential,2024,,"5006 - 4880 Lougheed Highway, Burnaby, BC",2,2,1,23/06/2024,"$1,398,000"
136,Apartment/Condominium,"$1,584",635 sqft,Yes,$927,R2898568,,Residential,2006,,"703 - 4118 Dawson St, Burnaby, BC",1,1,1,23/06/2024,"$589,000"
137,Single Family Residence,"$6,804",3922 sqft,No,$637,R2898505,,Residential,1970,,"5465 Tye Crt, Burnaby, BC",3,6,3,23/06/2024,"$2,499,000"
138,Apartment/Condominium,"$1,626",792 sqft,Yes,$806,R2899127,,Residential,1999,,"2102 - 6088 Willingdon Ave, Burnaby, BC",1,1,1,23/06/2024,"$639,000"
139,Single Family Residence,"$5,642",4801 sqft,Yes,$832,R2898061,,Residential,2024,,"1605 Sherlock Ave, Burnaby, BC",7,11,3,23/06/2024,"$3,998,000"
140,Apartment/Condominium,"$1,660",521 sqft,Yes,"$1,353",R2899515,,Residential,2022,,"1106 - 4711 Hazel St, Burnaby, BC",0,1,1,23/06/2024,"$705,000"
141,Apartment/Condominium,,745 sqft,Yes,"$1,219",R2898521,,Residential,2024,,"2004 - 4890 Lougheed Highway, Burnaby, BC",2,2,1,23/06/2024,"$908,800"
142,Apartment/Condominium,"$1,959",811 sqft,Yes,$985,R2899038,,Residential,2013,,"205 - 7377 14 Th Ave, Burnaby, BC",2,2,2,23/06/2024,"$799,000"
143,Apartment/Condominium,"$1,982",550 sqft,Yes,"$1,180",R2899520,,Residential,2017,,"4008 - 4900 Lennox Lane, Burnaby, BC",1,1,1,23/06/2024,"$649,000"
144,Single Family Residence,"$5,545",4386 sqft,Yes,$681,R2899282,,Residential,2024,,"8563 11th Ave, Burnaby, BC",7,8,4,20/06/2024,"$2,988,888"
145,Single Family Residence,"$5,289",2434 sqft,No,"$1,345",R2897739,,Residential,1968,,"5233 Christopher Crt, Burnaby, BC",2,3,0,20/06/2024,"$3,275,000"
146,Townhouse,"$2,679",1220 sqft,Yes,$930,R2897777,,Residential,2018,,"3 - 5188 Savile Row, Burnaby, BC",2,3,2,20/06/2024,"$1,135,000"
147,Townhouse,"$2,282",1361 sqft,Yes,$726,R2898532,,Residential,1996,,"55 - 6577 Southoaks Cres, Burnaby, BC",2,3,2,20/06/2024,"$988,900"
148,Apartment/Condominium,"$1,731",534 sqft,Yes,"$1,067",R2898576,,Residential,2021,,"2202 - 2351 Beta Ave, Burnaby, BC",1,1,0,20/06/2024,"$570,000"
149,Apartment/Condominium,"$3,431",1123 sqft,Yes,$970,R2898439,,Residential,2021,,"2102 - 2288 Alpha Ave, Burnaby, BC",2,2,2,20/06/2024,"$1,089,900"
150,Apartment/Condominium,,995 sqft,No,"$1,105",R2897939,,Residential,2024,,"302 - 5535 Hastings St, Burnaby, BC",2,2,2,20/06/2024,"$1,099,600"
151,Apartment/Condominium,,789 sqft,No,"$1,121",R2897935,,Residential,2024,,"307 - 5535 Hastings St, Burnaby, BC",1,1,2,20/06/2024,"$884,600"
152,Apartment/Condominium,,422 sqft,Yes,"$1,404",R2897352,,Residential,2027,,"1809 - 2266 Springer Ave, Burnaby, BC",1,1,0,19/06/2024,"$592,900"
153,Apartment/Condominium,"$2,237",663 sqft,Yes,"$1,204",R2897520,,Residential,2018,,"4807 - 4670 Assembly Way, Burnaby, BC",1,1,1,19/06/2024,"$798,880"
