beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,listingDate,listingPrice,lat,lon,addressDetails,streetAddress,city,neighborhood,postalCode,age,priceToTaxRatio,listingYear,listingMonth,distanceToCenter,distanceToSchool,nearestSchool
5,3,"34613 Quarry Ave, Abbotsford, BC, Canada",2585.0,4,4713.0,483.0,1999.0,SingleFamily,2024-07-04,1249000.0,49.0530695,-122.2675003,"Quarry Avenue, Yale Court, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 4H3, Canada",34613 Quarry Ave,Abbotsford,General Abbotsford District, V2S 4H3,25.0,265.01166984935287,2024,7,1847.4747474912772,668.7464067497515,Centennial Park Elementary
3,2,"35215 Mckee Rd, Abbotsford, BC, Canada",2158.0,0,4270.0,532.0,1981.0,SingleFamily,2024-07-04,1150000.0,49.065393,-122.2432137,"McKee Road, Upper Ten Oaks, Abbotsford, Fraser Valley Regional District, British Columbia, V3G 3B1, Canada",35215 Mckee Rd,Abbotsford,Upper Ten Oaks, V3G 3B1,43.0,269.3208430913349,2024,7,3598.323555068956,1043.9988797017502,Dormick Park Elementary
3,2,"32917 Amicus Pl, Abbotsford, BC, Canada",2194.0,2,2294.0,307.0,1982.0,Townhouse,2024-07-04,674900.0,49.0535685,-122.3111558,"Amicus Place, City Centre, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 6G9, Canada",32917 Amicus Pl,Abbotsford,City Centre, V2S 6G9,42.0,294.2022667829119,2024,7,2424.62745296483,656.0222693622827,Margaret Stenersen Elementary
3,2,"34248 King Rd, Abbotsford, BC, Canada",1414.0,3,2728.0,509.0,2009.0,Townhouse,2024-07-04,719900.0,49.0308236,-122.3266547,"King Road, North Poplar, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 5Z5, Canada",34248 King Rd,Abbotsford,North Poplar, V2T 5Z5,15.0,263.8929618768328,2024,7,4491.894603553687,672.6802372278856,Dasmesh Punjabi School
4,2,"2666 Stewart Cres, Abbotsford, BC, Canada",1919.0,8,4697.0,573.0,1975.0,SingleFamily,2024-07-02,1099900.0,49.0499795,-122.2735494,"Stewart Crescent, Abbotsford Centre, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 8G9, Canada",2666 Stewart Cres,Abbotsford,General Abbotsford District, V2S 8G9,49.0,234.1707472855014,2024,7,1409.9764541224238,638.6383619891775,Alexander Elementary
3,3,"35625 Page Rd, Abbotsford, BC, Canada",2205.0,10,3818.0,1133.0,2010.0,SingleFamily,2024-07-02,2499900.0,49.1205646,-122.2958685,"Page Road, Riverside, Abbotsford, Fraser Valley Regional District, British Columbia, V4X 1T9, Canada",35625 Page Rd,Abbotsford,Riverside, V4X 1T9,14.0,654.7668936616029,2024,7,1430.1456855324177,585.5163436403008,Alexander Elementary
1,1,"2565 Campbell Ave, Abbotsford, BC, Canada",626.0,1,1543.0,670.0,2016.0,Condo,2024-07-02,419700.0,49.0475622,-122.2825854,"Campbell Avenue, Abbotsford Centre, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 2K1, Canada",2565 Campbell Ave,Abbotsford,General Abbotsford District, V2S 2K1,8.0,272.00259235255993,2024,7,989.9168973884535,383.92493787040013,Alexander Elementary
2,1,"2055 Mckenzie Rd, Abbotsford, BC, Canada",900.0,6,4206.0,1111.0,1960.0,SingleFamily,2024-07-02,999900.0,49.0394705,-122.28266759840676,"2055, McKenzie Road, McCallum, Abbotsford Centre, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 3Z6, Canada",2055 Mckenzie Rd,Abbotsford,McCallum, V2S 3Z6,64.0,237.7318116975749,2024,7,989.9168973884535,383.92493787040013,Alexander Elementary
2,1,"1909 Salton Rd, Abbotsford, BC, Canada",925.0,2,755.0,335.0,1975.0,Condo,2024-07-02,309900.0,49.0360931,-122.2876542,"Salton Road, McCallum, Abbotsford Centre, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 3W6, Canada",1909 Salton Rd,Abbotsford,McCallum, V2S 3W6,49.0,410.4635761589404,2024,7,9423.308876278785,299.7046546938462,Dave Kandal Elementary
3,1,"1909 Salton Rd, Abbotsford, BC, Canada",1134.0,2,1469.0,290.0,1975.0,Condo,2024-07-02,329900.0,49.0360931,-122.2876542,"Salton Road, McCallum, Abbotsford Centre, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 3W6, Canada",1909 Salton Rd,Abbotsford,McCallum, V2S 3W6,49.0,224.57454050374403,2024,7,7702.021587596404,205.05034413209503,Rick Hansen Secondary
1,1,"30515 Cardinal Ave, Abbotsford, BC, Canada",532.0,1,1245.0,714.0,2009.0,Condo,2024-07-02,380000.0,49.06214845,-122.3794356336891,"Tamarind Westside Phase 1, 30515, Cardinal Avenue, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 0A8, Canada",30515 Cardinal Ave,Abbotsford,General Abbotsford District, V2T 0A8,15.0,305.22088353413653,2024,7,2794.9959111480666,622.2353375687239,William A. Fraser Middle School
3,2,"30930 Westridge Pl, Abbotsford, BC, Canada",1335.0,2,2866.0,591.0,2019.0,Townhouse,2024-07-01,789000.0,49.0685579,-122.3632969,"Westridge Place, Westerleigh, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 0G6, Canada",30930 Westridge Pl,Abbotsford,Westerleigh, V2T 0G6,5.0,275.2965806001396,2024,7,3401.1219678454945,896.6202955781685,Dormick Park Elementary
4,2,"2284 Midas St, Abbotsford, BC, Canada",1895.0,6,3810.0,554.0,1974.0,SingleFamily,2024-07-01,1049900.0,49.0449475,-122.2700536,"Midas Street, Yale Court, McMillan, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 8G2, Canada",2284 Midas St,Abbotsford,McMillan, V2S 8G2,50.0,275.56430446194224,2024,7,6272.857628694765,424.24747995708157,Prince Charles Elementary
3,2,"32436 Cordova Ave, Abbotsford, BC, Canada",1871.0,6,4767.0,602.0,1977.0,SingleFamily,2024-07-01,1127700.0,49.0372676,-122.32549852136952,"32436, Cordova Avenue, South Clearbrook, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 3Y7, Canada",32436 Cordova Ave,Abbotsford,South Clearbrook, V2T 3Y7,47.0,236.56387665198238,2024,7,7702.021587596404,205.05034413209503,Rick Hansen Secondary
3,2,"3274 Goldstream Dr, Abbotsford, BC, Canada",1514.0,5,5213.0,653.0,2003.0,SingleFamily,2024-07-01,989000.0,49.061669,-122.2394856,"Goldstream Drive, Highlands, Abbotsford, Fraser Valley Regional District, British Columbia, V3G 2Y6, Canada",3274 Goldstream Dr,Abbotsford,Highlands, V3G 2Y6,21.0,189.71801266065606,2024,7,3598.323555068956,1043.9988797017502,Dormick Park Elementary
2,2,"30930 Westridge Pl, Abbotsford, BC, Canada",1280.0,2,2204.0,584.0,2020.0,Townhouse,2024-07-01,748000.0,49.0685579,-122.3632969,"Westridge Place, Westerleigh, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 0G6, Canada",30930 Westridge Pl,Abbotsford,Westerleigh, V2T 0G6,4.0,339.3829401088929,2024,7,17973.05942824074,7525.60917286433,Barrowtown Elementary
3,2,"33922 King Rd, Abbotsford, BC, Canada",2034.0,2,2457.0,373.0,1988.0,Townhouse,2024-07-01,759900.0,49.0308236,-122.3266547,"King Road, North Poplar, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 5Z5, Canada",33922 King Rd,Abbotsford,North Poplar, V2T 5Z5,36.0,309.2796092796093,2024,7,17673.96072154331,2981.3409739641065,Aberdeen Elementary
2,1,"34909 Old Yale Rd, Abbotsford, BC, Canada",928.0,2,1579.0,484.0,1980.0,Townhouse,2024-07-01,449880.0,49.0118384,-122.1345217,"Old Yale Road, Abbotsford, Fraser Valley Regional District, British Columbia, V3G 1T7, Canada",34909 Old Yale Rd,Abbotsford,General Abbotsford District, V3G 1T7,44.0,284.914502849905,2024,7,4734.584593780857,305.1564906857133,ASIA - North Poplar
3,2,"27735 Roundhouse Dr, Abbotsford, BC, Canada",1366.0,3,2774.0,574.0,2019.0,Townhouse,2024-06-30,785000.0,49.0566354,-122.4540125,"Roundhouse Drive, West Abbotsford, Abbotsford, Fraser Valley Regional District, British Columbia, V4X 2S8, Canada",27735 Roundhouse Dr,Abbotsford,General Abbotsford District, V4X 2S8,5.0,282.98485940879596,2024,6,7702.021587596404,205.05034413209503,Rick Hansen Secondary
1,1,"2211 Clearbrook Rd, Abbotsford, BC, Canada",661.0,1,934.0,423.0,1974.0,Condo,2024-06-27,280000.0,49.0423836,-122.3377463419194,"2211, Clearbrook Road, South Clearbrook, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 2X4, Canada",2211 Clearbrook Rd,Abbotsford,South Clearbrook, V2T 2X4,50.0,299.78586723768734,2024,6,7832.377007301098,166.33646871467627,Blue Jay Elementary
2,2,"31158 Westridge Pl, Abbotsford, BC, Canada",883.0,2,2048.0,667.0,2021.0,Condo,2024-06-30,589000.0,49.0685579,-122.3632969,"Westridge Place, Westerleigh, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 0G6, Canada",31158 Westridge Pl,Abbotsford,Westerleigh, V2T 0G6,3.0,287.59765625,2024,6,1409.9764541224238,638.6383619891775,Alexander Elementary
5,3,"31481 Southern Dr, Abbotsford, BC, Canada",3613.0,6,5036.0,387.0,1996.0,SingleFamily,2024-06-27,1399900.0,49.0571634,-122.3653252,"Southern Drive, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 6X5, Canada",31481 Southern Dr,Abbotsford,General Abbotsford District, V2T 6X5,28.0,277.97855440826055,2024,6,492.1553349294561,511.22391683550916,Abbotsford Senior Secondary School
3,2,"2565 Campbell Ave, Abbotsford, BC, Canada",1052.0,2,2297.0,560.0,2014.0,Condo,2024-06-27,589900.0,49.0475622,-122.2825854,"Campbell Avenue, Abbotsford Centre, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 2K1, Canada",2565 Campbell Ave,Abbotsford,General Abbotsford District, V2S 2K1,10.0,256.81323465389636,2024,6,4988.125708783725,583.4340709660017,Ten Broeck Elementary
4,3,"33580 Huggins Ave, Abbotsford, BC, Canada",1825.0,2,2843.0,575.0,2024.0,MultiFamily,2024-06-27,1050000.0,49.0523538,-122.2971927,"Huggins Avenue, Historic Downtown Abbotsford, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 2R9, Canada",33580 Huggins Ave,Abbotsford,General Abbotsford District, V2S 2R9,0.0,369.3281744635948,2024,6,4694.022031831256,255.55740490921858,Colleen And Gordie Howe Middle School
2,2,"2626 Countess St, Abbotsford, BC, Canada",1105.0,1,1518.0,407.0,1993.0,Condo,2024-06-25,449900.0,49.0499662,-122.3399692,"2626, Countess Street, Clearbrook, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 5P3, Canada",2626 Countess St,Abbotsford,Clearbrook, V2T 5P3,31.0,296.3768115942029,2024,6,7229.5624618597,499.69229264253033,Mountain Elementary
4,3,"32076 Ashcroft Dr, Abbotsford, BC, Canada",2839.0,2,4911.0,422.0,1984.0,SingleFamily,2024-06-25,1199888.0,49.0634919,-122.3362259,"32076, Ashcroft Drive, North Clearbrook, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 5C3, Canada",32076 Ashcroft Dr,Abbotsford,North Clearbrook, V2T 5C3,40.0,244.3266137242924,2024,6,3375.6163139729715,352.1670347741101,Dr Roberta Bondar Elementary
