,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice
13,Apartment/Condominium,,625 sqft,Yes,"$1,159",R2905100,,Residential,2024,,"905 - 699 Whiting Way, Coquitlam, BC",1,1,1,11/07/2024,"$724,900"
14,Single Family Residence,"$5,616",2392 sqft,No,$873,R2905158,,Residential,1962,,"1047 Milford Ave, Coquitlam, BC",2,5,3,11/07/2024,"$2,090,000"
15,Apartment/Condominium,"$1,453",618 sqft,Yes,$807,R2905294,,Residential,1999,,"501 - 1148 Heffley Cres, Coquitlam, BC",1,1,1,11/07/2024,"$499,000"
16,Single Family Residence,"$5,937",3851 sqft,No,$519,R2904384,,Residential,2013,,"1519 Shore View Pl, Coquitlam, BC",3,7,2,09/07/2024,"$1,999,000"
17,Single Family Residence,"$7,014",4929 sqft,Yes,$547,R2904666,,Residential,2011,,"583 Hillcrest St, Coquitlam, BC",6,7,4,09/07/2024,"$2,698,000"
18,Single Family Residence,"$6,726",4574 sqft,Yes,$546,R2903895,,Residential,1989,,"2274 Leclair Dr, Coquitlam, BC",5,6,9,08/07/2024,"$2,499,000"
19,Apartment/Condominium,"$1,864",731 sqft,Yes,$913,R2904566,,Residential,2018,,"110 - 516 Foster Ave, Coquitlam, BC",1,1,0,09/07/2024,"$668,000"
20,Single Family Residence,"$8,035",4367 sqft,Yes,$592,R2903611,,Residential,2011,,"3379 Scotch Pine Ave, Coquitlam, BC",4,4,4,08/07/2024,"$2,588,000"
21,Apartment/Condominium,"$2,311",1101 sqft,Yes,$851,R2904195,,Residential,2023,,"213 - 645 Como Lake Ave, Coquitlam, BC",2,3,2,09/07/2024,"$938,000"
22,Apartment/Condominium,"$1,818",603 sqft,Yes,"$1,027",R2904323,,Residential,2017,,"2408 - 520 Como Lake Ave, Coquitlam, BC",1,1,1,09/07/2024,"$619,800"
23,Apartment/Condominium,"$2,072",1265 sqft,Yes,$678,R2905004,,Residential,1991,,"4 - 551 Austin Ave, Coquitlam, BC",2,3,1,09/07/2024,"$858,000"
24,Single Family Residence,"$4,700",2067 sqft,Yes,$821,R2904452,,Residential,1987,,"2285 Gale Ave, Coquitlam, BC",2,4,4,08/07/2024,"$1,699,000"
25,Townhouse,"$3,189",1253 sqft,Yes,$877,R2903713,,Residential,2015,,"104 - 548 Foster Ave, Coquitlam, BC",3,3,0,08/07/2024,"$1,100,000"
26,Apartment/Condominium,"$2,380",982 sqft,Yes,$702,R2903823,,Residential,2007,,"907 - 511 Rochester Ave, Coquitlam, BC",2,2,1,08/07/2024,"$689,999"
27,Single Family Residence,"$4,993",4776 sqft,Yes,$471,R2904110,,Residential,2006,,"963 Laurel Crt, Coquitlam, BC",5,8,4,08/07/2024,"$2,250,000"
28,Single Family Residence,"$5,170",4338 sqft,Yes,$529,R2904088,,Residential,1996,,"2579 Sapphire Pl, Coquitlam, BC",4,7,4,08/07/2024,"$2,299,000"
29,Single Family Residence,"$5,003",2708 sqft,Yes,$608,R2904537,,Residential,1991,,"3309 Hyde Park Pl, Coquitlam, BC",2,4,4,08/07/2024,"$1,649,000"
30,Single Family Residence,"$6,576",3836 sqft,Yes,$515,R2903685,,Residential,1995,,"639 Rochester Ave, Coquitlam, BC",3,4,2,08/07/2024,"$1,979,000"
31,Apartment/Condominium,"$1,769",983 sqft,Yes,$598,R2903709,,Residential,1990,,"303 - 2925 Glen Dr, Coquitlam, BC",2,2,1,08/07/2024,"$588,000"
32,Townhouse,"$4,096",1725 sqft,Yes,$805,R2902999,,Residential,2015,,"159 - 548 Foster Ave, Coquitlam, BC",3,4,2,07/07/2024,"$1,390,000"
33,Apartment/Condominium,"$2,972",887 sqft,Yes,"$1,021",R2902990,,Residential,2021,,"2904 - 567 Clarke Rd, Coquitlam, BC",2,2,1,07/07/2024,"$906,000"
34,Apartment/Condominium,"$2,759",818 sqft,Yes,"$1,024",R2903219,,Residential,2023,,"1602 - 1182 Westwood St, Coquitlam, BC",2,2,1,07/07/2024,"$838,000"
35,Apartment/Condominium,"$2,383",1075 sqft,Yes,$716,R2903533,,Residential,2005,,"105 - 2966 Silver Springs Blvd, Coquitlam, BC",2,2,1,07/07/2024,"$769,999"
36,Apartment/Condominium,"$1,318",745 sqft,Yes,$536,R2903800,,Residential,1979,,"113 - 1209 Howie Ave, Coquitlam, BC",1,2,2,07/07/2024,"$399,900"
37,Apartment/Condominium,"$1,740",591 sqft,Yes,"$1,015",R2902940,,Residential,2019,,"901 - 657 Whiting Way, Coquitlam, BC",1,1,1,07/07/2024,"$599,900"
38,Multi Family,"$4,184",3287 sqft,Yes,$498,R2903460,,Residential,2002,,"2205 Parkway Blvd, Coquitlam, BC",3,4,6,07/07/2024,"$1,638,800"
39,Townhouse,"$4,092",2537 sqft,Yes,$550,R2903787,,Residential,2004,,"1 - 2978 Whisper Way, Coquitlam, BC",3,4,2,07/07/2024,"$1,397,000"
40,Apartment/Condominium,"$2,470",800 sqft,Yes,$936,R2902723,,Residential,2019,,"602 - 530 Whiting Way, Coquitlam, BC",2,2,1,04/07/2024,"$749,000"
41,Apartment/Condominium,"$1,824",593 sqft,Yes,"$1,042",R2902618,,Residential,2020,,"1801 - 525 Foster Ave, Coquitlam, BC",1,1,1,04/07/2024,"$618,000"
42,Apartment/Condominium,"$1,922",868 sqft,Yes,$686,R2902645,,Residential,1983,,"401 - 460 Westview St, Coquitlam, BC",1,2,1,04/07/2024,"$596,000"
43,Apartment/Condominium,"$2,942",861 sqft,Yes,"$1,113",R2902646,,Residential,2023,,"1406 - 1182 Westwood St, Coquitlam, BC",2,2,2,04/07/2024,"$959,000"
44,Apartment/Condominium,"$2,347",948 sqft,Yes,$843,R2902169,,Residential,2014,,"802 - 958 Ridgeway Ave, Coquitlam, BC",2,2,1,03/07/2024,"$799,999"
45,Apartment/Condominium,"$2,510",733 sqft,Yes,$993,R2902207,,Residential,2020,,"2609 - 652 Whiting Way, Coquitlam, BC",1,2,1,03/07/2024,"$728,000"
46,Single Family Residence,"$4,305",2305 sqft,No,"$2,125",R2902027,,Residential,1977,,"1077 Viewmount Dr, Coquitlam, BC",3,4,0,03/07/2024,"$4,900,000"
47,Apartment/Condominium,"$2,713",819 sqft,Yes,$975,R2902703,,Residential,2019,,"1604 - 657 Whiting Way, Coquitlam, BC",2,2,2,04/07/2024,"$799,000"
48,Apartment/Condominium,"$1,874",870 sqft,Yes,$872,R2901334,,Residential,2009,,"2506 - 2980 Atlantic Ave, Coquitlam, BC",2,2,1,02/07/2024,"$759,000"
49,Single Family Residence,"$4,625",3039 sqft,Yes,$567,R2902004,,Residential,1988,,"1342 Cimarron Dr, Coquitlam, BC",2,3,4,02/07/2024,"$1,724,900"
50,Apartment/Condominium,"$2,125",808 sqft,Yes,$950,R2901960,,Residential,2017,,"209 - 711 Breslay St, Coquitlam, BC",2,2,1,02/07/2024,"$768,300"
51,Single Family Residence,"$3,796",1418 sqft,Yes,$998,R2901648,,Residential,1979,,"1204 Nestor St, Coquitlam, BC",1,3,5,02/07/2024,"$1,415,900"
52,Apartment/Condominium,"$1,485",459 sqft,Yes,"$1,226",R2901472,,Residential,2019,,"1506 691 North Rd, Coquitlam, BC",1,1,1,02/07/2024,"$562,800"
53,Apartment/Condominium,"$1,599",560 sqft,Yes,$964,R2901451,,Residential,2015,,"902 - 1188 Pinetree Way, Coquitlam, BC",1,1,1,02/07/2024,"$539,900"
54,Apartment/Condominium,"$1,529",710 sqft,Yes,$688,R2901867,,Residential,1993,,"109 - 295 Schoolhouse St, Coquitlam, BC",1,1,1,02/07/2024,"$489,000"
55,Single Family Residence,"$6,475",3076 sqft,No,$650,R2901651,,Residential,1967,,"921 Cornell Ave, Coquitlam, BC",2,6,6,02/07/2024,"$1,999,990"
56,Apartment/Condominium,"$1,880",637 sqft,Yes,"$1,028",R2901015,,Residential,2016,,"2910 - 1188 Pinetree Way, Coquitlam, BC",1,1,1,01/07/2024,"$655,000"
57,Townhouse,"$3,260",2105 sqft,Yes,$593,R2899969,,Residential,1996,,"521 - 1485 Parkway Blvd, Coquitlam, BC",2,3,2,01/07/2024,"$1,249,800"
58,Apartment/Condominium,$660,650 sqft,Yes,$915,R2900989,,Residential,2024,,"401 - 615 Cottonwood Ave, Coquitlam, BC",1,1,0,01/07/2024,"$595,000"
59,Apartment/Condominium,"$1,694",764 sqft,Yes,$785,R2901388,,Residential,2009,,"208 - 3132 Dayanee Springs Blvd, Coquitlam, BC",1,1,1,01/07/2024,"$599,900"
60,Townhouse,"$4,767",2086 sqft,Yes,$651,R2900647,,Residential,2020,,"104 - 3423 Roxton Ave, Coquitlam, BC",3,4,2,01/07/2024,"$1,358,000"
61,Apartment/Condominium,"$2,115",964 sqft,Yes,$879,R2900523,,Residential,2008,,"3307 - 1178 Heffley Cres, Coquitlam, BC",2,2,1,01/07/2024,"$848,000"
62,Single Family Residence,"$5,905",2486 sqft,Yes,$917,R2900600,,Residential,2024,,"966 Charland Ave, Coquitlam, BC",5,6,2,01/07/2024,"$2,280,000"
63,Townhouse,"$3,649",2885 sqft,Yes,$494,R2900841,,Residential,1998,,"2 - 3300 Plateau Blvd, Coquitlam, BC",3,3,2,01/07/2024,"$1,428,000"
64,Single Family Residence,"$9,204",3594 sqft,No,$472,R2901942,,Residential,1961,,"450 Walker St, Coquitlam, BC",3,7,6,01/07/2024,"$1,699,000"
65,Townhouse,"$3,873",1529 sqft,Yes,$849,R2901296,,Residential,2023,,"190 - 1331 Olmsted St, Coquitlam, BC",3,4,2,01/07/2024,"$1,299,000"
66,Multi Family,"$3,420",1686 sqft,Yes,$741,R2900978,,Residential,2006,,"309 Blue Mountain St, Coquitlam, BC",3,4,2,01/07/2024,"$1,249,800"
67,Apartment/Condominium,"$1,785",981 sqft,Yes,$661,R2900544,,Residential,1993,,"1403 - 3071 Glen Dr, Coquitlam, BC",2,2,1,01/07/2024,"$649,000"
68,Single Family Residence,"$6,769",1762 sqft,No,"$1,702",R2901801,,Residential,1976,,"620 Smith Ave, Coquitlam, BC",2,4,0,01/07/2024,"$3,000,000"
69,Apartment/Condominium,"$2,680",924 sqft,Yes,"$1,037",R2900422,,Residential,2022,,"602 - 735 Anskar Crt, Coquitlam, BC",2,3,2,01/07/2024,"$959,000"
70,Apartment/Condominium,"$2,520",733 sqft,Yes,$998,R2900511,,Residential,2020,,"2709 - 652 Whiting Way, Coquitlam, BC",1,2,1,01/07/2024,"$732,000"
71,Apartment/Condominium,"$1,851",721 sqft,Yes,$884,R2901535,,Residential,2019,,"406 - 516 Foster Ave, Coquitlam, BC",1,1,1,01/07/2024,"$638,000"
72,Single Family Residence,"$3,649",1626 sqft,Yes,$675,R2902135,,Residential,1981,,"1259 Nestor St, Coquitlam, BC",2,3,3,30/06/2024,"$1,098,900"
73,Single Family Residence,"$5,785",1890 sqft,Yes,$930,R2900541,,Residential,1960,,"506 Poirier St, Coquitlam, BC",2,3,6,30/06/2024,"$1,759,000"
74,Apartment/Condominium,,894 sqft,Yes,"$1,038",R2900881,,Residential,2024,,"906 - 7769 Park Cres, Coquitlam, BC",2,2,1,28/06/2024,"$928,000"
75,Townhouse,"$3,303",1523 sqft,Yes,$853,R2901290,,Residential,2023,,"145 - 1331 Olmsted St, Coquitlam, BC",3,4,4,30/06/2024,"$1,299,900"
76,Single Family Residence,"$2,736",2496 sqft,Yes,"$1,181",R2900102,,Residential,1987,,"2900 Cove Pl, Coquitlam, BC",2,3,6,27/06/2024,"$2,950,000"
77,Apartment/Condominium,"$1,126",660 sqft,Yes,$604,R2901734,,Residential,1984,,"203 - 1195 Pipeline Rd, Coquitlam, BC",1,1,1,30/06/2024,"$399,000"
78,Single Family Residence,"$5,532",3005 sqft,Yes,"$1,680",R2901617,,Residential,1995,,"1058 Langara Crt, Coquitlam, BC",3,4,4,30/06/2024,"$5,050,000"
79,Single Family Residence,"$5,905",2486 sqft,Yes,$917,R2900248,,Residential,2024,,"964 Charland Ave, Coquitlam, BC",5,6,2,27/06/2024,"$2,280,000"
80,Single Family Residence,"$4,840",2386 sqft,No,"$1,626",R2900992,,Residential,1968,,"972 Ranch Park Way, Coquitlam, BC",3,4,5,25/06/2024,"$3,880,800"
81,Apartment/Condominium,"$2,125",875 sqft,Yes,$844,R2899583,,Residential,2009,,"1601 - 2978 Glen Dr, Coquitlam, BC",2,2,1,25/06/2024,"$739,000"
82,Apartment/Condominium,,548 sqft,Yes,"$1,074",R2899321,,Residential,2023,,"701 - 1045 Austin Ave, Coquitlam, BC",1,1,1,25/06/2024,"$588,800"
83,Apartment/Condominium,"$1,491",850 sqft,Yes,$646,R2899445,,Residential,1983,,"115 - 1195 Pipeline Rd, Coquitlam, BC",1,2,1,25/06/2024,"$549,900"
84,Apartment/Condominium,"$1,658",548 sqft,Yes,"$1,020",R2899320,,Residential,2019,,"1201 - 530 Whiting Way, Coquitlam, BC",1,1,1,25/06/2024,"$559,000"
85,Single Family Residence,"$4,523",2500 sqft,No,"$1,552",R2901032,,Residential,1967,,"976 Ranch Park Way, Coquitlam, BC",2,4,0,25/06/2024,"$3,880,800"
86,Single Family Residence,"$3,900",1942 sqft,No,$719,R2899230,,Residential,1977,,"3200 Mariner Way, Coquitlam, BC",3,4,4,25/06/2024,"$1,398,000"
87,Townhouse,,1353 sqft,Yes,$812,R2899885,,Residential,2023,,"122 - 1306 Laval Sq, Coquitlam, BC",2,3,2,25/06/2024,"$1,099,000"
88,Apartment/Condominium,"$2,214",1169 sqft,Yes,$626,R2898730,,Residential,1995,,"1701 - 1199 Eastwood St, Coquitlam, BC",2,2,2,24/06/2024,"$732,000"
89,Apartment/Condominium,"$1,720",573 sqft,Yes,"$1,022",R2898559,,Residential,2020,,"910 - 657 Whiting Way, Coquitlam, BC",1,1,1,23/06/2024,"$586,000"
90,Apartment/Condominium,"$1,753",1050 sqft,Yes,$657,R2898364,,Residential,1997,,"128 - 3098 Guildford Way, Coquitlam, BC",2,2,1,23/06/2024,"$689,900"
91,Single Family Residence,"$5,839",2296 sqft,No,$992,R2898251,,Residential,1972,,"929 Stewart Ave, Coquitlam, BC",2,4,0,23/06/2024,"$2,278,000"
92,Apartment/Condominium,"$2,780",925 sqft,Yes,"$1,003",R2898471,,Residential,2022,,"1201 - 585 Austin Ave, Coquitlam, BC",2,2,1,23/06/2024,"$928,000"
93,Apartment/Condominium,"$1,580",501 sqft,Yes,"$1,115",R2899070,,Residential,2020,,"808 - 652 Whiting Way, Coquitlam, BC",1,1,1,23/06/2024,"$559,000"
94,Townhouse,"$3,474",2317 sqft,No,$453,R2899133,,Residential,1990,,"45 - 1216 Johnson St, Coquitlam, BC",2,4,3,24/06/2024,"$1,050,000"
95,Apartment/Condominium,"$1,285",624 sqft,Yes,"$1,057",R2898805,,Residential,2023,,"111 - 648 Lea Ave, Coquitlam, BC",1,1,1,24/06/2024,"$659,900"
96,Apartment/Condominium,"$1,681",544 sqft,Yes,"$1,047",R2898622,,Residential,2020,,"803 - 525 Foster Ave, Coquitlam, BC",1,1,1,23/06/2024,"$570,000"
97,Townhouse,"$2,519",1034 sqft,Yes,$773,R2898232,,Residential,2013,,"210 - 618 Langside Ave, Coquitlam, BC",2,2,1,21/06/2024,"$799,900"
98,Single Family Residence,"$5,600",2080 sqft,Yes,"$1,249",R2898131,,Residential,1955,,"903 Edgar Ave, Coquitlam, BC",0,0,3,23/06/2024,"$2,598,000"
99,Townhouse,"$2,908",1628 sqft,Yes,$614,R2898032,,Residential,2016,,"100 - 3086 Lincoln Ave, Coquitlam, BC",2,2,2,20/06/2024,"$999,800"
100,Apartment/Condominium,,450 sqft,Yes,"$1,353",R2899306,,Residential,2023,,"1604 - 901 Lougheed Highway, Coquitlam, BC",1,1,1,20/06/2024,"$608,888"
101,Single Family Residence,"$3,936",2157 sqft,Yes,"$1,437",R2897766,,Residential,1983,,"1134 Hansard Cres, Coquitlam, BC",3,5,3,20/06/2024,"$3,100,000"
102,Apartment/Condominium,,983 sqft,Yes,"$1,027",R2897810,,Residential,2025,,"307 - 600 Rochester Ave, Coquitlam, BC",2,3,1,20/06/2024,"$1,009,900"
103,Apartment/Condominium,"$2,291",1013 sqft,Yes,$847,R2898203,,Residential,2012,,"209 - 555 Foster Ave, Coquitlam, BC",2,3,1,23/06/2024,"$859,000"
104,Townhouse,"$3,065",2050 sqft,Yes,$578,R2897882,,Residential,1998,,"20 - 3300 Plateau Blvd, Coquitlam, BC",2,4,2,18/06/2024,"$1,184,900"
105,Apartment/Condominium,"$2,115",749 sqft,Yes,$965,R2897502,,Residential,2017,,"2006 - 602 Como Lake Ave, Coquitlam, BC",1,2,1,18/06/2024,"$723,000"
106,Apartment/Condominium,,616 sqft,Yes,"$1,095",R2897180,,Residential,2024,,"404 - 7769 Park Cres, Coquitlam, BC",1,1,1,18/06/2024,"$675,000"
107,Apartment/Condominium,"$1,678",633 sqft,Yes,$898,R2897105,,Residential,2012,,"1902 - 2968 Glen Dr, Coquitlam, BC",1,1,1,18/06/2024,"$569,000"
108,Apartment/Condominium,"$2,458",945 sqft,Yes,$846,R2896527,,Residential,2020,,"203 - 707 Como Lake Ave, Coquitlam, BC",2,2,1,17/06/2024,"$799,900"
109,Apartment/Condominium,"$1,883",815 sqft,Yes,$807,R2896684,,Residential,2011,,"202 - 1188 Johnson St, Coquitlam, BC",2,2,1,18/06/2024,"$658,000"
110,Apartment/Condominium,,616 sqft,Yes,"$1,120",R2898558,,Residential,2024,,"1604 - 7769 Park Cres, Coquitlam, BC",1,1,1,18/06/2024,"$690,000"
111,Multi Family,"$4,605",3440 sqft,Yes,$513,R2896933,,Residential,1998,,"2163 Parkway Blvd, Coquitlam, BC",4,5,4,18/06/2024,"$1,768,000"
112,Single Family Residence,"$5,282",2957 sqft,Yes,$490,R2896155,,Residential,1994,,"2986 Pinetree Close, Coquitlam, BC",3,5,4,17/06/2024,"$1,449,900"
113,Townhouse,"$3,802",2151 sqft,Yes,$650,R2897028,,Residential,2021,,"116 - 3409 Harper Rd, Coquitlam, BC",3,4,2,17/06/2024,"$1,399,000"
114,Single Family Residence,"$5,526",4253 sqft,Yes,$420,R2896524,,Residential,1988,,"1051 Windward Dr, Coquitlam, BC",4,7,4,17/06/2024,"$1,789,000"
115,Single Family Residence,"$7,014",5846 sqft,Yes,$545,R2896566,,Residential,1977,,"2349 Oneida Dr, Coquitlam, BC",4,7,7,17/06/2024,"$3,190,000"
116,Townhouse,,1321 sqft,Yes,$869,R2896219,,Residential,2023,,"139 - 1331 Olmsted St, Coquitlam, BC",2,3,2,17/06/2024,"$1,149,000"
117,Single Family Residence,"$3,899",1980 sqft,Yes,$782,R2896226,,Residential,1981,,"1195 Shelter Cres, Coquitlam, BC",2,4,5,17/06/2024,"$1,548,900"
118,Single Family Residence,"$5,656",3649 sqft,Yes,$623,R2896548,,Residential,2010,,"3386 Horizon Dr, Coquitlam, BC",3,5,4,17/06/2024,"$2,275,000"
119,Single Family Residence,"$5,585",3001 sqft,Yes,$632,R2896627,,Residential,1981,,"807 Smith Ave, Coquitlam, BC",3,5,6,17/06/2024,"$1,899,000"
120,Townhouse,"$2,872",1437 sqft,Yes,$681,R2895091,,Residential,2011,,"130 - 1460 Southview St, Coquitlam, BC",2,3,2,13/06/2024,"$978,900"
121,Apartment/Condominium,"$2,569",962 sqft,Yes,$944,R2895730,,Residential,2020,,"1507 - 525 Foster Ave, Coquitlam, BC",2,2,2,16/06/2024,"$909,000"
122,Apartment/Condominium,"$1,892",876 sqft,Yes,$799,R2896474,,Residential,2005,,"210 - 2958 Whisper Way, Coquitlam, BC",2,2,1,16/06/2024,"$700,000"
123,Apartment/Condominium,"$1,795",1022 sqft,Yes,$811,R2896038,,Residential,1995,,"707 - 1199 Eastwood St, Coquitlam, BC",2,2,1,16/06/2024,"$829,000"
124,Apartment/Condominium,,874 sqft,Yes,"$1,096",R2895665,,Residential,2024,,"1108 - 7769 Park Cres, Coquitlam, BC",2,2,1,16/06/2024,"$958,000"
125,Single Family Residence,"$5,270",2506 sqft,Yes,$877,R2896693,,Residential,1960,,"942 Porter St, Coquitlam, BC",2,5,5,16/06/2024,"$2,200,000"
126,Apartment/Condominium,,614 sqft,Yes,"$1,221",R2897175,,Residential,2025,,"301 - 720 Farrow St, Coquitlam, BC",1,1,1,16/06/2024,"$749,900"
127,Apartment/Condominium,,1105 sqft,Yes,"$1,229",R2897173,,Residential,2025,,"307 - 720 Farrow St, Coquitlam, BC",2,3,1,16/06/2024,"$1,358,900"
128,Single Family Residence,"$5,088",3725 sqft,Yes,$590,R2892315,,Residential,1998,,"1699 Arbutus Pl, Coquitlam, BC",4,8,4,11/06/2024,"$2,198,000"
129,Apartment/Condominium,"$1,691",871 sqft,Yes,$729,R2893999,,Residential,1995,,"1402 - 3070 Guildford Way, Coquitlam, BC",2,2,1,11/06/2024,"$635,000"
130,Single Family Residence,"$7,256",4015 sqft,Yes,$572,R2894330,,Residential,2003,,"3235 Chartwell Lane, Coquitlam, BC",3,4,4,11/06/2024,"$2,298,000"
131,Apartment/Condominium,"$2,138",827 sqft,Yes,$952,R2894042,,Residential,2018,,"304 - 3100 Windsor Gate, Coquitlam, BC",2,2,1,11/06/2024,"$788,000"
132,Multi Family,"$3,200",1801 sqft,No,$832,R2894203,,Residential,2024,,"941a Walls Ave, Coquitlam, BC",3,4,4,11/06/2024,"$1,499,000"
133,Apartment/Condominium,,568 sqft,Yes,"$1,137",R2894726,,Residential,2026,,"512 - 588 Harrison Ave, Coquitlam, BC",1,1,1,11/06/2024,"$646,000"
134,Apartment/Condominium,"$2,079",943 sqft,Yes,$794,R2894360,,Residential,2008,,"104 - 575 Delestre Ave, Coquitlam, BC",2,2,1,11/06/2024,"$749,000"
135,Apartment/Condominium,"$1,609",550 sqft,Yes,"$1,017",R2894174,,Residential,2019,,"709 - 530 Whiting Way, Coquitlam, BC",1,1,1,11/06/2024,"$559,800"
136,Apartment/Condominium,"$1,935",882 sqft,Yes,$705,R2892917,,Residential,2014,,"202 - 210 Lebleu St, Coquitlam, BC",1,1,1,09/06/2024,"$622,000"
137,Single Family Residence,"$4,488",2758 sqft,No,$652,R2893766,,Residential,1986,,"394 Hickey Dr, Coquitlam, BC",3,4,2,09/06/2024,"$1,799,000"
138,Single Family Residence,"$5,656",3970 sqft,Yes,$528,R2892532,,Residential,2013,,"3342 Leston Ave, Coquitlam, BC",4,7,6,09/06/2024,"$2,100,000"
139,Apartment/Condominium,,952 sqft,Yes,"$1,207",R2895155,,Residential,2024,,"4306 - 720 Farrow St, Coquitlam, BC",2,2,1,09/06/2024,"$1,149,900"
140,Apartment/Condominium,"$1,749",1054 sqft,Yes,$664,R2892846,,Residential,1995,,"103 - 3098 Guildford Way, Coquitlam, BC",2,2,1,09/06/2024,"$699,900"
141,Single Family Residence,"$3,377",2960 sqft,Yes,$540,R2892680,,Residential,1968,,"2112 Cape Horn Ave, Coquitlam, BC",4,5,6,09/06/2024,"$1,599,000"
142,Single Family Residence,"$4,315",4151 sqft,Yes,$480,R2893621,,Residential,1983,,"275 Warrick St, Coquitlam, BC",3,5,4,09/06/2024,"$1,995,000"
143,Multi Family,,2593 sqft,Yes,$748,R2892503,,Residential,2024,,"828 Delestre Ave, Coquitlam, BC",4,4,2,09/06/2024,"$1,940,000"
144,Apartment/Condominium,"$2,383",862 sqft,Yes,"$1,042",R2892616,,Residential,2021,,"2206 - 450 Westview St, Coquitlam, BC",2,2,1,09/06/2024,"$899,000"
145,Apartment/Condominium,"$3,205",986 sqft,Yes,"$1,004",R2892806,,Residential,2023,,"1505 - 1182 Westwood St, Coquitlam, BC",2,2,1,09/06/2024,"$989,999"
146,Apartment/Condominium,"$1,952",575 sqft,Yes,"$1,041",R2893119,,Residential,2020,,"610 - 525 Foster Ave, Coquitlam, BC",1,1,1,09/06/2024,"$599,000"
147,Single Family Residence,"$4,532",2190 sqft,No,$816,R2892300,,Residential,1960,,"445 Byng St, Coquitlam, BC",2,5,5,09/06/2024,"$1,788,000"
148,Apartment/Condominium,"$1,915",999 sqft,Yes,$745,R2893458,,Residential,1993,,"103 - 523 Whiting Way, Coquitlam, BC",2,2,3,09/06/2024,"$745,000"
149,Townhouse,"$3,509",2470 sqft,Yes,$554,R2892831,,Residential,1998,,"12 - 1765 Paddock Dr, Coquitlam, BC",3,4,4,09/06/2024,"$1,368,800"
150,Apartment/Condominium,"$1,939",809 sqft,Yes,$822,R2892586,,Residential,2013,,"214 - 617 Smith Ave, Coquitlam, BC",1,2,1,09/06/2024,"$665,000"
151,Single Family Residence,"$4,935",4319 sqft,Yes,$393,R2892716,,Residential,1990,,"470 Riverview Cres, Coquitlam, BC",2,5,2,09/06/2024,"$1,699,000"
152,Multi Family,"$4,236",2234 sqft,Yes,$572,R2891746,,Residential,1974,,"1866 Austin Ave, Coquitlam, BC",2,5,7,04/06/2024,"$1,280,000"
153,Apartment/Condominium,"$1,818",574 sqft,Yes,"$1,041",R2891104,,Residential,2020,,"2310 - 652 Whiting Way, Coquitlam, BC",1,1,1,04/06/2024,"$598,000"
154,Apartment/Condominium,,517 sqft,Yes,"$1,353",R2891779,,Residential,2024,,"3106 - 318 Alderson Ave, Coquitlam, BC",1,1,1,04/06/2024,"$699,900"
